customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST01320,48,Male,South,Primary,Unemployed,2835321.95,1222587.1,Other,705.7,19,204,18.66,2023-08-27,0
CUST01321,22,Male,East,Secondary,Salaried,2166960.29,1263364.82,Education,538.8,23,146,72.75,2024-10-11,1
CUST01322,46,Other,South,Secondary,Self-Employed,885164.56,1421416.43,Business,680.6,0,363,108.23,2025-11-15,1
CUST01323,58,Female,North,Primary,Unemployed,778259.6,626268.84,Car,411.1,5,73,22.83,2024-12-14,1
CUST01324,57,Male,East,Primary,Salaried,1113519.11,685061.19,Car,408.1,1,246,83.72,2022-07-23,1
CUST01325,36,Female,North,Graduate,Salaried,1318962.52,1989343.45,Education,778.5,1,188,67.88,2024-06-19,1
CUST01326,68,Male,South,Secondary,Unemployed,1782800.86,1363620.65,Business,736.4,23,335,118.03,2021-11-01,0
CUST01327,47,Female,West,Graduate,Unemployed,218190.17,1547020.0,Home,460.2,5,216,48.62,2024-12-24,1
CUST01328,53,Female,West,Post-Graduate,Unemployed,2003493.35,1631671.71,Home,649.3,13,47,26.75,2023-01-22,0
CUST01329,38,Female,North,Post-Graduate,Self-Employed,2155818.28,382074.08,Education,603.7,8,63,34.33,2024-09-02,0
CUST01330,70,Male,North,Secondary,Unemployed,2831528.21,688453.46,Business,837.3,13,269,43.17,2023-10-28,0
CUST01331,37,Male,West,Graduate,Unemployed,2657515.22,738669.23,Home,733.9,9,383,19.43,2025-12-29,0
CUST01332,29,Other,East,Primary,Self-Employed,2328446.28,1315907.87,Business,792.8,7,52,117.95,2020-01-06,0
CUST01333,42,Male,South,Primary,Unemployed,2434866.98,214085.24,Car,646.9,16,464,116.31,2019-04-16,0
CUST01334,58,Other,South,Graduate,Salaried,2786126.57,765942.74,Other,326.3,18,232,82.97,2019-12-23,1
CUST01335,35,Other,West,Primary,Unemployed,2030302.91,926998.79,Car,778.5,16,25,27.13,2020-05-21,0
CUST01336,66,Male,North,Secondary,Self-Employed,2616575.31,195661.4,Business,794.6,19,179,118.95,2022-08-16,0
CUST01337,67,Male,North,Secondary,Unemployed,948746.77,1506680.73,Other,783.2,5,313,100.34,2020-01-04,1
CUST01338,25,Other,South,Secondary,Self-Employed,2432695.19,1368657.23,Education,672.3,17,202,71.67,2020-05-12,0
CUST01339,64,Female,North,Post-Graduate,Self-Employed,1010778.57,1669764.88,Education,680.3,7,270,33.97,2019-02-15,0
CUST01340,34,Other,South,Secondary,Unemployed,255084.86,946774.57,Other,520.6,23,39,86.44,2021-04-27,1
CUST01341,63,Other,West,Secondary,Unemployed,609381.81,1340637.74,Other,602.2,20,320,25.53,2025-05-17,0
CUST01342,66,Female,North,Primary,Unemployed,505204.93,429979.94,Business,549.4,8,170,84.9,2024-04-18,1
CUST01343,18,Male,South,Post-Graduate,Unemployed,970852.14,850849.35,Car,849.3,6,235,53.41,2022-12-08,0
CUST01344,40,Female,South,Secondary,Salaried,1082307.06,1584008.37,Home,381.0,8,425,64.25,2022-11-27,1
CUST01345,56,Other,East,Primary,Unemployed,1288635.74,498539.94,Business,434.5,8,307,9.63,2024-02-23,1
CUST01346,40,Male,South,Post-Graduate,Self-Employed,330681.2,425033.4,Business,702.9,17,66,66.57,2019-06-19,0
CUST01347,28,Female,East,Post-Graduate,Self-Employed,2371392.98,1636708.96,Car,708.6,17,409,46.58,2018-04-29,0
CUST01348,35,Other,West,Graduate,Self-Employed,1398234.31,865154.75,Home,818.6,22,211,14.23,2018-08-14,0
CUST01349,41,Other,West,Primary,Unemployed,266875.87,1790142.65,Home,518.3,7,337,119.28,2024-01-10,1
CUST01350,18,Male,West,Graduate,Unemployed,123300.44,455526.1,Business,380.4,10,416,114.66,2018-03-26,1
CUST01351,22,Male,North,Graduate,Unemployed,1976134.04,538006.09,Home,327.9,10,280,36.46,2018-12-06,1
CUST01352,53,Other,East,Primary,Salaried,2612238.15,541484.09,Home,802.1,22,395,75.75,2025-02-24,0
CUST01353,58,Male,East,Post-Graduate,Self-Employed,2302252.31,291802.32,Home,626.4,18,470,83.72,2020-03-09,0
CUST01354,18,Other,East,Graduate,Self-Employed,529046.93,314942.52,Car,474.4,24,181,65.69,2019-12-30,1
CUST01355,44,Male,South,Primary,Salaried,2494013.58,1290777.47,Home,342.9,18,147,45.62,2019-08-30,1
CUST01356,36,Male,South,Primary,Salaried,721536.04,727393.38,Education,709.8,23,411,38.53,2021-09-24,0
CUST01357,34,Male,North,Graduate,Salaried,1734735.93,638355.88,Home,626.9,20,79,79.0,2024-03-02,0
CUST01358,34,Other,North,Graduate,Self-Employed,345945.14,433354.32,Other,408.6,7,27,105.66,2022-11-05,1
CUST01359,66,Other,North,Primary,Self-Employed,1388124.36,1546111.13,Home,423.9,1,128,68.87,2023-09-26,1
CUST01360,36,Other,East,Graduate,Salaried,995398.67,1878034.74,Business,752.7,9,279,46.21,2019-08-05,0
CUST01361,54,Other,East,Secondary,Self-Employed,1114398.05,947985.14,Other,324.3,22,466,22.75,2025-10-05,1
CUST01362,49,Male,West,Post-Graduate,Unemployed,2938201.97,1066223.67,Business,419.4,13,441,114.91,2022-05-31,1
CUST01363,40,Female,North,Primary,Salaried,513094.29,434363.68,Business,361.6,3,494,22.75,2022-10-26,1
CUST01364,22,Other,South,Secondary,Unemployed,519725.27,1962982.01,Home,362.4,3,437,34.62,2018-02-12,1
CUST01365,28,Female,East,Secondary,Salaried,163362.49,1800831.8,Other,459.2,6,168,100.22,2024-12-23,1
CUST01366,27,Male,South,Secondary,Salaried,1013233.99,1334459.97,Home,776.7,21,414,57.11,2025-02-02,0
CUST01367,31,Other,South,Primary,Unemployed,1992138.51,1925226.55,Car,383.3,5,21,104.42,2018-11-30,1
CUST01368,59,Male,East,Post-Graduate,Self-Employed,2655171.18,564112.02,Education,379.3,9,391,36.0,2022-10-27,1
CUST01369,20,Male,North,Post-Graduate,Unemployed,2978640.13,1003384.48,Business,385.0,0,85,6.41,2023-07-23,1
CUST01370,60,Female,North,Primary,Self-Employed,646556.01,421553.21,Car,309.6,22,298,101.56,2023-01-16,1
CUST01371,38,Male,East,Primary,Salaried,989331.85,179767.13,Education,639.1,10,278,58.35,2024-12-02,0
CUST01372,43,Male,South,Primary,Unemployed,1190806.64,1307051.31,Car,347.1,23,250,44.6,2023-10-04,1
CUST01373,68,Male,East,Primary,Self-Employed,2921124.99,634703.7,Home,330.9,13,334,117.68,2021-01-23,1
CUST01374,27,Male,East,Primary,Self-Employed,547117.19,1413199.15,Car,589.4,1,435,16.62,2025-01-29,1
CUST01375,30,Male,West,Post-Graduate,Self-Employed,2222926.97,1673589.5,Home,574.5,15,434,68.96,2023-08-10,0
CUST01376,25,Male,South,Primary,Salaried,2703951.78,43298.76,Business,465.1,15,60,27.82,2024-02-04,1
CUST01377,52,Female,West,Graduate,Unemployed,2552360.6,1910369.02,Education,390.7,8,37,36.73,2023-10-05,1
CUST01378,69,Male,North,Secondary,Unemployed,517233.02,757886.78,Education,336.2,19,465,43.2,2025-03-10,1
CUST01379,31,Female,South,Graduate,Salaried,902001.74,307293.1,Business,604.6,4,487,7.65,2025-11-08,1
CUST01380,23,Female,North,Post-Graduate,Unemployed,1716700.0,1646536.06,Car,797.8,4,414,42.2,2022-10-21,1
CUST01381,43,Female,West,Secondary,Salaried,327177.88,1111260.07,Home,426.8,1,43,71.34,2021-11-21,1
CUST01382,68,Other,North,Post-Graduate,Salaried,1280396.4,1367779.36,Home,438.1,15,350,101.97,2024-04-28,1
CUST01383,62,Male,West,Secondary,Unemployed,2356546.94,133787.14,Education,802.5,11,385,108.67,2020-01-12,0
CUST01384,50,Female,West,Secondary,Unemployed,2380011.06,10583.75,Business,668.2,16,153,85.9,2022-07-15,0
CUST01385,21,Female,South,Graduate,Unemployed,1486359.52,708382.87,Home,524.5,17,385,115.8,2024-11-22,1
CUST01386,64,Other,North,Graduate,Unemployed,431760.09,1813203.97,Home,641.6,2,194,11.73,2019-07-10,1
CUST01387,39,Female,North,Secondary,Self-Employed,2807216.54,910432.55,Home,772.8,6,128,11.53,2025-02-28,0
CUST01388,25,Female,West,Graduate,Unemployed,2450199.97,1886659.2,Car,641.8,5,201,41.58,2022-02-03,1
CUST01389,20,Male,North,Post-Graduate,Unemployed,186640.22,266836.73,Education,363.0,19,70,46.06,2018-06-11,1
CUST01390,62,Male,South,Graduate,Salaried,1405545.65,892423.25,Home,527.1,4,307,14.26,2021-04-22,1
CUST01391,63,Other,South,Secondary,Self-Employed,2977044.03,903834.62,Car,363.7,13,98,79.24,2021-08-14,1
CUST01392,57,Male,South,Secondary,Unemployed,2380030.5,1790876.65,Business,629.8,24,238,99.93,2020-11-23,0
CUST01393,33,Male,South,Secondary,Unemployed,295343.98,114635.34,Education,386.4,3,189,96.9,2025-04-05,1
CUST01394,20,Male,North,Post-Graduate,Salaried,1223453.09,394374.45,Business,677.9,18,89,95.41,2022-09-16,0
CUST01395,56,Female,East,Primary,Self-Employed,919813.56,1648330.8,Other,360.5,3,487,53.3,2020-07-24,1
CUST01396,51,Female,West,Graduate,Unemployed,2238967.26,1204586.79,Car,445.8,8,38,81.58,2022-10-21,1
CUST01397,45,Male,West,Post-Graduate,Self-Employed,1860504.7,1346760.46,Car,731.6,21,474,18.78,2022-11-29,0
CUST01398,44,Female,West,Secondary,Self-Employed,1887890.02,1135046.12,Other,603.9,0,245,71.18,2020-04-27,1
CUST01399,33,Female,East,Graduate,Unemployed,2774205.86,579481.47,Education,303.5,15,113,96.61,2018-06-12,1
CUST01400,25,Male,North,Secondary,Salaried,1220011.52,1920715.5,Car,711.6,8,454,66.05,2022-03-01,0
CUST01401,32,Male,East,Primary,Unemployed,2839244.16,49724.41,Home,355.1,4,373,97.21,2025-07-20,1
CUST01402,40,Female,East,Graduate,Self-Employed,146095.85,977600.28,Car,420.9,6,260,91.87,2021-06-30,1
CUST01403,64,Other,West,Secondary,Unemployed,2389342.34,232150.93,Other,754.6,14,63,67.84,2021-05-03,0
CUST01404,70,Female,West,Post-Graduate,Self-Employed,2730949.36,1381134.79,Education,529.8,12,478,50.47,2018-10-29,1
CUST01405,58,Other,East,Secondary,Salaried,306262.27,1826689.56,Home,539.0,0,164,32.81,2019-11-15,1
CUST01406,42,Female,East,Primary,Unemployed,798647.07,968754.43,Car,347.1,17,174,9.24,2026-03-18,1
CUST01407,55,Female,West,Post-Graduate,Unemployed,296824.85,1362319.88,Car,767.5,5,46,12.14,2023-10-25,1
CUST01408,33,Male,East,Secondary,Unemployed,232714.49,479479.68,Education,730.0,22,449,56.54,2019-08-08,0
CUST01409,58,Female,West,Post-Graduate,Self-Employed,2886140.07,1194618.01,Other,836.0,3,237,19.84,2019-06-16,1
CUST01410,27,Female,West,Graduate,Unemployed,1589766.23,1685002.66,Education,401.8,20,155,34.16,2020-04-03,1
CUST01411,59,Female,South,Secondary,Salaried,1665493.1,1301399.21,Car,734.4,15,71,111.55,2019-10-21,0
CUST01412,37,Male,North,Graduate,Unemployed,2433675.12,1825118.24,Other,646.8,18,466,39.14,2025-09-20,0
CUST01413,28,Female,South,Graduate,Self-Employed,2771492.84,681025.48,Education,451.9,20,146,118.55,2025-02-18,1
CUST01414,46,Female,West,Secondary,Self-Employed,1223761.46,43341.87,Home,832.4,17,165,37.24,2021-10-13,0
CUST01415,65,Other,North,Graduate,Unemployed,1016328.4,1150302.96,Home,801.7,9,170,22.69,2024-03-04,0
CUST01416,29,Male,East,Primary,Salaried,1075925.05,127549.53,Business,373.6,21,327,13.6,2018-12-23,1
CUST01417,34,Male,East,Post-Graduate,Salaried,2413835.64,484332.89,Education,744.5,8,373,61.04,2022-02-06,0
CUST01418,65,Male,East,Post-Graduate,Self-Employed,1573797.07,80114.08,Car,400.2,9,487,119.72,2025-04-25,1
CUST01419,22,Male,South,Graduate,Self-Employed,1895144.26,348691.47,Home,810.2,12,392,24.29,2018-06-07,0
CUST01420,69,Male,South,Post-Graduate,Self-Employed,1746183.91,804515.06,Other,485.6,18,68,36.69,2019-12-03,1
CUST01421,53,Female,West,Post-Graduate,Unemployed,1813723.7,625412.63,Other,503.4,17,323,56.23,2021-09-23,1
CUST01422,64,Male,North,Primary,Unemployed,1410646.28,1136559.95,Other,506.3,16,68,107.79,2018-08-27,1
CUST01423,25,Other,North,Graduate,Self-Employed,2981125.52,812471.81,Education,835.5,23,418,117.26,2020-01-30,0
CUST01424,64,Other,West,Secondary,Self-Employed,1596151.24,1054266.23,Business,457.0,14,462,46.28,2018-01-28,1
CUST01425,19,Male,North,Graduate,Unemployed,1665319.38,1585805.58,Education,640.3,9,178,55.27,2024-09-27,0
CUST01426,46,Male,East,Primary,Unemployed,1940090.12,229372.13,Business,736.1,21,429,33.47,2021-06-12,0
CUST01427,55,Male,North,Graduate,Self-Employed,1680482.79,123627.04,Other,816.0,8,154,79.76,2025-02-03,0
CUST01428,49,Female,South,Primary,Salaried,1859871.0,1923126.46,Education,422.2,4,309,113.71,2020-04-22,1
CUST01429,20,Other,North,Post-Graduate,Self-Employed,2542571.19,1276011.72,Car,408.6,17,473,118.91,2023-06-04,1
CUST01430,29,Female,West,Graduate,Unemployed,851214.87,883944.72,Other,389.3,9,193,5.15,2023-05-29,1
CUST01431,41,Male,South,Graduate,Self-Employed,1988188.04,1414895.12,Home,492.1,13,467,57.52,2022-01-18,1
CUST01432,58,Male,North,Primary,Salaried,1721796.0,1639647.37,Other,351.7,13,441,83.16,2026-01-22,1
CUST01433,36,Female,West,Primary,Salaried,1894764.13,871400.92,Home,790.1,3,104,57.1,2021-12-21,1
CUST01434,64,Other,North,Primary,Self-Employed,1583727.41,854208.58,Education,378.1,24,479,35.06,2020-11-26,1
CUST01435,48,Male,North,Secondary,Salaried,2747669.1,1122015.08,Other,736.1,9,131,54.26,2018-02-20,0
CUST01436,23,Female,East,Secondary,Salaried,438505.65,136940.79,Car,364.9,15,423,75.94,2021-01-04,1
CUST01437,63,Other,West,Graduate,Salaried,1664937.51,757910.16,Other,790.0,6,294,84.53,2024-07-20,0
CUST01438,42,Female,South,Primary,Unemployed,1984556.73,472176.1,Car,377.9,20,62,66.3,2020-01-23,1
CUST01439,22,Female,North,Secondary,Self-Employed,407426.47,1430191.18,Home,669.4,24,109,51.55,2023-06-05,0
CUST01440,62,Other,East,Secondary,Unemployed,1928304.29,1197071.33,Other,787.8,4,489,90.91,2019-04-17,1
CUST01441,65,Male,North,Secondary,Self-Employed,1921726.32,19160.16,Business,544.7,15,130,107.79,2025-11-09,1
CUST01442,18,Other,East,Graduate,Unemployed,2703470.24,744393.26,Other,576.8,19,341,15.73,2021-05-08,0
CUST01443,60,Other,North,Secondary,Unemployed,2963594.16,1304802.01,Other,530.6,17,268,70.82,2023-11-09,1
CUST01444,47,Male,East,Secondary,Salaried,1855397.74,976583.51,Home,456.1,3,348,6.22,2023-05-11,1
CUST01445,67,Other,South,Graduate,Salaried,1041596.34,1049226.09,Business,504.0,17,412,108.58,2022-10-29,1
CUST01446,66,Male,South,Graduate,Salaried,2586586.86,1975718.94,Home,475.3,22,69,39.43,2018-04-07,1
CUST01447,27,Male,South,Secondary,Salaried,2709216.13,778845.88,Car,313.6,10,494,41.54,2019-06-16,1
CUST01448,20,Other,North,Primary,Salaried,1567597.53,364529.79,Business,558.1,10,111,27.63,2022-01-18,0
CUST01449,49,Female,West,Primary,Self-Employed,1490821.73,318449.01,Business,826.4,24,162,72.29,2025-12-27,0
CUST01450,31,Female,North,Graduate,Salaried,393862.49,379014.67,Business,591.6,13,287,21.06,2025-10-30,0
CUST01451,56,Other,South,Post-Graduate,Unemployed,127550.0,1779265.75,Business,419.0,6,246,74.24,2021-01-20,1
CUST01452,38,Male,North,Graduate,Self-Employed,2277623.06,772888.39,Home,388.4,12,386,31.64,2019-01-05,1
CUST01453,21,Female,East,Secondary,Unemployed,2114648.17,298029.16,Other,426.7,9,208,52.78,2018-12-13,1
CUST01454,63,Female,West,Post-Graduate,Self-Employed,1057714.96,902272.63,Home,551.2,5,350,112.61,2018-06-16,1
CUST01455,40,Other,South,Post-Graduate,Self-Employed,1040576.4,111873.2,Education,773.6,20,262,37.86,2025-10-28,0
CUST01456,22,Other,North,Graduate,Self-Employed,1535970.49,404614.88,Other,807.6,4,293,36.75,2025-07-17,1
CUST01457,36,Female,East,Post-Graduate,Self-Employed,509494.48,1330863.33,Education,364.7,15,331,104.35,2022-12-31,1
CUST01458,44,Male,North,Secondary,Unemployed,2222715.87,1098545.51,Education,826.9,0,238,91.49,2019-04-16,1
CUST01459,31,Female,East,Primary,Self-Employed,1419675.35,1892955.25,Education,749.3,13,74,26.69,2019-10-27,0
CUST01460,21,Male,East,Secondary,Salaried,1806017.32,1188790.97,Other,772.8,20,138,66.28,2018-11-25,0
CUST01461,62,Male,West,Primary,Self-Employed,698733.08,100925.97,Education,566.8,22,112,91.34,2025-10-09,0
CUST01462,48,Other,North,Post-Graduate,Salaried,1163184.97,985146.18,Other,555.5,0,108,61.67,2023-06-06,1
CUST01463,62,Female,South,Secondary,Salaried,2951303.14,653409.46,Education,407.5,10,17,58.46,2018-10-14,1
CUST01464,23,Other,East,Post-Graduate,Unemployed,2787557.32,800050.84,Education,678.1,19,5,23.92,2020-03-17,0
CUST01465,41,Female,North,Primary,Self-Employed,725369.42,822717.73,Education,345.6,13,326,105.96,2021-11-09,1
CUST01466,57,Female,North,Secondary,Self-Employed,1676511.87,193611.69,Car,407.0,17,356,63.34,2019-12-24,1
CUST01467,57,Other,South,Secondary,Unemployed,747241.05,591626.25,Car,583.4,15,63,8.79,2024-04-20,0
CUST01468,33,Female,West,Secondary,Self-Employed,2025658.92,1860843.88,Business,323.4,23,121,115.06,2020-01-17,1
CUST01469,53,Other,East,Graduate,Self-Employed,2732630.23,1894891.16,Other,764.1,10,179,90.32,2024-09-27,0
CUST01470,26,Male,East,Graduate,Unemployed,239751.51,547014.39,Education,659.7,10,260,68.74,2018-08-02,0
CUST01471,37,Other,South,Graduate,Self-Employed,892768.81,511878.0,Business,841.8,21,7,23.95,2026-02-08,0
CUST01472,24,Other,South,Primary,Self-Employed,1845721.64,469663.88,Car,558.8,12,111,41.55,2020-02-19,0
CUST01473,62,Other,West,Post-Graduate,Salaried,2264373.45,528657.44,Car,833.8,4,201,98.18,2022-07-30,1
CUST01474,60,Female,East,Secondary,Salaried,1022252.4,635238.03,Other,797.3,16,64,95.27,2023-07-15,0
CUST01475,60,Male,South,Graduate,Salaried,2493706.7,1365729.41,Education,844.7,11,78,9.79,2018-08-22,0
CUST01476,26,Female,West,Primary,Self-Employed,2345949.46,1363780.15,Car,616.8,22,287,66.61,2023-11-06,0
CUST01477,60,Male,South,Graduate,Self-Employed,111038.35,420377.98,Business,547.5,8,337,60.07,2024-12-09,1
CUST01478,27,Female,West,Graduate,Self-Employed,2026456.4,1302472.04,Other,626.1,10,323,117.4,2021-03-12,0
CUST01479,52,Other,South,Primary,Salaried,983426.14,359863.6,Car,662.4,17,201,115.82,2022-02-14,0
CUST01480,48,Female,North,Primary,Unemployed,1504396.69,736147.06,Home,753.8,19,323,93.96,2021-03-26,0
CUST01481,29,Female,North,Primary,Unemployed,947058.96,1905654.84,Education,471.5,2,119,110.27,2022-04-23,1
CUST01482,34,Other,South,Post-Graduate,Self-Employed,112662.79,124356.71,Business,555.9,18,221,107.0,2025-05-16,0
CUST01483,18,Female,West,Post-Graduate,Salaried,1717904.77,1179199.15,Education,418.3,14,310,16.52,2018-04-15,1
CUST01484,65,Other,South,Primary,Self-Employed,1966538.77,1538132.16,Home,497.1,21,8,62.89,2021-03-08,1
CUST01485,37,Female,North,Graduate,Unemployed,1749721.78,898042.44,Education,459.0,8,373,31.63,2023-04-17,1
CUST01486,54,Male,South,Graduate,Self-Employed,385570.81,1595905.96,Car,333.8,0,146,116.03,2018-01-22,1
CUST01487,18,Other,South,Primary,Unemployed,1150829.63,926590.31,Car,372.0,13,207,72.14,2023-11-22,1
CUST01488,31,Female,South,Primary,Self-Employed,133265.98,997831.28,Education,558.7,14,344,119.3,2021-10-17,0
CUST01489,63,Male,East,Secondary,Unemployed,2931347.99,134967.03,Home,635.5,14,461,82.86,2024-06-04,0
CUST01490,56,Female,South,Graduate,Self-Employed,1253738.74,1280195.1,Business,761.9,11,74,113.86,2022-01-18,0
CUST01491,37,Other,North,Graduate,Self-Employed,2307487.73,70240.87,Education,791.4,19,285,107.86,2024-12-29,0
CUST01492,67,Male,West,Secondary,Salaried,131766.07,420885.29,Education,452.4,4,77,36.87,2024-03-10,1
CUST01493,20,Male,West,Secondary,Unemployed,2113331.43,1071427.27,Education,839.1,8,287,12.11,2020-01-31,0
CUST01494,33,Other,East,Graduate,Salaried,1457076.18,1067091.19,Business,460.0,20,116,47.61,2023-12-09,1
CUST01495,30,Other,South,Secondary,Self-Employed,2034945.18,862590.68,Education,434.0,7,428,107.89,2023-05-28,1
CUST01496,57,Female,North,Graduate,Salaried,1076520.23,1378588.36,Education,547.9,20,286,9.49,2026-03-02,1
CUST01497,45,Male,South,Primary,Salaried,2869192.67,331033.91,Car,762.0,1,80,47.95,2025-08-10,1
CUST01498,18,Other,West,Post-Graduate,Unemployed,2516212.07,195061.92,Car,488.9,14,428,37.04,2020-08-26,1
CUST01499,67,Male,East,Primary,Salaried,957546.18,449302.19,Education,608.0,23,160,23.06,2022-03-25,0
CUST01500,27,Male,West,Post-Graduate,Unemployed,1374769.67,159187.82,Business,748.6,20,184,97.27,2023-07-02,0
CUST01501,40,Other,West,Primary,Salaried,910722.79,642396.79,Education,691.5,14,89,23.12,2025-07-22,0
CUST01502,49,Male,West,Secondary,Unemployed,1422991.89,1559942.2,Car,341.1,13,442,108.79,2020-04-20,1
CUST01503,33,Male,North,Primary,Unemployed,486009.54,1234586.39,Car,613.5,0,215,109.28,2021-02-18,1
CUST01504,27,Other,East,Primary,Unemployed,581482.52,736450.66,Business,458.6,11,3,60.59,2024-06-08,1
CUST01505,70,Other,West,Post-Graduate,Salaried,356790.58,1562521.79,Home,359.1,1,64,75.59,2020-05-28,1
CUST01506,64,Female,East,Primary,Unemployed,2056648.67,435497.76,Other,406.1,1,23,116.79,2020-09-28,1
CUST01507,61,Male,South,Secondary,Unemployed,1475286.74,1793866.79,Other,607.7,1,250,32.45,2022-06-03,1
CUST01508,21,Female,East,Primary,Self-Employed,2079384.5,160798.72,Education,797.7,22,487,22.42,2022-12-05,0
CUST01509,62,Female,West,Post-Graduate,Salaried,2162212.45,1056104.86,Home,776.6,6,137,85.76,2018-04-24,0
CUST01510,62,Female,West,Primary,Unemployed,226247.56,683315.95,Education,436.7,21,185,19.56,2024-12-25,1
CUST01511,57,Female,West,Post-Graduate,Self-Employed,909930.29,1279771.79,Education,300.3,10,237,105.15,2022-06-17,1
CUST01512,53,Male,South,Secondary,Self-Employed,1492190.88,661581.11,Home,761.1,2,226,116.16,2020-10-08,1
CUST01513,62,Other,East,Secondary,Self-Employed,1047562.48,887208.51,Home,447.2,22,235,31.83,2024-10-13,1
CUST01514,29,Other,North,Secondary,Salaried,193674.39,1778941.48,Other,602.7,1,473,6.58,2018-04-04,1
CUST01515,18,Other,West,Graduate,Self-Employed,1218448.31,1723520.32,Business,582.8,4,375,50.1,2021-05-04,1
CUST01516,66,Female,West,Post-Graduate,Self-Employed,2918706.92,150690.5,Education,632.0,21,474,33.95,2025-12-12,0
CUST01517,38,Male,South,Graduate,Self-Employed,720603.09,342634.2,Education,301.3,18,146,74.24,2021-03-15,1
CUST01518,27,Male,South,Post-Graduate,Unemployed,848888.88,1625933.62,Business,308.6,21,401,102.01,2021-07-17,1
CUST01519,23,Female,South,Post-Graduate,Salaried,145814.49,223638.14,Home,520.0,13,201,76.99,2025-02-01,1
CUST01520,60,Other,East,Primary,Unemployed,634450.42,1871577.88,Car,552.6,24,150,111.52,2019-10-13,0
CUST01521,22,Other,North,Post-Graduate,Self-Employed,2912147.83,1938007.11,Car,790.2,5,244,97.5,2025-09-18,1
CUST01522,68,Female,West,Secondary,Salaried,268517.41,812268.3,Car,392.7,6,386,14.65,2025-05-23,1
CUST01523,27,Other,South,Graduate,Self-Employed,1461931.91,820697.8,Car,593.3,7,229,6.37,2025-04-18,0
CUST01524,37,Other,North,Primary,Unemployed,1471187.85,928936.69,Education,540.2,10,387,104.88,2019-11-25,1
CUST01525,32,Other,West,Primary,Salaried,1196548.95,550560.51,Business,736.0,8,461,87.87,2018-08-10,0
CUST01526,59,Other,West,Graduate,Salaried,142786.14,1718996.1,Home,606.0,5,391,89.16,2018-12-26,1
CUST01527,61,Female,East,Secondary,Salaried,892100.62,965881.17,Car,530.1,3,222,73.56,2020-10-24,1
CUST01528,39,Male,North,Primary,Self-Employed,954881.35,1713667.33,Car,703.4,22,335,7.31,2019-10-17,0
CUST01529,26,Other,West,Graduate,Self-Employed,2535118.2,439883.65,Home,536.5,19,125,48.14,2020-08-15,1
CUST01530,51,Male,North,Primary,Unemployed,1318678.0,1513806.51,Car,362.1,6,108,64.96,2025-05-16,1
CUST01531,64,Female,South,Secondary,Self-Employed,253180.93,1098767.56,Other,825.6,4,208,51.45,2022-06-10,1
CUST01532,20,Male,North,Primary,Unemployed,1176767.18,1587924.14,Other,528.6,23,106,119.43,2020-02-25,1
CUST01533,43,Other,North,Primary,Self-Employed,735169.78,446119.12,Education,775.3,9,164,55.19,2023-09-28,0
CUST01534,40,Male,East,Primary,Self-Employed,510678.4,521421.18,Car,786.7,22,297,45.85,2021-05-26,0
CUST01535,40,Other,West,Post-Graduate,Salaried,2866748.17,1089588.24,Other,748.8,5,18,35.55,2019-11-18,1
CUST01536,30,Other,North,Graduate,Salaried,1593157.98,1872726.58,Other,759.7,18,153,47.7,2023-07-10,0
CUST01537,56,Female,West,Post-Graduate,Salaried,2959337.3,686320.06,Other,306.0,20,194,104.33,2020-07-01,1
CUST01538,67,Male,East,Primary,Unemployed,2555500.41,1724813.21,Car,608.5,5,174,112.38,2022-03-28,1
CUST01539,19,Male,West,Post-Graduate,Unemployed,1598194.89,912701.92,Home,770.1,4,368,5.41,2020-11-24,1
CUST01540,51,Male,North,Primary,Unemployed,2138174.35,638238.72,Other,832.8,1,233,8.78,2024-01-09,1
CUST01541,52,Female,West,Secondary,Unemployed,2795139.71,1667759.79,Business,525.0,6,338,48.05,2023-11-04,1
CUST01542,33,Female,South,Primary,Self-Employed,2303758.07,1446706.56,Business,842.7,21,451,51.44,2020-06-22,0
CUST01543,30,Other,West,Post-Graduate,Unemployed,2229126.07,1027407.48,Education,450.6,15,151,78.35,2023-12-08,1
CUST01544,28,Other,West,Secondary,Self-Employed,2971968.62,142806.86,Other,844.2,21,141,29.05,2024-12-11,0
CUST01545,50,Other,South,Post-Graduate,Self-Employed,2349023.42,1366681.4,Business,321.2,13,140,110.8,2023-07-12,1
CUST01546,49,Female,South,Post-Graduate,Unemployed,458545.35,706410.18,Business,841.4,10,147,67.87,2022-10-12,0
CUST01547,66,Female,North,Post-Graduate,Unemployed,1834785.92,1115221.95,Business,389.0,15,69,98.48,2024-11-23,1
CUST01548,42,Female,West,Primary,Unemployed,1609815.11,120598.51,Home,322.8,7,156,11.84,2021-09-09,1
CUST01549,48,Male,West,Secondary,Salaried,1912271.4,287513.58,Business,616.1,19,89,15.01,2023-03-08,0
CUST01550,64,Female,West,Secondary,Salaried,426229.54,125079.41,Education,756.0,9,477,74.73,2022-09-07,0
CUST01551,59,Other,West,Post-Graduate,Unemployed,1252009.07,567657.03,Home,312.0,3,440,81.34,2023-03-23,1
CUST01552,67,Other,East,Post-Graduate,Unemployed,1179316.91,8981.63,Business,336.9,12,205,26.46,2018-01-28,1
