customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST00845,70,Other,South,Secondary,Unemployed,837089.24,448798.88,Home,527.9,18,84,103.94,2021-03-23,1,0.5361422158526372,14.0,103.94
CUST00846,58,Other,North,Secondary,Salaried,2211845.63,300017.06,Education,431.7,3,286,53.85,2019-02-11,1,0.13564104833120746,47.666666666666664,53.85
CUST00847,59,Other,West,Primary,Unemployed,2429944.97,542160.7,Other,787.3,15,42,60.44,2020-09-05,0,0.2231164518923241,7.0,60.44
CUST00848,43,Other,East,Graduate,Unemployed,1430148.01,1658462.37,Car,416.0,2,263,23.47,2021-09-23,1,1.1596438679098677,43.833333333333336,23.47
CUST00849,60,Female,North,Post-Graduate,Self-Employed,1171772.48,256118.45,Other,551.8,20,239,78.21,2026-02-07,0,0.21857353229527973,39.833333333333336,78.21
CUST00850,33,Other,South,Post-Graduate,Self-Employed,2352161.73,1653395.7,Home,761.7,2,494,52.03,2019-05-19,1,0.7029260271146406,82.33333333333333,52.03
CUST00851,39,Female,South,Secondary,Self-Employed,2016976.8,1841747.76,Business,533.9,12,489,14.22,2024-09-03,1,0.9131229273435371,81.5,14.22
CUST00852,31,Female,East,Primary,Self-Employed,902043.09,953340.91,Education,571.7,10,99,6.12,2022-01-30,0,1.0568684806398774,16.5,6.12
CUST00853,48,Other,West,Primary,Self-Employed,2000085.51,83965.64,Business,830.2,5,218,12.77,2019-10-16,1,0.041981025101271795,36.333333333333336,12.77
CUST00854,25,Male,West,Post-Graduate,Unemployed,216388.82,1969473.23,Business,549.9,16,92,91.46,2019-05-11,1,9.101547991250195,15.333333333333334,91.46
CUST00855,64,Male,North,Graduate,Self-Employed,351478.54,1391713.73,Car,722.6,8,72,80.93,2025-12-31,0,3.959598016994153,12.0,80.93
CUST00856,70,Female,North,Secondary,Self-Employed,719096.63,140832.96,Car,706.0,13,108,31.47,2020-07-03,0,0.19584705882990996,18.0,31.47
CUST00857,57,Male,North,Secondary,Self-Employed,879895.06,233489.88,Car,459.5,3,148,104.32,2020-12-10,1,0.2653610533965266,24.666666666666668,104.32
CUST00858,49,Male,East,Post-Graduate,Unemployed,2638241.66,1294486.8,Home,576.8,16,206,9.54,2021-02-20,0,0.490662709040839,34.333333333333336,9.54
CUST00859,26,Female,West,Post-Graduate,Salaried,2003326.58,474557.16,Car,322.7,13,92,115.38,2021-11-23,1,0.23688457225980597,15.333333333333334,115.38
CUST00860,30,Male,South,Graduate,Salaried,1748280.24,468773.96,Home,394.8,23,189,28.79,2022-09-04,1,0.2681343352596607,31.5,28.79
CUST00861,58,Male,South,Primary,Unemployed,1626938.37,1186957.57,Car,700.8,23,334,31.18,2025-09-07,0,0.7295651709290009,55.666666666666664,31.18
CUST00862,52,Female,East,Graduate,Unemployed,2963191.25,552265.01,Home,390.5,16,274,55.51,2023-01-24,1,0.18637508125741126,45.666666666666664,55.51
CUST00863,55,Male,South,Primary,Self-Employed,1257481.37,1398313.83,Education,818.6,14,212,86.67,2025-07-20,0,1.1119956632041395,35.333333333333336,86.67
CUST00864,46,Other,North,Secondary,Self-Employed,2820919.29,1380746.28,Education,787.2,9,304,12.89,2025-11-16,0,0.48946677946252054,50.666666666666664,12.89
CUST00865,34,Male,East,Graduate,Self-Employed,1181748.63,701097.47,Car,397.5,8,414,15.86,2025-03-31,1,0.5932712356941764,69.0,15.86
CUST00866,50,Other,East,Graduate,Self-Employed,2318595.94,76240.53,Home,450.1,4,388,5.93,2018-07-12,1,0.03288219766312538,64.66666666666667,5.93
CUST00867,56,Other,East,Primary,Salaried,2950405.14,1388966.25,Education,730.0,3,448,74.39,2020-09-30,1,0.47077136328470465,74.66666666666667,74.39
CUST00868,28,Other,East,Post-Graduate,Unemployed,2455421.87,1560591.5,Other,643.9,12,425,66.6,2024-10-15,0,0.6355696017320234,70.83333333333333,66.6
CUST00869,28,Male,North,Primary,Self-Employed,1919143.15,1877250.87,Education,615.2,10,472,112.33,2024-10-05,0,0.978171362568759,78.66666666666667,112.33
CUST00870,67,Male,East,Primary,Salaried,2624276.75,432631.01,Home,677.9,15,390,77.23,2021-08-14,0,0.1648572354268657,65.0,77.23
CUST00871,23,Male,West,Primary,Unemployed,1126546.01,1322463.09,Car,393.8,4,341,26.02,2019-08-13,1,1.1739095236775994,56.833333333333336,26.02
CUST00872,45,Male,South,Secondary,Salaried,2453761.94,1755926.18,Car,315.0,11,274,84.81,2024-12-07,1,0.715605760842472,45.666666666666664,84.81
CUST00873,64,Male,East,Primary,Salaried,253010.23,115357.18,Other,703.6,13,498,79.37,2021-09-13,0,0.45593879741542465,83.0,79.37
CUST00874,49,Male,East,Graduate,Unemployed,1423641.15,1052846.33,Business,455.1,0,270,7.49,2024-12-02,1,0.7395447441231944,45.0,7.49
CUST00875,20,Other,East,Graduate,Unemployed,1709421.66,1333789.89,Business,709.2,7,284,67.34,2025-01-10,0,0.7802579791810992,47.333333333333336,67.34
CUST00876,59,Female,South,Secondary,Unemployed,773812.12,1973477.06,Car,617.3,1,308,20.82,2024-12-17,1,2.550331028673989,51.333333333333336,20.82
CUST00877,47,Female,South,Primary,Unemployed,2046572.89,1737927.99,Business,680.7,11,190,113.09,2021-01-13,0,0.8491893929074767,31.666666666666668,113.09
CUST00878,57,Female,East,Primary,Self-Employed,2063365.42,435530.02,Car,453.3,23,219,88.24,2025-01-11,1,0.2110775026946027,36.5,88.24
CUST00879,60,Female,South,Post-Graduate,Unemployed,2667551.96,1262673.33,Business,565.3,17,342,119.11,2024-12-22,0,0.4733453551922565,57.0,119.11
CUST00880,19,Other,East,Secondary,Unemployed,1250348.16,24032.42,Home,496.3,19,145,40.5,2023-02-11,1,0.0192205825295892,24.166666666666668,40.5
CUST00881,59,Other,South,Post-Graduate,Salaried,2263891.32,1239078.56,Home,845.5,5,180,104.35,2025-10-10,1,0.5473224571575283,30.0,104.35
CUST00882,52,Other,South,Graduate,Self-Employed,1339647.92,1575636.81,Home,312.4,21,68,117.1,2021-06-14,1,1.1761573966389618,11.333333333333334,117.1
CUST00883,25,Male,South,Graduate,Salaried,1037561.97,1297170.04,Education,576.1,7,186,97.04,2019-10-02,0,1.2502097007275623,31.0,97.04
CUST00884,24,Female,West,Secondary,Self-Employed,2055847.74,480782.85,Other,381.6,7,106,50.54,2019-02-03,1,0.23386111755533023,17.666666666666668,50.54
CUST00885,34,Other,North,Graduate,Self-Employed,1739552.18,609497.84,Other,648.1,4,217,58.37,2022-09-21,1,0.3503762905232311,36.166666666666664,58.37
CUST00886,19,Female,North,Primary,Unemployed,2653624.35,857964.33,Other,330.2,9,81,93.42,2018-07-19,1,0.3233179293067611,13.5,93.42
CUST00887,43,Other,East,Graduate,Self-Employed,766285.72,221568.95,Home,443.5,16,221,42.88,2022-10-12,1,0.2891466514605023,36.833333333333336,42.88
CUST00888,55,Female,East,Graduate,Salaried,1834034.61,427362.22,Home,468.7,22,476,47.92,2024-05-09,1,0.23301753285888097,79.33333333333333,47.92
CUST00889,42,Female,North,Graduate,Unemployed,469667.85,273692.17,Education,539.3,1,423,77.21,2020-12-09,1,0.5827355864362442,70.5,77.21
CUST00890,33,Male,North,Graduate,Unemployed,2445066.57,914181.8,Education,428.4,14,495,100.93,2023-08-26,1,0.3738883068529296,82.5,100.93
CUST00891,20,Other,West,Primary,Self-Employed,1299243.36,1988613.29,Home,769.3,1,248,119.02,2018-02-10,1,1.530593383213442,41.333333333333336,119.02
CUST00892,62,Female,South,Graduate,Salaried,1028051.72,1128804.69,Home,726.3,13,164,48.39,2022-08-02,0,1.0980037949841668,27.333333333333332,48.39
CUST00893,69,Male,North,Post-Graduate,Unemployed,743358.35,1541122.53,Car,546.1,18,455,101.37,2020-08-29,1,2.073189236389152,75.83333333333333,101.37
CUST00894,43,Male,East,Secondary,Salaried,2003955.33,234590.04,Car,498.5,3,181,49.98,2020-05-11,1,0.11706350759824571,30.166666666666668,49.98
CUST00895,27,Male,North,Graduate,Unemployed,1529944.26,76890.04,Other,653.6,7,46,32.14,2022-07-27,0,0.050256759027286386,7.666666666666667,32.14
CUST00896,48,Male,South,Secondary,Salaried,2715994.05,325623.02,Other,485.1,9,355,63.85,2019-12-16,1,0.11989091802318198,59.166666666666664,63.85
CUST00897,20,Other,North,Post-Graduate,Self-Employed,293207.64,1352831.3,Education,393.6,22,247,51.64,2019-04-11,1,4.61390194334636,41.166666666666664,51.64
CUST00898,56,Other,North,Primary,Unemployed,1279995.47,1504478.67,Other,387.2,13,219,80.02,2019-03-16,1,1.17537812067413,36.5,80.02
CUST00899,47,Male,North,Post-Graduate,Unemployed,306712.25,1173861.17,Education,536.4,13,276,56.66,2019-12-25,1,3.827239277205263,46.0,56.66
CUST00900,34,Female,West,Primary,Salaried,1916228.05,1294251.44,Other,806.6,15,401,95.41,2024-03-03,0,0.6754161854587193,66.83333333333333,95.41
CUST00901,41,Other,South,Primary,Self-Employed,239952.55,315306.12,Car,480.5,15,443,41.69,2020-01-14,1,1.3140352957282597,73.83333333333333,41.69
CUST00902,43,Other,North,Secondary,Self-Employed,2792941.83,781975.16,Other,715.1,3,204,83.74,2018-09-14,1,0.2799826160360812,34.0,83.74
CUST00903,22,Male,North,Primary,Unemployed,1407115.66,1701640.63,Business,567.2,6,315,63.86,2026-01-14,0,1.2093111308277245,52.5,63.86
CUST00904,66,Male,South,Secondary,Self-Employed,1313910.99,1971638.58,Business,481.4,16,362,95.83,2023-04-19,1,1.5005876311301727,60.333333333333336,95.83
CUST00905,60,Other,East,Secondary,Unemployed,2265564.86,684185.36,Home,435.9,18,95,96.26,2024-10-31,1,0.3019932786210323,15.833333333333334,96.26
CUST00906,61,Female,South,Graduate,Unemployed,1838016.74,125017.71,Home,379.9,8,209,61.35,2018-06-15,1,0.06801772110084264,34.833333333333336,61.35
CUST00907,32,Male,North,Primary,Unemployed,243354.26,1346527.75,Home,758.9,3,197,90.45,2021-11-09,1,5.533199829746149,32.833333333333336,90.45
CUST00908,37,Male,West,Graduate,Unemployed,1358753.77,370001.62,Business,486.1,22,453,7.53,2019-05-14,1,0.2723095443554869,75.5,7.53
CUST00909,25,Female,South,Graduate,Salaried,1587473.13,1175300.26,Education,380.8,19,371,81.95,2020-12-23,1,0.7403591517797848,61.833333333333336,81.95
CUST00910,22,Other,South,Graduate,Self-Employed,701767.99,845664.63,Car,319.8,0,79,78.64,2019-01-11,1,1.205048736976447,13.166666666666666,78.64
CUST00911,18,Male,West,Post-Graduate,Self-Employed,2790819.82,1139357.96,Home,371.1,18,383,82.38,2020-09-12,1,0.40825206694999033,63.833333333333336,82.38
CUST00912,54,Other,East,Secondary,Self-Employed,868622.28,1370003.8,Education,610.8,20,476,99.28,2022-03-02,0,1.5772146668860485,79.33333333333333,99.28
CUST00913,46,Male,West,Primary,Salaried,2827673.37,1539607.45,Car,618.8,10,8,6.79,2019-09-15,0,0.54447853360093,1.3333333333333333,6.79
CUST00914,60,Other,South,Graduate,Unemployed,1622755.75,1876818.07,Other,817.7,20,4,58.74,2020-01-20,0,1.1565622676117462,0.6666666666666666,58.74
CUST00915,56,Male,West,Graduate,Salaried,158043.64,1147363.79,Home,818.5,18,43,71.94,2023-07-01,0,7.259790966596315,7.166666666666667,71.94
CUST00916,60,Male,North,Primary,Unemployed,1782611.11,1182243.01,Car,733.1,21,51,116.33,2019-04-06,0,0.6632085951713831,8.5,116.33
CUST00917,26,Other,North,Secondary,Unemployed,1522308.11,862757.51,Business,503.2,5,144,5.53,2019-09-26,1,0.5667430294383704,24.0,5.53
CUST00918,62,Male,North,Post-Graduate,Unemployed,842525.52,1593047.64,Other,698.6,5,103,100.75,2022-12-14,1,1.8908004590768952,17.166666666666668,100.75
CUST00919,37,Male,West,Graduate,Self-Employed,1633580.01,1359538.76,Education,515.5,6,60,32.89,2024-06-27,1,0.8322449783160606,10.0,32.89
CUST00920,63,Female,East,Graduate,Salaried,1183311.87,1239745.79,Other,836.4,17,305,45.94,2021-05-08,0,1.0476915016495185,50.833333333333336,45.94
CUST00921,36,Other,West,Primary,Unemployed,1479312.61,1015954.78,Business,362.0,8,355,26.01,2022-02-11,1,0.6867749068940877,59.166666666666664,26.01
CUST00922,34,Male,North,Primary,Unemployed,538065.26,1430436.8,Car,629.7,24,224,27.0,2020-08-20,0,2.6584819841370173,37.333333333333336,27.0
CUST00923,37,Female,East,Secondary,Unemployed,2725678.58,1041110.79,Car,753.9,16,149,36.23,2020-01-31,0,0.38196388878691634,24.833333333333332,36.23
CUST00924,50,Female,South,Graduate,Self-Employed,1268236.31,792832.84,Home,323.4,18,9,106.82,2024-02-12,1,0.625145987185937,1.5,106.82
CUST00925,43,Female,North,Post-Graduate,Self-Employed,850468.23,399036.23,Home,404.9,22,117,108.33,2024-03-11,1,0.4691959275186564,19.5,108.33
CUST00926,63,Male,North,Graduate,Salaried,128519.31,496436.35,Car,371.8,14,476,69.6,2018-07-08,1,3.8627374361097955,79.33333333333333,69.6
CUST00927,29,Female,South,Post-Graduate,Salaried,1623446.24,896906.18,Other,566.8,14,244,110.34,2025-05-03,0,0.5524705148228376,40.666666666666664,110.34
CUST00928,21,Male,West,Primary,Salaried,1150522.68,261105.65,Business,704.4,13,242,50.75,2026-01-12,0,0.22694524370436575,40.333333333333336,50.75
CUST00929,63,Other,South,Post-Graduate,Salaried,1358723.09,868356.08,Other,484.0,24,8,111.1,2024-08-22,1,0.6390971687983898,1.3333333333333333,111.1
CUST00930,53,Male,North,Post-Graduate,Self-Employed,711069.04,989208.37,Home,818.9,4,320,25.43,2025-01-23,1,1.3911565746133454,53.333333333333336,25.43
CUST00931,67,Other,West,Graduate,Unemployed,1250053.8,1023605.79,Education,594.9,11,452,82.9,2022-05-11,0,0.8188493887223094,75.33333333333333,82.9
CUST00932,51,Male,South,Post-Graduate,Salaried,1305174.71,323741.68,Education,363.7,17,180,67.47,2018-09-03,1,0.24804470812953464,30.0,67.47
CUST00933,54,Other,South,Graduate,Self-Employed,1209165.67,208237.0,Car,781.8,0,453,25.36,2023-09-06,1,0.1722154417433965,75.5,25.36
CUST00934,53,Male,East,Primary,Unemployed,2454526.8,1904327.51,Home,349.7,18,163,20.73,2020-04-11,1,0.7758430301107326,27.166666666666668,20.73
CUST00935,42,Female,West,Post-Graduate,Unemployed,1516023.23,1589793.82,Business,392.1,20,380,76.42,2018-10-13,1,1.0486605934132025,63.333333333333336,76.42
CUST00936,64,Male,South,Graduate,Unemployed,1285883.7,571380.33,Car,383.1,24,405,8.61,2024-03-14,1,0.44434837302938046,67.5,8.61
CUST00937,33,Female,South,Secondary,Salaried,2346423.11,1425645.73,Business,556.3,20,366,33.85,2021-08-19,0,0.6075825472073534,61.0,33.85
CUST00938,26,Other,West,Graduate,Salaried,1340882.66,1920188.58,Other,640.3,9,236,113.71,2018-02-23,0,1.4320332697866345,39.333333333333336,113.71
CUST00939,22,Other,West,Primary,Unemployed,1507321.98,444483.18,Business,499.2,23,163,25.84,2022-11-26,1,0.29488270316339443,27.166666666666668,25.84
CUST00940,42,Other,North,Primary,Unemployed,2818151.34,1596059.45,Other,703.1,4,374,90.04,2024-08-29,1,0.5663498007882004,62.333333333333336,90.04
CUST00941,27,Male,South,Post-Graduate,Unemployed,146699.01,490326.76,Home,714.1,7,308,54.32,2020-12-09,0,3.342399924852935,51.333333333333336,54.32
CUST00942,48,Male,West,Primary,Salaried,2898663.56,741339.02,Car,620.1,21,304,8.92,2023-12-14,0,0.25575200593476255,50.666666666666664,8.92
CUST00943,64,Other,West,Graduate,Self-Employed,1669825.0,20912.53,Business,464.8,4,215,66.98,2018-09-02,1,0.01252378542661656,35.833333333333336,66.98
CUST00944,66,Other,North,Primary,Unemployed,782586.12,1296104.61,Home,683.1,13,156,6.36,2022-05-20,0,1.6561814436473778,26.0,6.36
CUST00945,38,Female,East,Post-Graduate,Unemployed,1722424.72,678755.09,Home,340.3,3,157,50.94,2024-12-05,1,0.39406952426925224,26.166666666666668,50.94
CUST00946,27,Female,South,Secondary,Salaried,712820.26,1736114.49,Other,313.9,17,113,40.9,2020-06-14,1,2.4355571627551664,18.833333333333332,40.9
CUST00947,19,Male,East,Graduate,Self-Employed,787690.5,1779065.7,Other,379.6,11,441,60.58,2024-05-13,1,2.2585846852285254,73.5,60.58
CUST00948,39,Other,East,Post-Graduate,Unemployed,2425775.16,1669739.18,Car,423.2,24,418,22.94,2024-11-25,1,0.6883322113002426,69.66666666666667,22.94
CUST00949,49,Female,East,Post-Graduate,Salaried,516783.03,693350.62,Car,497.8,18,424,26.68,2026-02-23,1,1.341666772610548,70.66666666666667,26.68
CUST00950,31,Male,North,Graduate,Salaried,938715.62,115923.51,Other,461.3,6,378,78.8,2019-11-19,1,0.12349161719499245,63.0,78.8
CUST00951,53,Male,North,Graduate,Unemployed,918375.55,1948305.35,Business,434.5,16,247,24.3,2023-08-14,1,2.121469098344354,41.166666666666664,24.3
CUST00952,54,Other,East,Primary,Salaried,2223219.28,183155.0,Home,730.0,12,144,58.15,2021-10-19,0,0.08238278682074042,24.0,58.15
CUST00953,51,Female,North,Graduate,Salaried,1662907.53,1830089.59,Education,537.3,2,436,5.62,2023-12-03,1,1.1005359931228407,72.66666666666667,5.62
CUST00954,44,Male,South,Secondary,Unemployed,2565176.88,1662866.18,Business,398.3,15,274,41.63,2018-03-25,1,0.6482462059302515,45.666666666666664,41.63
CUST00955,55,Male,West,Post-Graduate,Self-Employed,2508253.84,1075602.62,Car,636.2,18,226,58.01,2023-04-13,0,0.42882526594676723,37.666666666666664,58.01
CUST00956,45,Other,North,Graduate,Unemployed,664064.48,1383830.0,Home,344.7,21,444,42.23,2025-08-22,1,2.083878963079007,74.0,42.23
CUST00957,20,Female,East,Primary,Salaried,1287901.9,1183388.33,Education,734.4,2,99,95.74,2021-09-06,1,0.9188497431364921,16.5,95.74
CUST00958,36,Male,East,Post-Graduate,Self-Employed,1947259.02,1622466.45,Education,668.3,5,47,28.62,2020-01-29,1,0.8332052558678095,7.833333333333333,28.62
CUST00959,22,Male,South,Secondary,Self-Employed,2976932.53,825612.45,Business,443.9,5,438,109.3,2023-12-04,1,0.27733663483464976,73.0,109.3
CUST00960,49,Female,North,Graduate,Unemployed,2452592.01,416925.88,Business,495.1,23,321,76.38,2019-07-06,1,0.16999398118401277,53.5,76.38
CUST00961,22,Female,North,Primary,Salaried,1686420.47,401493.68,Business,344.9,23,481,101.71,2020-01-18,1,0.2380744821011334,80.16666666666667,101.71
CUST00962,37,Female,East,Graduate,Unemployed,302757.27,716853.98,Car,348.8,4,263,65.78,2022-03-14,1,2.3677514994107325,43.833333333333336,65.78
CUST00963,57,Male,North,Graduate,Salaried,1003956.28,439966.35,Education,688.2,11,164,55.66,2020-10-04,0,0.43823257921151704,27.333333333333332,55.66
CUST00964,34,Male,North,Post-Graduate,Self-Employed,935832.28,1749508.55,Car,626.4,6,12,16.38,2024-12-08,0,1.869468052544629,2.0,16.38
CUST00965,53,Female,West,Primary,Unemployed,1608742.58,1135746.5,Business,711.4,7,489,11.7,2024-12-18,0,0.7059839865741603,81.5,11.7
CUST00966,46,Male,East,Post-Graduate,Self-Employed,1399903.64,1958406.82,Other,661.9,1,233,51.7,2023-09-15,1,1.3989583025871697,38.833333333333336,51.7
CUST00967,22,Female,North,Graduate,Unemployed,514658.85,1547802.93,Education,417.0,15,379,15.84,2019-01-09,1,3.00743478908407,63.166666666666664,15.84
CUST00968,32,Female,North,Post-Graduate,Salaried,726472.62,126385.0,Other,538.8,6,277,88.79,2021-10-30,1,0.173970768506045,46.166666666666664,88.79
CUST00969,53,Female,West,Graduate,Self-Employed,223175.64,677434.07,Business,627.6,23,40,111.89,2019-11-02,0,3.035430166123865,6.666666666666667,111.89
CUST00970,24,Other,North,Primary,Salaried,800899.47,791357.56,Business,395.8,12,478,33.01,2022-11-29,1,0.9880860078481511,79.66666666666667,33.01
CUST00971,36,Male,North,Graduate,Unemployed,813688.61,496532.19,Car,567.1,13,371,67.0,2022-01-02,0,0.610223842263197,61.833333333333336,67.0
CUST00972,44,Male,North,Post-Graduate,Self-Employed,891909.56,7870.45,Home,647.6,15,118,83.32,2024-10-13,0,0.008824269133296429,19.666666666666668,83.32
CUST00973,38,Female,South,Graduate,Self-Employed,914741.62,1039957.04,Other,826.3,10,158,24.36,2018-10-02,0,1.1368861077951171,26.333333333333332,24.36
CUST00974,19,Other,East,Secondary,Self-Employed,1674030.17,1495968.43,Other,575.5,20,173,25.45,2020-06-30,0,0.8936328967117719,28.833333333333332,25.45
CUST00975,70,Male,North,Graduate,Unemployed,2293096.06,1828029.08,Other,837.4,22,304,50.14,2021-07-05,0,0.7971881823389466,50.666666666666664,50.14
CUST00976,58,Male,North,Primary,Salaried,1625918.22,1173779.69,Business,656.5,5,498,20.25,2025-08-03,1,0.7219180371814764,83.0,20.25
CUST00977,62,Other,East,Graduate,Salaried,625447.94,401607.46,Car,633.4,21,86,12.87,2020-12-24,0,0.6421117319532622,14.333333333333334,12.87
CUST00978,50,Male,South,Primary,Salaried,204883.03,1067585.62,Other,394.3,21,263,40.0,2019-10-16,1,5.210707885372449,43.833333333333336,40.0
CUST00979,68,Other,West,Primary,Self-Employed,742598.94,233293.37,Car,621.6,21,80,106.38,2023-03-28,0,0.31415796257398376,13.333333333333334,106.38
CUST00980,49,Other,West,Primary,Self-Employed,2145451.08,1094078.83,Home,630.6,8,190,109.36,2022-04-25,0,0.5099528207373528,31.666666666666668,109.36
CUST00981,62,Female,West,Post-Graduate,Salaried,1348057.57,841077.19,Car,710.6,9,460,15.91,2018-08-23,0,0.6239178568612614,76.66666666666667,15.91
CUST00982,23,Male,East,Graduate,Salaried,2368700.24,713328.48,Car,491.0,5,302,102.6,2024-07-07,1,0.3011476369842391,50.333333333333336,102.6
CUST00983,62,Male,North,Primary,Self-Employed,388210.55,1181794.42,Business,350.2,17,19,82.54,2022-07-17,1,3.0442099525631128,3.1666666666666665,82.54
CUST00984,38,Female,West,Primary,Salaried,153706.7,64739.34,Home,782.1,13,482,113.07,2021-06-17,0,0.42118749540521,80.33333333333333,113.07
CUST00985,23,Female,East,Secondary,Unemployed,2389268.18,883132.87,Education,703.5,2,144,50.54,2023-03-31,1,0.3696248405233438,24.0,50.54
CUST00986,27,Other,South,Primary,Salaried,2993693.94,1420011.77,Other,762.3,18,266,105.1,2024-07-29,0,0.4743343168874504,44.333333333333336,105.1
CUST00987,52,Male,East,Post-Graduate,Unemployed,440206.58,438223.92,Car,533.9,17,492,24.33,2023-01-31,1,0.9954960691409928,82.0,24.33
CUST00988,66,Other,North,Primary,Unemployed,2846201.21,1110609.52,Other,631.3,4,400,54.27,2020-09-21,1,0.39020766209287083,66.66666666666667,54.27
CUST00989,49,Male,East,Secondary,Salaried,2379619.68,1157818.42,Business,835.8,11,74,34.4,2021-05-20,0,0.4865560785747073,12.333333333333334,34.4
CUST00990,39,Female,South,Primary,Unemployed,651771.64,30057.61,Education,553.6,18,170,107.06,2021-04-11,0,0.046116781024715954,28.333333333333332,107.06
CUST00991,29,Male,South,Secondary,Self-Employed,2862097.31,457809.85,Education,338.0,7,343,89.13,2022-08-25,1,0.1599560743097166,57.166666666666664,89.13
CUST00992,61,Other,West,Primary,Self-Employed,316928.07,81803.84,Business,329.0,2,29,49.12,2025-11-06,1,0.2581148460595491,4.833333333333333,49.12
CUST00993,35,Other,North,Graduate,Unemployed,1746657.55,1688245.57,Other,804.8,21,231,11.22,2023-12-26,0,0.9665578521674154,38.5,11.22
CUST00994,18,Female,West,Post-Graduate,Unemployed,2854215.61,1241360.45,Education,585.0,10,17,55.14,2020-12-27,0,0.4349217507082445,2.8333333333333335,55.14
CUST00995,70,Male,West,Secondary,Self-Employed,2248010.52,102717.42,Car,649.9,19,137,104.43,2019-08-19,0,0.045692588662796824,22.833333333333332,104.43
CUST00996,37,Male,West,Post-Graduate,Self-Employed,999019.6,385251.99,Car,466.6,10,144,16.06,2020-02-03,1,0.3856300617125029,24.0,16.06
CUST00997,65,Other,North,Primary,Unemployed,2348116.09,1550559.57,Business,387.0,21,183,8.47,2021-05-20,1,0.66034195523953,30.5,8.47
CUST00998,65,Female,East,Primary,Self-Employed,886238.24,162942.2,Business,425.3,12,235,51.38,2019-08-24,1,0.18385823658432976,39.166666666666664,51.38
CUST00999,70,Male,West,Primary,Unemployed,2834248.26,1977093.23,Education,713.7,20,480,54.46,2021-08-03,0,0.6975723538064376,80.0,54.46
CUST01000,45,Male,South,Graduate,Salaried,1881292.92,1733649.73,Home,814.7,13,308,62.39,2023-11-27,0,0.9215203605826572,51.333333333333336,62.39
CUST01001,50,Male,East,Primary,Self-Employed,2811364.26,365327.17,Business,323.6,7,132,28.04,2020-01-22,1,0.1299465797434588,22.0,28.04
CUST01002,46,Female,East,Primary,Salaried,2733680.23,1481084.04,Education,845.6,17,197,87.26,2025-01-14,0,0.5417912540560752,32.833333333333336,87.26
CUST01003,37,Male,East,Post-Graduate,Salaried,1158040.79,1861111.38,Education,494.9,4,350,50.58,2018-05-16,1,1.6071207474479374,58.333333333333336,50.58
CUST01004,25,Male,South,Secondary,Self-Employed,1988378.63,1869118.84,Business,665.0,23,463,29.0,2025-09-26,0,0.9400215893489059,77.16666666666667,29.0
CUST01005,42,Male,East,Graduate,Unemployed,2508221.37,710458.98,Car,656.8,13,485,117.01,2018-09-07,0,0.2832521038603542,80.83333333333333,117.01
CUST01006,26,Male,North,Post-Graduate,Self-Employed,1661020.24,1947911.42,Car,630.0,22,404,57.2,2022-07-06,0,1.172719858007269,67.33333333333333,57.2
CUST01007,28,Other,West,Primary,Unemployed,1510478.04,430493.61,Education,620.2,4,72,29.3,2018-11-04,1,0.2850048783231565,12.0,29.3
CUST01008,56,Female,East,Graduate,Unemployed,251020.59,536952.84,Home,485.4,17,6,71.46,2023-02-06,1,2.139078869984331,1.0,71.46
CUST01009,40,Female,West,Post-Graduate,Self-Employed,210031.16,28604.63,Other,321.5,10,274,99.59,2023-11-22,1,0.13619231546404828,45.666666666666664,99.59
CUST01010,24,Other,East,Secondary,Self-Employed,1683574.57,102583.8,Education,724.3,11,149,11.54,2020-12-12,0,0.06093213916862619,24.833333333333332,11.54
CUST01011,50,Female,South,Secondary,Unemployed,1531220.76,1833388.72,Other,550.5,9,350,75.24,2023-09-13,0,1.1973379462279494,58.333333333333336,75.24
CUST01012,23,Male,East,Graduate,Self-Employed,2936308.95,1039108.43,Other,532.9,18,209,44.6,2018-03-29,1,0.35388252656451563,34.833333333333336,44.6
CUST01013,24,Female,West,Graduate,Unemployed,977095.81,96786.32,Home,511.9,19,62,51.38,2024-05-14,1,0.09905509675658111,10.333333333333334,51.38
CUST01014,44,Other,North,Secondary,Self-Employed,2557853.74,632134.19,Education,546.6,5,226,57.79,2023-04-02,1,0.24713461137930423,37.666666666666664,57.79
CUST01015,35,Male,West,Primary,Unemployed,2548687.81,955287.59,Education,597.0,14,242,52.3,2019-06-18,0,0.37481545846919556,40.333333333333336,52.3
CUST01016,21,Male,South,Primary,Self-Employed,2325294.71,969236.64,Other,389.8,20,94,51.68,2022-02-12,1,0.4168231389474068,15.666666666666666,51.68
CUST01017,50,Male,West,Secondary,Salaried,1983110.57,1262325.32,Car,797.2,24,494,30.94,2023-11-11,0,0.6365380423543403,82.33333333333333,30.94
CUST01018,44,Other,South,Post-Graduate,Unemployed,1366253.15,170674.36,Other,465.1,24,155,33.37,2019-10-01,1,0.12492147593584688,25.833333333333332,33.37
CUST01019,21,Other,West,Secondary,Self-Employed,541193.2,759726.06,Education,783.8,5,320,70.15,2018-07-26,1,1.4037982369327628,53.333333333333336,70.15
