ride_id,pickup_datetime,pickup_city,pickup_zone,distance_km,fare_amount,traffic_level,driver_rating,ride_category,payment_mode,ride_duration_min,is_surge,ride_driver_id
OLA-R0003074,2025-03-12 13:41:00,Lucknow,Outskirts,19.19,760.04,Severe,4.91,Bike,UPI,172.62,0,DRV_05060
OLA-R0003075,2025-05-03 06:51:00,Bangalore,Suburb,8.7,291.52,High,5.27,Mini,UPI,43.33,0,DRV_00091
OLA-R0003076,2025-02-22 16:37:00,Indore,City,8.57,207.97,Medium,4.2,Prime,UPI,41.88,0,DRV_00913
OLA-R0003077,2025-02-17 21:45:00,Ahmedabad,Metro Core,6.45,225.75,Low,3.79,Micro,Ola Money,23.05,0,DRV_00952
OLA-R0003078,2025-04-28 00:50:00,Bhopal,Outskirts,12.57,288.17,High,4.57,Bike,Cash,59.4,0,DRV_01920
OLA-R0003079,2025-01-11 19:18:00,Patna,Suburb,25.3,,Medium,4.05,Auto,Ola Money,102.87,0,DRV_03229
OLA-R0003080,2025-01-15 14:19:00,Chandigarh,Metro Core,22.23,372.87,Severe,4.49,Prime,UPI,95.9,0,DRV_02857
OLA-R0003081,2025-03-04 11:35:00,Coimbatore,Outskirts,8.42,201.1,Severe,4.1,Mini,UPI,41.04,1,DRV_01634
OLA-R0003082,2025-04-06 14:57:00,Delhi,Suburb,4.59,79.4,Severe,3.02,Sedan,Ola Money,14.34,1,DRV_01311
OLA-R0003083,2025-03-11 03:10:00,Jaipur,Suburb,1.94,55.27,Medium,4.76,Auto,Ola Money,10.07,0,DRV_04132
OLA-R0003084,2025-03-06 11:48:00,Chandigarh,Metro Core,13.28,507.01,Medium,3.87,Prime,Cash,98.21,0,DRV_04737
OLA-R0003085,2025-01-09 09:33:00,Bangalore,Metro Core,2.2,58.69,Low,3.57,Micro,Cash,10.42,0,DRV_03352
OLA-R0003086,2025-01-18 06:46:00,Ahmedabad,Outskirts,6.37,144.18,High,3.25,Bike,Card,24.88,0,DRV_01565
OLA-R0003087,2025-02-22 22:29:00,Indore,Outskirts,10.76,291.99,Low,4.12,Sedan,UPI,44.59,0,DRV_01180
OLA-R0003088,2025-05-17 19:26:00,Nagpur,Outskirts,4.85,204.25,Low,4.08,Micro,Ola Money,41.66,0,DRV_04199
OLA-R0003089,2025-05-18 21:12:00,Jaipur,Suburb,5.46,271.85,Medium,4.59,Micro,Card,27.94,1,DRV_03518
OLA-R0003090,2025-02-04 15:29:00,Ahmedabad,Outskirts,19.37,885.02,Medium,4.17,Mini,Ola Money,144.59,0,DRV_02393
OLA-R0003091,2025-03-13 18:01:00,Delhi,Suburb,4.99,131.74,Severe,4.32,Mini,Ola Money,22.54,0,DRV_00408
OLA-R0003092,2025-02-02 05:50:00,Patna,Suburb,3.42,122.96,Severe,4.01,Mini,Cash,20.6,0,DRV_01178
OLA-R0003093,2025-01-19 02:09:00,Kolkata,Outskirts,18.99,446.1,Medium,3.95,Auto,Card,100.08,0,DRV_02291
OLA-R0003094,2025-03-28 13:17:00,Ahmedabad,Suburb,0.99,28.35,High,3.83,Bike,Card,7.4,0,DRV_01094
OLA-R0003095,2025-03-17 07:22:00,Kolkata,Outskirts,3.61,104.98,Low,3.85,Prime,Card,12.5,0,DRV_03599
OLA-R0003096,2025-02-09 19:52:00,Bhopal,Outskirts,2.71,70.06,High,4.0,Prime,UPI,8.05,0,DRV_00198
OLA-R0003097,2025-02-20 23:39:00,Bhopal,Outskirts,11.41,396.73,Severe,4.1,Prime,UPI,75.2,0,DRV_06489
OLA-R0003098,2025-02-19 17:44:00,Surat,City,,8.75,Medium,4.67,Mini,Ola Money,1.19,0,DRV_03883
OLA-R0003099,2025-04-02 01:02:00,Nagpur,City,0.01,0.47,Severe,4.02,Micro,Card,0.06,0,DRV_01164
OLA-R0003100,2025-03-11 17:44:00,Bhopal,City,8.95,298.56,High,4.43,Bike,Card,72.63,0,DRV_01739
OLA-R0003101,2025-02-24 09:50:00,Mumbai,Metro Core,3.41,87.32,Severe,3.46,Auto,UPI,21.82,1,DRV_04796
OLA-R0003102,2025-02-12 14:45:00,Hyderabad,Outskirts,1.26,63.66,Low,5.57,Auto,UPI,8.16,0,DRV_04666
OLA-R0003103,2025-03-13 16:01:00,Nagpur,Outskirts,24.6,608.88,Severe,3.64,Sedan,UPI,188.31,0,DRV_03893
OLA-R0003104,2025-02-13 10:49:00,Indore,Suburb,,,Low,4.64,Auto,UPI,19.94,0,DRV_06397
OLA-R0003105,2025-04-02 02:44:00,Chennai,City,,1112.27,Low,4.56,Prime,Card,141.92,0,DRV_01013
OLA-R0003106,2025-04-05 00:34:00,Nagpur,Suburb,5.96,92.88,Medium,4.12,Auto,Ola Money,23.36,1,DRV_01186
OLA-R0003107,2025-02-01 02:32:00,Surat,Outskirts,1.27,42.26,Severe,5.32,Sedan,Card,6.74,0,DRV_03261
OLA-R0003108,2025-03-16 11:58:00,Patna,Metro Core,32.55,1185.11,Medium,3.5,Auto,UPI,324.43,0,DRV_01620
OLA-R0003109,2025-05-03 14:46:00,Hyderabad,City,1.83,68.89,Severe,4.33,Auto,Cash,9.58,0,DRV_03669
OLA-R0003110,2025-03-22 21:37:00,Chandigarh,Suburb,39.7,1531.65,Severe,3.82,Sedan,Cash,248.98,0,DRV_03838
OLA-R0003111,2025-01-29 02:22:00,Surat,Suburb,6.74,125.8,High,4.57,Micro,Ola Money,27.54,1,DRV_05748
OLA-R0003112,2025-03-20 04:08:00,Hyderabad,Metro Core,,905.33,Severe,3.16,Prime,Ola Money,128.42,1,DRV_00430
OLA-R0003113,2025-02-02 13:41:00,Nagpur,Suburb,10.16,290.1,Medium,3.6,Mini,UPI,25.13,0,DRV_00243
OLA-R0003114,2025-04-20 16:01:00,Chandigarh,Outskirts,7.06,149.06,Low,4.36,Sedan,Ola Money,24.19,0,DRV_04727
OLA-R0003115,2025-02-15 23:28:00,Surat,Suburb,15.45,337.86,Low,4.51,Prime,Cash,81.02,0,DRV_03406
OLA-R0003116,2025-05-11 10:08:00,Chandigarh,Metro Core,10.47,289.87,Medium,5.2,Auto,Card,48.38,0,DRV_03038
OLA-R0003117,2025-05-04 03:21:00,Pune,Metro Core,2.87,152.79,,4.86,Mini,UPI,15.27,0,DRV_04180
OLA-R0003118,2025-04-02 02:17:00,Lucknow,Outskirts,,68.45,Low,4.23,Auto,Ola Money,16.93,0,DRV_04522
OLA-R0003119,2025-04-14 01:31:00,Delhi,Suburb,27.22,570.02,Low,3.5,Prime,Cash,137.14,0,DRV_03473
OLA-R0003120,2025-04-09 09:08:00,Kochi,Outskirts,13.99,735.82,,4.75,Mini,Card,64.98,1,DRV_03965
OLA-R0003121,2025-04-23 11:36:00,Kochi,Outskirts,11.22,534.62,High,4.27,Sedan,UPI,65.66,0,DRV_04731
OLA-R0003122,2025-03-24 04:44:00,Bhopal,Outskirts,6.37,218.7,,4.55,Micro,Cash,24.38,0,DRV_05470
OLA-R0003123,2025-02-05 06:17:00,Nagpur,Suburb,18.91,500.04,,4.02,Mini,UPI,107.0,0,DRV_01156
OLA-R0003124,2025-01-03 13:19:00,Kochi,Outskirts,0.15,3.52,Medium,4.35,Sedan,Card,0.74,0,DRV_04292
OLA-R0003125,2025-01-13 04:34:00,Bangalore,Metro Core,6.83,168.32,Severe,4.2,Prime,UPI,34.38,1,DRV_01385
OLA-R0003126,2025-05-08 18:04:00,Chandigarh,Outskirts,11.76,247.66,Medium,4.43,Mini,Ola Money,66.97,1,DRV_05975
OLA-R0003127,2025-04-16 19:17:00,Patna,Outskirts,8.15,193.03,,4.44,Bike,UPI,61.46,0,DRV_05799
OLA-R0003128,2025-01-07 19:32:00,Jaipur,Metro Core,3.09,54.91,Low,3.96,Prime,Cash,9.69,1,DRV_02153
OLA-R0003129,2025-01-22 06:53:00,Mumbai,Metro Core,9.17,198.22,Medium,4.7,Auto,UPI,50.41,1,DRV_00368
OLA-R0003130,2025-04-18 11:46:00,Bhopal,Metro Core,32.36,570.62,Medium,4.72,Auto,Card,85.17,1,DRV_00132
OLA-R0003131,2025-04-01 08:04:00,Chennai,Outskirts,6.77,100.89,High,3.97,Auto,Card,23.46,0,DRV_05521
OLA-R0003132,2025-05-05 12:59:00,Kochi,Outskirts,1.08,38.85,Low,4.93,Mini,Card,8.57,0,DRV_04204
OLA-R0003133,2025-03-19 09:28:00,Bhopal,Outskirts,13.79,269.89,Low,4.5,Micro,Card,71.35,0,DRV_04966
OLA-R0003134,2025-03-05 11:04:00,Hyderabad,Metro Core,,338.2,Medium,4.32,Micro,Cash,104.76,0,DRV_03133
OLA-R0003135,2025-03-13 02:43:00,Bhopal,Metro Core,1.12,28.85,Medium,3.05,Bike,Ola Money,6.44,0,DRV_00071
OLA-R0003136,2025-02-19 03:45:00,Chandigarh,City,0.15,3.74,High,5.16,Sedan,Ola Money,0.49,0,DRV_04107
OLA-R0003137,2025-02-28 21:33:00,Coimbatore,Metro Core,24.53,800.39,Severe,3.76,Auto,Cash,123.3,0,DRV_05092
OLA-R0003138,2025-04-27 14:20:00,Jaipur,Metro Core,2.02,64.55,Low,3.87,Sedan,Cash,18.6,0,DRV_00398
OLA-R0003139,2025-03-04 20:58:00,Coimbatore,Metro Core,24.87,,Severe,4.11,Micro,Ola Money,108.29,0,DRV_02702
OLA-R0003140,2025-02-11 20:08:00,Pune,Outskirts,12.11,184.41,Medium,4.2,Auto,UPI,60.9,0,DRV_02896
OLA-R0003141,2025-02-12 14:40:00,Bhopal,Metro Core,12.29,448.26,Medium,4.14,Sedan,Cash,46.68,1,DRV_06313
OLA-R0003142,2025-04-28 09:57:00,Bangalore,Outskirts,7.27,224.48,Medium,4.03,Micro,Ola Money,57.28,0,DRV_06099
OLA-R0003143,2025-05-19 20:50:00,Lucknow,Suburb,,513.24,Low,,Bike,Ola Money,74.68,0,DRV_03186
OLA-R0003144,2025-04-08 05:18:00,Patna,Outskirts,4.14,61.37,Low,4.13,Bike,Cash,9.26,0,DRV_00781
OLA-R0003145,2025-05-09 10:37:00,Bhopal,City,5.42,126.47,Medium,4.71,Bike,Cash,35.83,0,DRV_00075
OLA-R0003146,2025-02-21 15:51:00,Bhopal,Suburb,12.55,240.69,Medium,3.75,Sedan,UPI,35.3,0,DRV_03277
OLA-R0003147,2025-01-13 14:59:00,Kolkata,Metro Core,2.69,44.33,Severe,3.74,Prime,Card,11.04,1,DRV_03746
OLA-R0003148,2025-03-21 20:24:00,Coimbatore,City,7.35,245.57,Low,3.73,Auto,Ola Money,29.92,0,DRV_03330
OLA-R0003149,2025-04-03 08:53:00,Mumbai,Outskirts,35.42,1669.71,High,4.58,Auto,Card,182.8,0,DRV_00466
OLA-R0003150,2025-04-25 09:00:00,Chennai,Suburb,1.54,64.32,Low,4.3,Bike,Card,9.72,0,DRV_02296
OLA-R0003151,2025-01-29 16:57:00,Kolkata,City,6.03,190.25,Severe,3.94,Prime,Cash,17.62,0,DRV_05887
OLA-R0003152,2025-05-03 05:27:00,Chennai,City,2.16,48.98,Medium,4.63,Bike,Ola Money,14.8,0,DRV_02024
OLA-R0003153,2025-02-11 23:07:00,Bangalore,Outskirts,21.72,608.83,High,4.12,Mini,Card,122.66,0,DRV_02067
OLA-R0003154,2025-03-09 12:33:00,Indore,City,21.17,461.88,Low,4.07,Mini,Ola Money,67.74,0,DRV_01280
OLA-R0003155,2025-03-03 16:58:00,Surat,City,2.16,58.4,Low,4.47,Sedan,Ola Money,7.74,1,DRV_02436
OLA-R0003156,2025-01-27 18:51:00,Nagpur,Suburb,10.74,297.63,Low,3.67,Sedan,UPI,40.6,0,DRV_00219
OLA-R0003157,2025-05-11 22:04:00,Surat,Outskirts,13.49,,Medium,2.8,Mini,Card,34.56,0,DRV_06199
OLA-R0003158,2025-04-07 06:54:00,Ahmedabad,Outskirts,20.66,436.74,High,4.34,Mini,Cash,73.73,0,DRV_01384
OLA-R0003159,2025-03-29 20:52:00,Kochi,Outskirts,24.46,510.04,Low,4.73,Bike,UPI,171.4,0,DRV_03496
OLA-R0003160,2025-01-20 05:25:00,Kochi,Outskirts,2.52,58.84,Low,4.17,Bike,Ola Money,13.53,1,DRV_03335
OLA-R0003161,2025-05-09 16:09:00,Surat,Metro Core,13.06,389.58,,3.97,Mini,UPI,54.95,1,DRV_02652
OLA-R0003162,2025-04-05 21:11:00,Bangalore,Metro Core,22.98,754.58,Severe,4.53,Prime,UPI,171.32,1,DRV_05153
OLA-R0003163,2025-05-18 17:44:00,Chandigarh,Metro Core,0.41,,High,4.39,Auto,Ola Money,3.25,0,DRV_05974
OLA-R0003164,2025-03-30 00:26:00,Patna,Metro Core,6.93,176.37,Medium,5.04,Bike,UPI,51.51,0,DRV_05435
OLA-R0003165,2025-02-13 13:56:00,Surat,Suburb,8.48,260.14,Severe,3.88,Sedan,Card,24.83,0,DRV_05649
OLA-R0003166,2025-01-26 01:10:00,Indore,Metro Core,11.65,574.4,Severe,3.68,Auto,Cash,73.82,1,DRV_04941
OLA-R0003167,2025-03-08 05:50:00,Delhi,Metro Core,41.03,603.76,Low,4.32,Bike,Card,212.87,0,DRV_06260
OLA-R0003168,2025-03-16 04:04:00,Chandigarh,City,8.95,114.3,Low,4.17,Auto,UPI,33.34,0,DRV_01336
OLA-R0003169,2025-01-29 06:22:00,Hyderabad,Metro Core,4.61,125.34,Low,4.29,Auto,UPI,44.11,1,DRV_04299
OLA-R0003170,2025-01-18 01:26:00,Indore,Outskirts,12.16,272.4,Severe,3.71,Sedan,Cash,55.97,1,DRV_05536
OLA-R0003171,2025-05-17 12:52:00,Bangalore,Metro Core,10.73,303.22,Severe,4.9,Bike,Cash,45.76,0,DRV_02334
OLA-R0003172,2025-04-18 11:05:00,Delhi,City,27.68,535.93,Severe,4.19,Sedan,Cash,116.28,0,DRV_03242
OLA-R0003173,2025-03-21 01:14:00,Chandigarh,Suburb,23.78,599.18,Low,4.37,Prime,Cash,205.43,0,DRV_05504
OLA-R0003174,2025-01-11 11:22:00,Nagpur,Metro Core,2.86,95.24,Medium,4.44,Auto,Card,14.61,0,DRV_00786
OLA-R0003175,2025-02-21 17:58:00,Lucknow,Metro Core,41.18,955.73,Medium,5.19,Prime,UPI,266.91,0,DRV_00103
OLA-R0003176,2025-01-21 08:34:00,Lucknow,Outskirts,0.67,23.46,Low,4.6,Sedan,Card,6.27,0,DRV_02575
OLA-R0003177,2025-04-12 04:42:00,Pune,Outskirts,4.32,139.13,Low,4.02,Auto,Cash,29.92,0,DRV_00872
OLA-R0003178,2025-02-25 06:42:00,Indore,Outskirts,11.29,271.47,Severe,4.38,Auto,Card,76.42,0,DRV_05269
OLA-R0003179,2025-01-24 20:30:00,Pune,Metro Core,1.7,48.78,Medium,4.45,Prime,UPI,8.44,1,DRV_04873
OLA-R0003180,2025-01-17 10:27:00,Patna,City,0.94,27.89,Severe,4.41,Prime,Cash,5.42,0,DRV_04779
OLA-R0003181,2025-03-16 08:53:00,Bangalore,Outskirts,7.74,140.81,,3.45,Bike,Card,48.01,0,DRV_06326
OLA-R0003182,2025-04-25 19:43:00,Chandigarh,Outskirts,8.96,403.25,High,4.4,Micro,UPI,42.05,0,DRV_00966
OLA-R0003183,2025-01-07 08:12:00,Kolkata,Outskirts,30.72,1183.22,Severe,4.62,Prime,UPI,244.2,0,DRV_01759
OLA-R0003184,2025-02-01 21:01:00,Patna,City,29.33,1387.38,High,4.5,Auto,Ola Money,146.49,0,DRV_06180
OLA-R0003185,2025-01-23 23:55:00,Bhopal,City,0.65,24.22,Severe,4.63,Bike,Cash,2.85,0,DRV_05934
OLA-R0003186,2025-05-10 21:26:00,Kochi,City,3.32,67.11,High,3.98,Sedan,Ola Money,25.4,0,DRV_06413
OLA-R0003187,2025-03-11 12:22:00,Indore,Metro Core,,505.56,High,3.33,Auto,Cash,50.32,0,DRV_01641
OLA-R0003188,2025-01-10 02:47:00,Coimbatore,Outskirts,3.2,60.16,Medium,4.78,Mini,Ola Money,9.91,0,DRV_00152
OLA-R0003189,2025-03-12 01:30:00,Patna,Outskirts,8.85,389.41,Low,3.99,Bike,Ola Money,56.83,0,DRV_01728
OLA-R0003190,2025-02-21 22:11:00,Kochi,Outskirts,1.18,42.68,Low,4.61,Bike,Card,5.05,0,DRV_03423
OLA-R0003191,2025-04-06 13:27:00,Kochi,Metro Core,8.62,233.53,Low,3.67,Prime,Ola Money,74.19,0,DRV_01203
OLA-R0003192,2025-02-12 19:39:00,Ahmedabad,Outskirts,4.94,85.27,Low,3.98,Prime,Cash,16.42,0,DRV_04472
OLA-R0003193,2025-05-05 11:40:00,Kolkata,City,7.18,180.42,Low,4.37,Micro,Ola Money,21.56,0,DRV_01142
OLA-R0003194,2025-01-19 06:58:00,Mumbai,Outskirts,16.88,457.27,Medium,4.82,Auto,Ola Money,44.75,0,DRV_05694
OLA-R0003195,2025-02-18 10:36:00,Kochi,City,9.07,331.91,,4.37,Auto,Cash,57.18,0,DRV_01701
OLA-R0003196,2025-02-26 13:41:00,Bhopal,Suburb,7.94,226.16,Severe,3.72,Mini,UPI,47.97,0,DRV_01932
OLA-R0003197,2025-04-17 06:12:00,Patna,Outskirts,24.59,633.24,Low,3.48,Auto,Ola Money,201.62,0,DRV_04557
OLA-R0003198,2025-03-25 15:45:00,Chandigarh,Metro Core,6.92,170.01,Medium,3.93,Micro,Ola Money,32.71,0,DRV_02217
OLA-R0003199,2025-03-04 04:32:00,Patna,City,6.82,246.87,Low,3.2,Micro,Ola Money,27.05,0,DRV_04599
OLA-R0003200,2025-03-08 13:31:00,Ahmedabad,Metro Core,9.7,232.61,High,4.44,Prime,UPI,71.29,0,DRV_01522
OLA-R0003201,2025-02-19 23:47:00,Mumbai,City,11.72,317.76,Low,3.97,Auto,Cash,46.74,1,DRV_04760
OLA-R0003202,2025-04-21 00:51:00,Kolkata,Suburb,0.48,11.97,,5.1,Prime,Ola Money,2.13,0,DRV_02832
OLA-R0003203,2025-04-15 10:18:00,Patna,Outskirts,8.73,210.77,Low,4.41,Bike,UPI,62.57,1,DRV_02855
OLA-R0003204,2025-03-03 10:22:00,Bangalore,Metro Core,29.96,812.66,Low,4.69,Micro,UPI,128.94,1,DRV_00455
OLA-R0003205,2025-04-06 23:14:00,Bhopal,Metro Core,0.89,21.19,Medium,4.96,Bike,Cash,5.75,1,DRV_03624
OLA-R0003206,2025-02-05 17:25:00,Indore,Outskirts,31.41,880.99,High,4.55,Sedan,Card,103.56,0,DRV_00211
OLA-R0003207,2025-03-31 15:44:00,Kolkata,Metro Core,5.26,179.62,Low,4.12,Micro,Card,43.03,0,DRV_01175
OLA-R0003208,2025-01-16 15:23:00,Nagpur,Metro Core,8.69,195.8,Severe,4.07,Prime,Ola Money,41.49,0,DRV_01238
OLA-R0003209,2025-01-27 09:17:00,Nagpur,City,12.14,506.23,,4.54,Mini,Ola Money,50.99,1,DRV_06261
OLA-R0003210,2025-04-16 08:22:00,Ahmedabad,Suburb,20.68,463.04,Medium,4.44,Bike,Ola Money,94.23,0,DRV_05791
OLA-R0003211,2025-04-04 23:02:00,Ahmedabad,Metro Core,0.13,4.03,Severe,3.39,Auto,Card,0.59,0,DRV_03780
OLA-R0003212,2025-01-14 06:16:00,Lucknow,City,18.71,509.03,Low,3.55,Micro,Ola Money,113.1,0,DRV_06073
OLA-R0003213,2025-03-30 03:13:00,Lucknow,City,6.26,247.46,Severe,4.96,Sedan,UPI,52.11,0,DRV_03057
OLA-R0003214,2025-02-14 18:10:00,Bangalore,City,2.27,91.52,Low,4.47,Bike,Card,19.67,0,DRV_05138
OLA-R0003215,2025-04-29 02:07:00,Hyderabad,Suburb,3.37,90.08,Medium,4.82,Micro,UPI,15.97,0,DRV_03056
OLA-R0003216,2025-05-11 15:35:00,Chandigarh,Metro Core,,150.52,Low,3.11,Micro,Card,31.69,0,DRV_02241
OLA-R0003217,2025-04-08 11:19:00,Nagpur,Suburb,0.99,27.4,,4.74,Bike,UPI,3.1,0,DRV_02775
OLA-R0003218,2025-02-15 16:09:00,Ahmedabad,Metro Core,11.27,333.15,High,4.06,Sedan,Card,62.88,1,DRV_04293
OLA-R0003219,2025-01-15 12:11:00,Hyderabad,Outskirts,4.73,113.06,Severe,3.83,Sedan,Card,38.61,0,DRV_04757
OLA-R0003220,2025-02-06 16:30:00,Indore,Metro Core,0.6,8.69,Low,4.43,Bike,Cash,2.43,0,DRV_02279
OLA-R0003221,2025-03-04 02:41:00,Kolkata,City,7.08,126.97,Low,4.65,Auto,Ola Money,32.83,0,DRV_00939
OLA-R0003222,2025-03-29 03:52:00,Lucknow,City,12.59,549.08,Severe,4.48,Mini,Ola Money,97.56,0,DRV_03136
OLA-R0003223,2025-05-11 02:58:00,Patna,City,17.78,,High,3.58,Auto,UPI,147.26,0,DRV_01327
OLA-R0003224,2025-05-13 03:24:00,Indore,Metro Core,10.7,293.8,Severe,3.91,Sedan,Cash,37.32,0,DRV_01609
OLA-R0003225,2025-01-25 06:45:00,Indore,Suburb,6.17,154.61,Medium,4.7,Prime,Card,22.57,0,DRV_03948
OLA-R0003226,2025-01-29 17:45:00,Patna,Metro Core,1.75,80.18,Severe,4.29,Bike,Card,9.76,0,DRV_05934
OLA-R0003227,2025-04-24 16:43:00,Indore,City,1.86,67.76,High,,Mini,Cash,9.14,0,DRV_03990
OLA-R0003228,2025-03-20 18:01:00,Jaipur,Suburb,,595.29,High,3.64,Mini,UPI,88.17,0,DRV_04221
OLA-R0003229,2025-02-04 08:58:00,Kochi,Metro Core,6.19,212.72,Severe,4.25,Bike,UPI,24.63,0,DRV_04651
OLA-R0003230,2025-04-09 22:44:00,Delhi,Metro Core,2.17,97.29,High,3.81,Mini,UPI,17.0,0,DRV_04399
OLA-R0003231,2025-03-20 01:32:00,Kochi,Outskirts,0.74,16.89,Severe,5.07,Micro,Card,4.31,0,DRV_04855
OLA-R0003232,2025-03-02 13:16:00,Bangalore,Suburb,9.84,515.77,Medium,3.7,Mini,Ola Money,44.04,1,DRV_04200
OLA-R0003233,2025-04-07 06:51:00,Surat,City,2.25,48.45,Severe,3.95,Mini,UPI,10.36,0,DRV_03461
OLA-R0003234,2025-03-16 04:57:00,Kolkata,City,0.36,8.56,Low,4.43,Auto,UPI,3.31,1,DRV_00866
OLA-R0003235,2025-01-22 10:39:00,Bangalore,City,,377.03,Medium,4.55,Auto,Ola Money,50.2,0,DRV_02881
OLA-R0003236,2025-04-27 16:48:00,Nagpur,Metro Core,12.9,523.76,Medium,4.89,Sedan,Card,58.62,0,DRV_04725
OLA-R0003237,2025-05-15 20:54:00,Coimbatore,Suburb,11.73,423.95,Severe,5.43,Sedan,Cash,120.4,0,DRV_04146
OLA-R0003238,2025-01-29 07:46:00,Patna,City,10.75,426.97,,3.66,Sedan,Card,51.73,0,DRV_00812
OLA-R0003239,2025-03-11 09:14:00,Lucknow,City,8.92,224.4,Low,3.63,Bike,Ola Money,71.26,0,DRV_04858
OLA-R0003240,2025-02-22 10:50:00,Indore,City,0.71,9.53,Severe,3.57,Sedan,Ola Money,1.46,1,DRV_02486
OLA-R0003241,2025-03-12 08:17:00,Bhopal,Metro Core,8.16,236.84,Medium,4.05,Prime,UPI,51.82,0,DRV_06271
OLA-R0003242,2025-03-25 00:01:00,Ahmedabad,Suburb,2.99,83.07,Medium,3.76,Auto,Cash,12.37,0,DRV_03754
OLA-R0003243,2025-03-15 15:28:00,Mumbai,Metro Core,12.86,345.21,High,3.97,Sedan,Ola Money,40.85,0,DRV_02438
OLA-R0003244,2025-01-18 13:56:00,Lucknow,Metro Core,6.36,211.1,Severe,4.37,Micro,Cash,48.39,0,DRV_03168
OLA-R0003245,2025-04-13 12:34:00,Chandigarh,Outskirts,10.69,304.93,Severe,4.87,Prime,Ola Money,61.87,0,DRV_01315
OLA-R0003246,2025-02-14 18:25:00,Chandigarh,City,2.22,,Low,3.44,Prime,Card,6.4,0,DRV_01352
OLA-R0003247,2025-04-19 01:22:00,Chennai,Metro Core,3.6,82.5,,4.89,Sedan,UPI,18.85,1,DRV_01536
OLA-R0003248,2025-01-05 10:48:00,Bangalore,Suburb,10.97,436.61,High,3.94,Bike,UPI,42.91,0,DRV_03653
OLA-R0003249,2025-01-28 03:12:00,Chandigarh,Outskirts,5.79,129.71,Severe,2.98,Auto,Card,30.02,0,DRV_04211
OLA-R0003250,2025-04-18 19:52:00,Indore,City,2.63,87.65,High,3.94,Bike,Cash,15.92,0,DRV_00983
OLA-R0003251,2025-02-27 07:55:00,Delhi,Suburb,2.11,42.56,Medium,,Auto,Cash,13.72,0,DRV_04575
OLA-R0003252,2025-05-18 18:26:00,Hyderabad,Suburb,6.43,220.24,Low,4.35,Bike,Card,20.03,0,DRV_04744
OLA-R0003253,2025-02-04 23:19:00,Delhi,Metro Core,28.76,787.41,,4.71,Prime,UPI,130.3,0,DRV_04693
OLA-R0003254,2025-03-03 20:25:00,Chandigarh,City,2.7,72.48,Severe,4.73,Sedan,Card,13.15,0,DRV_03367
OLA-R0003255,2025-05-13 01:40:00,Surat,City,1.94,59.76,Medium,3.76,Micro,UPI,6.8,0,DRV_03751
OLA-R0003256,2025-03-07 23:20:00,Hyderabad,Suburb,10.39,310.1,Medium,4.6,Prime,UPI,58.21,0,DRV_03120
OLA-R0003257,2025-04-10 00:28:00,Hyderabad,Metro Core,13.91,413.08,Low,4.66,Bike,Cash,37.2,0,DRV_03187
OLA-R0003258,2025-01-05 18:56:00,Pune,Metro Core,4.5,105.96,Medium,4.79,Micro,Card,16.99,0,DRV_03080
OLA-R0003259,2025-01-10 19:19:00,Pune,Metro Core,5.93,153.28,Severe,4.89,Mini,UPI,25.51,0,DRV_00661
OLA-R0003260,2025-04-20 07:48:00,Chennai,Metro Core,0.46,14.72,Low,4.81,Prime,Card,4.96,0,DRV_01567
OLA-R0003261,2025-05-13 07:13:00,Delhi,Outskirts,11.72,312.43,Low,4.91,Bike,Card,120.18,1,DRV_04522
OLA-R0003262,2025-03-24 10:41:00,Surat,Outskirts,22.42,819.95,Medium,3.13,Prime,Cash,192.17,0,DRV_00267
OLA-R0003263,2025-04-19 18:07:00,Kolkata,Outskirts,25.41,794.04,Low,3.97,Sedan,Ola Money,112.28,0,DRV_02949
OLA-R0003264,2025-02-25 12:03:00,Coimbatore,Suburb,1.62,31.28,Medium,4.4,Mini,Card,7.58,0,DRV_01458
OLA-R0003265,2025-03-08 21:43:00,Chandigarh,City,6.29,265.87,Severe,4.91,Micro,Ola Money,23.92,0,DRV_01676
OLA-R0003266,2025-02-03 05:18:00,Chennai,Outskirts,9.82,239.49,Low,4.05,Prime,UPI,41.54,0,DRV_04158
OLA-R0003267,2025-03-06 14:21:00,Indore,Metro Core,3.39,78.13,Severe,4.23,Prime,Ola Money,14.55,0,DRV_02465
OLA-R0003268,2025-01-29 23:38:00,Ahmedabad,Outskirts,11.27,261.44,,4.35,Bike,Ola Money,53.75,1,DRV_00712
OLA-R0003269,2025-01-03 21:20:00,Surat,Suburb,1.58,59.59,Severe,4.43,Auto,Cash,5.47,1,DRV_03315
OLA-R0003270,2025-02-18 09:47:00,Pune,Metro Core,1.1,20.99,Low,4.56,Mini,Card,3.14,0,DRV_01433
OLA-R0003271,2025-03-07 04:39:00,Patna,City,2.11,74.34,Low,4.88,Micro,Ola Money,9.93,0,DRV_00201
OLA-R0003272,2025-01-31 16:10:00,Chennai,Outskirts,4.89,141.55,Severe,5.39,Mini,Cash,13.13,0,DRV_05488
OLA-R0003273,2025-04-16 23:36:00,Lucknow,Suburb,23.24,640.27,High,4.71,Prime,UPI,143.56,1,DRV_06467
OLA-R0003274,2025-03-30 12:42:00,Bangalore,Suburb,23.81,627.4,Severe,4.62,Auto,Ola Money,145.96,0,DRV_01660
