order_id,order_datetime,delivery_city,delivery_zone,distance_km,agent_rating,weather_condition,traffic_index,vehicle_type,package_weight_kg,delivery_time_min,is_delayed,agent_id
AMZ-20250110-13159,2025-01-10 21:25:00,Surat,D,5.69,3.83,Fog,5.95,Scooter,1.69,21.9,0,AGENT_04554
AMZ-20250309-13160,2025-03-09 14:29:00,Kolkata,A,,3.96,Rain,7.49,Scooter,5.6,11.62,0,AGENT_00308
AMZ-20250418-13161,2025-04-18 10:00:00,Patna,D,1.46,3.76,Cloudy,7.28,Scooter,0.23,38.43,0,AGENT_03201
AMZ-20250423-13162,2025-04-23 10:08:00,Bangalore,A,7.13,4.33,Clear,,Van,5.05,85.51,1,AGENT_02485
AMZ-20250126-13163,2025-01-26 01:35:00,Chandigarh,C,4.59,4.25,Cloudy,9.74,Scooter,0.86,71.66,0,AGENT_02097
AMZ-20250225-13164,2025-02-25 20:04:00,Mumbai,B,2.5,3.97,Rain,2.56,Cycle,1.39,330.91,0,AGENT_02359
AMZ-20250120-13165,2025-01-20 12:53:00,Chandigarh,B,7.55,3.87,Fog,9.96,Van,4.05,15.35,0,AGENT_03081
AMZ-20250108-13166,2025-01-08 18:29:00,Chandigarh,A,19.93,4.68,Fog,5.18,Bike,1.0,13.42,1,AGENT_01193
AMZ-20250330-13167,2025-03-30 09:52:00,Lucknow,A,4.49,3.25,Rain,2.57,Scooter,6.97,33.96,1,AGENT_03525
AMZ-20250112-13168,2025-01-12 05:07:00,Bhopal,A,1.35,4.42,Clear,4.7,Bike,2.3,15.62,1,AGENT_02545
AMZ-20250124-13169,2025-01-24 00:34:00,Chandigarh,A,3.23,3.62,Cloudy,8.86,Scooter,7.91,25.65,1,AGENT_01755
AMZ-20250425-13170,2025-04-25 09:15:00,Mumbai,C,19.93,3.51,Storm,4.15,Scooter,0.52,110.62,1,AGENT_00826
AMZ-20250219-13171,2025-02-19 13:55:00,Hyderabad,A,19.55,3.11,Rain,1.68,Van,9.0,47.41,1,AGENT_02594
AMZ-20250118-13172,2025-01-18 21:51:00,Delhi,D,0.96,3.43,Clear,1.96,Scooter,0.04,59.99,0,AGENT_05158
AMZ-20250418-13173,2025-04-18 18:26:00,Delhi,C,10.59,4.19,Cloudy,7.29,Bike,6.6,40.39,1,AGENT_03630
AMZ-20250303-13174,2025-03-03 14:10:00,Jaipur,A,5.02,3.34,,1.33,Bike,1.6,49.56,1,AGENT_03038
AMZ-20250128-13175,2025-01-28 12:47:00,Surat,D,4.31,3.8,Storm,7.51,Bike,0.95,89.77,1,AGENT_02776
AMZ-20250313-13176,2025-03-13 07:00:00,Bangalore,C,3.61,4.16,Fog,3.3,Van,9.39,27.16,0,AGENT_02645
AMZ-20250327-13177,2025-03-27 15:29:00,Bangalore,D,1.5,3.62,Fog,4.57,Cycle,1.25,16.85,1,AGENT_02068
AMZ-20250319-13178,2025-03-19 09:23:00,Bangalore,B,14.9,,Fog,8.02,Scooter,2.23,11.22,0,AGENT_03890
AMZ-20250122-13179,2025-01-22 13:48:00,Pune,A,5.05,3.78,Storm,7.83,Scooter,1.25,29.93,1,AGENT_05206
AMZ-20250123-13180,2025-01-23 15:17:00,Chennai,D,8.32,4.18,Clear,5.51,Cycle,12.97,111.61,0,AGENT_03830
AMZ-20250312-13181,2025-03-12 17:03:00,Ahmedabad,D,0.05,2.81,Storm,6.41,Scooter,3.34,15.55,0,AGENT_04114
AMZ-20250409-13182,2025-04-09 17:51:00,Pune,B,6.16,4.38,Clear,2.51,Van,3.96,14.25,1,AGENT_04531
AMZ-20250512-13183,2025-05-12 10:10:00,Mumbai,C,3.52,4.03,Storm,6.04,Bike,3.3,20.66,1,AGENT_01851
AMZ-20250314-13184,2025-03-14 04:28:00,Chennai,B,2.51,4.3,Fog,,Van,2.78,18.36,0,AGENT_02383
AMZ-20250328-13185,2025-03-28 15:43:00,Chandigarh,C,2.79,3.27,Clear,7.12,Scooter,2.23,56.12,1,AGENT_01517
AMZ-20250320-13186,2025-03-20 12:54:00,Chandigarh,D,0.35,4.41,Storm,0.81,Van,2.69,24.12,0,AGENT_00343
AMZ-20250223-13187,2025-02-23 19:34:00,Pune,A,2.06,4.31,Storm,8.94,Cycle,2.51,16.58,0,AGENT_05127
AMZ-20250508-13188,2025-05-08 05:49:00,Lucknow,A,6.49,4.67,Clear,9.6,Bike,0.9,47.44,0,AGENT_01056
AMZ-20250301-13189,2025-03-01 18:24:00,Pune,C,1.19,4.13,Cloudy,,Bike,0.11,84.83,0,AGENT_03085
AMZ-20250419-13190,2025-04-19 03:05:00,Hyderabad,C,8.47,4.08,Rain,2.78,Scooter,6.97,65.05,0,AGENT_00831
AMZ-20250309-13191,2025-03-09 03:35:00,Nagpur,D,4.55,4.32,Storm,7.69,Scooter,7.51,123.26,0,AGENT_02047
AMZ-20250119-13192,2025-01-19 03:20:00,Chennai,C,4.49,4.35,Fog,6.63,Cycle,2.55,22.65,1,AGENT_01924
AMZ-20250224-13193,2025-02-24 05:32:00,Hyderabad,C,11.22,4.12,Rain,,Van,0.21,22.94,1,AGENT_02280
AMZ-20250220-13194,2025-02-20 00:32:00,Kolkata,C,2.4,4.41,Rain,3.87,Scooter,0.27,28.79,0,AGENT_02975
AMZ-20250120-13195,2025-01-20 12:29:00,Mumbai,A,9.0,3.23,Clear,,Scooter,4.84,26.68,1,AGENT_04030
AMZ-20250412-13196,2025-04-12 10:36:00,Chandigarh,A,2.81,3.71,Storm,,Scooter,0.51,41.8,0,AGENT_04125
AMZ-20250325-13197,2025-03-25 14:48:00,Ahmedabad,B,5.85,4.62,Clear,2.0,Bike,1.53,67.44,1,AGENT_03485
AMZ-20250423-13198,2025-04-23 07:41:00,Surat,C,5.08,4.24,Cloudy,2.29,Cycle,0.52,33.75,1,AGENT_05461
AMZ-20250207-13199,2025-02-07 22:43:00,Ahmedabad,B,17.88,3.91,Clear,3.89,Scooter,1.08,18.29,1,AGENT_04429
AMZ-20250515-13200,2025-05-15 03:12:00,Delhi,C,8.27,4.79,Cloudy,5.58,Cycle,1.57,16.68,1,AGENT_02850
AMZ-20250312-13201,2025-03-12 08:13:00,Patna,A,15.45,4.33,Rain,7.38,Scooter,1.16,19.81,1,AGENT_02903
AMZ-20250120-13202,2025-01-20 22:36:00,Patna,C,25.35,3.74,Rain,1.7,Bike,0.32,61.82,1,AGENT_03112
AMZ-20250331-13203,2025-03-31 11:56:00,Mumbai,A,3.82,3.87,Storm,2.19,Cycle,4.67,17.93,1,AGENT_01996
AMZ-20250218-13204,2025-02-18 20:44:00,Pune,D,5.58,3.77,Rain,5.63,Van,2.28,42.0,1,AGENT_02933
AMZ-20250202-13205,2025-02-02 20:27:00,Kolkata,D,,3.71,Cloudy,2.36,Van,10.48,27.57,1,AGENT_05417
AMZ-20250204-13206,2025-02-04 01:37:00,Jaipur,B,0.9,4.06,,,Cycle,12.47,11.17,1,AGENT_00685
AMZ-20250406-13207,2025-04-06 12:47:00,Lucknow,D,2.7,3.8,Cloudy,2.49,Van,7.73,99.77,0,AGENT_02224
AMZ-20250401-13208,2025-04-01 02:09:00,Ahmedabad,A,10.73,4.66,Cloudy,8.62,Scooter,9.43,78.84,1,AGENT_05846
AMZ-20250516-13209,2025-05-16 04:09:00,Hyderabad,D,17.88,5.01,Rain,5.45,Cycle,4.27,59.38,1,AGENT_05270
AMZ-20250509-13210,2025-05-09 10:05:00,Bhopal,B,1.83,4.42,Storm,0.15,Scooter,1.49,11.13,1,AGENT_00656
AMZ-20250113-13211,2025-01-13 04:14:00,Hyderabad,D,12.14,3.8,Clear,6.6,Van,5.07,40.44,1,AGENT_02126
AMZ-20250106-13212,2025-01-06 13:47:00,Nagpur,C,33.25,4.83,Rain,,Cycle,4.02,14.75,1,AGENT_03838
AMZ-20250226-13213,2025-02-26 14:29:00,Chennai,D,3.95,4.5,Storm,7.08,Van,0.53,15.74,1,AGENT_02502
AMZ-20250405-13214,2025-04-05 21:16:00,Jaipur,B,7.92,5.07,Cloudy,5.2,Bike,0.93,28.64,0,AGENT_03641
AMZ-20250125-13215,2025-01-25 07:17:00,Lucknow,B,18.03,3.96,Storm,1.12,Van,1.88,51.31,1,AGENT_04816
AMZ-20250508-13216,2025-05-08 06:05:00,Ahmedabad,D,4.77,4.02,Fog,5.08,Cycle,1.09,34.76,1,AGENT_03892
AMZ-20250223-13217,2025-02-23 18:19:00,Mumbai,D,7.56,3.53,Cloudy,3.48,Van,1.33,41.46,0,AGENT_04611
AMZ-20250504-13218,2025-05-04 05:48:00,Bangalore,A,16.0,3.77,Cloudy,1.87,Cycle,4.14,31.16,0,AGENT_05579
AMZ-20250422-13219,2025-04-22 23:34:00,Pune,A,21.29,3.81,Rain,9.02,Bike,11.22,26.54,0,AGENT_01635
AMZ-20250509-13220,2025-05-09 16:56:00,Pune,C,28.86,4.04,Rain,3.68,Bike,3.04,12.62,0,AGENT_03049
AMZ-20250507-13221,2025-05-07 21:33:00,Bangalore,D,21.55,4.05,Fog,4.05,Bike,1.8,24.31,1,AGENT_04374
AMZ-20250417-13222,2025-04-17 19:51:00,Hyderabad,B,2.48,4.11,Fog,2.87,Van,0.36,13.1,1,AGENT_03967
AMZ-20250425-13223,2025-04-25 02:02:00,Patna,C,2.66,3.54,Rain,8.86,Van,7.99,12.81,1,AGENT_02044
AMZ-20250117-13224,2025-01-17 23:45:00,Bhopal,B,26.63,3.93,Rain,7.22,Scooter,1.55,17.87,0,AGENT_01621
AMZ-20250217-13225,2025-02-17 21:57:00,Kolkata,A,1.56,4.07,Clear,1.36,Cycle,3.09,16.38,0,AGENT_04433
AMZ-20250201-13226,2025-02-01 14:06:00,Indore,C,21.01,3.63,Cloudy,3.36,Bike,4.02,17.54,1,AGENT_01359
AMZ-20250313-13227,2025-03-13 05:28:00,Surat,A,0.74,3.7,Clear,7.44,Cycle,4.57,34.42,1,AGENT_06000
AMZ-20250217-13228,2025-02-17 10:34:00,Nagpur,A,17.53,3.64,Cloudy,4.16,Cycle,3.13,55.59,0,AGENT_04214
AMZ-20250502-13229,2025-05-02 03:38:00,Jaipur,D,23.15,3.82,Fog,7.35,Van,4.73,27.22,0,AGENT_04769
AMZ-20250121-13230,2025-01-21 20:01:00,Nagpur,B,19.64,4.39,Clear,8.57,Cycle,3.01,11.03,0,AGENT_02307
AMZ-20250220-13231,2025-02-20 18:26:00,Bhopal,C,0.8,4.34,Clear,4.97,Bike,5.62,14.84,1,AGENT_04386
AMZ-20250301-13232,2025-03-01 05:50:00,Indore,D,2.8,3.77,Fog,8.5,Scooter,0.01,46.34,0,AGENT_02994
AMZ-20250108-13233,2025-01-08 18:31:00,Lucknow,C,0.14,4.13,Storm,0.74,Van,0.28,81.96,1,AGENT_03393
AMZ-20250221-13234,2025-02-21 00:41:00,Chennai,B,4.31,3.83,Cloudy,6.18,Van,0.2,48.15,0,AGENT_00025
AMZ-20250513-13235,2025-05-13 23:06:00,Indore,B,,,Rain,2.66,Van,4.61,81.03,0,AGENT_05869
AMZ-20250427-13236,2025-04-27 21:02:00,Nagpur,B,2.21,3.1,Rain,5.29,Bike,2.73,71.82,1,AGENT_04990
AMZ-20250222-13237,2025-02-22 03:01:00,Chennai,D,6.15,4.53,Storm,5.19,Scooter,4.19,51.62,1,AGENT_04048
AMZ-20250313-13238,2025-03-13 00:14:00,Bangalore,D,1.16,4.06,Fog,4.67,Bike,0.1,22.92,1,AGENT_00600
AMZ-20250206-13239,2025-02-06 01:58:00,Kolkata,D,8.28,4.27,Rain,0.66,Bike,2.55,23.43,0,AGENT_04548
AMZ-20250114-13240,2025-01-14 17:44:00,Indore,B,3.26,3.94,Clear,0.06,Van,2.64,31.53,1,AGENT_00559
AMZ-20250501-13241,2025-05-01 16:58:00,Mumbai,A,29.23,3.85,Rain,4.94,Bike,1.79,100.33,1,AGENT_01195
AMZ-20250508-13242,2025-05-08 01:06:00,Surat,A,1.96,4.51,Fog,5.05,Van,2.46,60.28,0,AGENT_00995
AMZ-20250211-13243,2025-02-11 00:42:00,Hyderabad,B,9.0,3.79,Clear,7.24,Scooter,1.04,44.71,0,AGENT_04339
AMZ-20250323-13244,2025-03-23 15:50:00,Surat,A,7.04,3.28,Storm,7.81,Van,0.82,12.65,0,AGENT_01275
AMZ-20250312-13245,2025-03-12 02:57:00,Surat,B,3.87,4.39,Cloudy,1.01,Van,8.97,77.54,1,AGENT_01601
AMZ-20250203-13246,2025-02-03 17:12:00,Chandigarh,C,0.18,4.15,Cloudy,9.5,Bike,0.46,22.87,0,AGENT_03577
AMZ-20250309-13247,2025-03-09 09:20:00,Lucknow,D,1.81,3.85,Fog,3.87,Scooter,1.12,41.24,1,AGENT_04919
AMZ-20250507-13248,2025-05-07 03:41:00,Chandigarh,D,1.17,4.49,Fog,6.52,Bike,0.39,37.74,0,AGENT_02975
AMZ-20250122-13249,2025-01-22 05:48:00,Chennai,C,24.21,4.11,Cloudy,9.3,Scooter,2.5,151.09,0,AGENT_00799
AMZ-20250326-13250,2025-03-26 14:54:00,Delhi,B,18.78,4.84,Rain,6.97,Scooter,6.35,69.14,0,AGENT_01801
AMZ-20250421-13251,2025-04-21 21:41:00,Delhi,B,17.22,3.9,Cloudy,5.22,Bike,0.56,25.93,1,AGENT_01978
AMZ-20250124-13252,2025-01-24 23:04:00,Bangalore,C,4.5,4.57,Clear,4.99,Cycle,1.91,10.73,1,AGENT_05710
AMZ-20250304-13253,2025-03-04 13:12:00,Chennai,B,26.88,4.0,Cloudy,1.04,Scooter,0.24,23.35,0,AGENT_01613
AMZ-20250108-13254,2025-01-08 11:12:00,Surat,D,12.23,4.27,Cloudy,1.32,Van,6.84,94.04,1,AGENT_05620
AMZ-20250202-13255,2025-02-02 19:47:00,Indore,D,12.22,4.7,Storm,1.55,Bike,1.04,75.98,0,AGENT_01784
AMZ-20250322-13256,2025-03-22 06:38:00,Chandigarh,C,9.89,,Rain,8.42,Scooter,2.36,102.76,1,AGENT_01522
AMZ-20250115-13257,2025-01-15 06:49:00,Chennai,B,3.71,3.65,Storm,8.92,Cycle,6.75,18.18,1,AGENT_01163
AMZ-20250202-13258,2025-02-02 07:15:00,Lucknow,D,1.88,4.24,Cloudy,3.09,Cycle,3.67,19.84,1,AGENT_02910
AMZ-20250419-13259,2025-04-19 18:59:00,Bangalore,C,13.62,4.23,Cloudy,7.82,Bike,2.71,49.54,1,AGENT_01871
AMZ-20250503-13260,2025-05-03 09:55:00,Mumbai,D,12.36,4.19,Cloudy,6.84,Bike,0.05,18.51,1,AGENT_05607
AMZ-20250112-13261,2025-01-12 01:34:00,Bhopal,C,4.43,3.9,Fog,7.09,Van,9.18,46.95,1,AGENT_04202
AMZ-20250519-13262,2025-05-19 00:54:00,Pune,C,7.35,4.16,Clear,7.17,Bike,2.95,41.48,0,AGENT_02747
AMZ-20250312-13263,2025-03-12 20:52:00,Ahmedabad,C,1.52,4.12,Fog,7.67,Cycle,0.36,66.82,0,AGENT_01745
AMZ-20250109-13264,2025-01-09 23:31:00,Hyderabad,A,16.87,4.18,Storm,6.58,Cycle,1.76,24.42,1,AGENT_01884
AMZ-20250217-13265,2025-02-17 02:23:00,Mumbai,D,2.45,4.2,Cloudy,1.04,Cycle,3.62,28.06,0,AGENT_01626
AMZ-20250218-13266,2025-02-18 17:28:00,Pune,D,15.63,3.96,Storm,3.22,Cycle,3.22,11.53,1,AGENT_00734
AMZ-20250324-13267,2025-03-24 21:25:00,Lucknow,B,14.34,4.43,Clear,0.62,Van,1.4,23.16,0,AGENT_02489
AMZ-20250212-13268,2025-02-12 20:24:00,Mumbai,B,0.34,4.07,Fog,4.18,Van,2.27,134.57,0,AGENT_03605
AMZ-20250206-13269,2025-02-06 13:32:00,Nagpur,D,22.12,3.87,Storm,0.47,Scooter,11.25,39.42,1,AGENT_04178
AMZ-20250223-13270,2025-02-23 03:52:00,Jaipur,A,0.51,4.63,Fog,7.59,Scooter,1.41,18.4,1,AGENT_04597
AMZ-20250510-13271,2025-05-10 02:48:00,Surat,A,6.04,3.97,Rain,4.0,Cycle,0.59,32.69,1,AGENT_03646
AMZ-20250101-13272,2025-01-01 21:14:00,Chennai,A,11.35,3.63,Fog,2.05,Bike,2.88,42.62,0,AGENT_05119
AMZ-20250515-13273,2025-05-15 13:39:00,Nagpur,D,0.63,3.23,,2.89,Cycle,1.99,95.26,0,AGENT_04265
AMZ-20250109-13274,2025-01-09 22:39:00,Nagpur,D,7.96,5.2,Storm,6.11,Van,0.34,37.11,1,AGENT_00508
AMZ-20250215-13275,2025-02-15 14:47:00,Surat,D,10.94,3.25,Rain,7.53,Van,1.39,26.59,0,AGENT_02831
AMZ-20250409-13276,2025-04-09 22:46:00,Bhopal,D,6.94,4.25,Clear,,Bike,2.97,61.99,0,AGENT_01884
AMZ-20250306-13277,2025-03-06 15:37:00,Surat,A,2.25,4.44,Rain,2.87,Scooter,1.88,60.84,0,AGENT_03741
AMZ-20250127-13278,2025-01-27 23:14:00,Delhi,C,6.91,3.68,Rain,0.55,Cycle,4.81,24.83,0,AGENT_01743
AMZ-20250429-13279,2025-04-29 09:40:00,Ahmedabad,A,13.77,3.5,,5.7,Cycle,4.87,80.96,0,AGENT_04749
AMZ-20250203-13280,2025-02-03 15:24:00,Nagpur,D,1.82,4.21,Cloudy,1.82,Cycle,5.57,98.82,1,AGENT_00927
AMZ-20250504-13281,2025-05-04 14:14:00,Bhopal,B,2.12,4.64,Rain,8.74,Bike,3.59,10.44,0,AGENT_05970
AMZ-20250317-13282,2025-03-17 09:32:00,Chennai,D,2.93,3.76,,2.03,Scooter,0.35,42.2,1,AGENT_00437
AMZ-20250224-13283,2025-02-24 17:47:00,Pune,B,0.84,4.27,Clear,0.19,Cycle,1.57,31.93,1,AGENT_04732
AMZ-20250313-13284,2025-03-13 12:10:00,Nagpur,D,3.06,4.15,Storm,9.72,Van,3.42,11.37,1,AGENT_02650
AMZ-20250426-13285,2025-04-26 09:33:00,Mumbai,B,4.4,3.7,Fog,4.69,Scooter,0.6,98.16,0,AGENT_03199
AMZ-20250101-13286,2025-01-01 07:21:00,Chandigarh,A,4.76,3.75,Clear,6.5,Scooter,5.99,39.27,1,AGENT_00729
AMZ-20250505-13287,2025-05-05 23:54:00,Nagpur,A,12.17,4.62,Fog,4.67,Bike,0.65,27.34,1,AGENT_01326
AMZ-20250427-13288,2025-04-27 22:02:00,Pune,D,2.63,4.07,Rain,9.51,Cycle,4.72,28.95,1,AGENT_04054
AMZ-20250317-13289,2025-03-17 05:22:00,Nagpur,B,5.15,3.59,Rain,4.1,Van,1.2,30.19,0,AGENT_02451
AMZ-20250228-13290,2025-02-28 12:20:00,Chandigarh,A,15.41,3.66,Clear,2.89,Cycle,4.54,173.43,1,AGENT_00685
AMZ-20250424-13291,2025-04-24 12:26:00,Ahmedabad,C,7.94,3.62,Fog,4.83,Scooter,0.99,70.79,0,AGENT_05229
AMZ-20250411-13292,2025-04-11 17:46:00,Indore,C,56.71,3.62,Clear,4.82,Cycle,9.37,39.28,0,AGENT_01583
AMZ-20250504-13293,2025-05-04 20:09:00,Hyderabad,D,1.47,3.93,Clear,4.62,Scooter,0.33,104.91,1,AGENT_01019
AMZ-20250301-13294,2025-03-01 04:24:00,Bhopal,D,27.31,4.17,Rain,5.4,Scooter,8.05,27.18,1,AGENT_04258
AMZ-20250108-13295,2025-01-08 21:34:00,Delhi,D,6.98,3.82,Clear,,Cycle,1.57,55.87,0,AGENT_05458
AMZ-20250408-13296,2025-04-08 19:34:00,Kolkata,D,3.38,4.39,Rain,2.23,Van,0.24,19.44,0,AGENT_04700
AMZ-20250404-13297,2025-04-04 21:23:00,Mumbai,A,6.0,3.96,Cloudy,9.02,Van,4.63,87.65,0,AGENT_00769
AMZ-20250423-13298,2025-04-23 12:42:00,Delhi,C,8.28,4.13,Storm,,Van,5.72,93.83,0,AGENT_04103
AMZ-20250127-13299,2025-01-27 02:13:00,Patna,A,29.04,3.7,Fog,7.0,Scooter,1.13,56.61,0,AGENT_05494
AMZ-20250309-13300,2025-03-09 01:11:00,Pune,C,7.21,4.2,Storm,8.06,Scooter,3.4,48.2,0,AGENT_05963
AMZ-20250509-13301,2025-05-09 21:50:00,Hyderabad,B,13.11,4.09,Rain,1.99,Scooter,1.51,63.31,0,AGENT_04042
AMZ-20250406-13302,2025-04-06 11:03:00,Indore,B,11.19,3.91,,7.98,Van,0.06,129.95,0,AGENT_02300
AMZ-20250109-13303,2025-01-09 02:50:00,Surat,C,8.58,3.7,Rain,5.67,Scooter,0.39,24.26,0,AGENT_01961
AMZ-20250120-13304,2025-01-20 01:10:00,Surat,C,0.85,2.96,Cloudy,7.1,Cycle,2.1,54.04,1,AGENT_04798
AMZ-20250517-13305,2025-05-17 07:02:00,Kolkata,A,0.42,3.83,Cloudy,6.52,Cycle,5.01,92.83,1,AGENT_05553
AMZ-20250304-13306,2025-03-04 11:19:00,Indore,A,20.96,4.13,Cloudy,1.97,Bike,3.1,25.46,0,AGENT_03254
AMZ-20250127-13307,2025-01-27 02:37:00,Chandigarh,D,8.34,3.93,Rain,9.75,Scooter,2.71,19.76,0,AGENT_04140
AMZ-20250206-13308,2025-02-06 13:42:00,Hyderabad,B,18.08,3.88,Rain,3.47,Scooter,2.96,36.02,1,AGENT_03412
AMZ-20250321-13309,2025-03-21 15:54:00,Lucknow,A,2.47,4.04,Cloudy,7.37,Bike,0.21,113.04,1,AGENT_05976
AMZ-20250227-13310,2025-02-27 06:54:00,Pune,A,3.08,3.77,Fog,6.25,Scooter,4.59,18.4,0,AGENT_02955
AMZ-20250125-13311,2025-01-25 05:42:00,Bhopal,A,0.65,3.34,Clear,9.97,Cycle,2.86,48.66,0,AGENT_02188
AMZ-20250323-13312,2025-03-23 07:43:00,Chennai,A,15.15,2.96,Fog,0.47,Scooter,3.08,25.69,0,AGENT_02675
AMZ-20250131-13313,2025-01-31 05:22:00,Nagpur,C,22.04,3.67,Rain,0.07,Van,2.18,35.68,1,AGENT_03794
AMZ-20250316-13314,2025-03-16 11:52:00,Indore,D,4.22,4.61,Rain,5.82,Scooter,1.73,92.88,0,AGENT_03268
AMZ-20250323-13315,2025-03-23 08:27:00,Kolkata,C,5.28,3.52,Fog,7.36,Van,0.58,32.38,1,AGENT_01531
AMZ-20250227-13316,2025-02-27 16:48:00,Bhopal,D,10.76,3.95,Clear,5.69,Van,3.34,18.05,0,AGENT_04979
AMZ-20250310-13317,2025-03-10 20:36:00,Bhopal,D,5.91,4.81,Rain,1.63,Van,0.37,163.95,1,AGENT_01590
AMZ-20250305-13318,2025-03-05 20:55:00,Lucknow,B,0.28,3.57,Cloudy,2.57,Van,0.08,32.43,1,AGENT_01470
AMZ-20250223-13319,2025-02-23 03:49:00,Nagpur,B,3.25,4.22,Clear,1.86,Cycle,4.56,71.62,0,AGENT_01745
AMZ-20250207-13320,2025-02-07 23:04:00,Chandigarh,A,7.19,4.37,Clear,8.38,Bike,2.36,105.98,1,AGENT_00908
AMZ-20250507-13321,2025-05-07 05:40:00,Mumbai,B,3.14,4.2,Clear,4.06,Bike,0.47,38.47,0,AGENT_02500
AMZ-20250301-13322,2025-03-01 17:44:00,Ahmedabad,D,2.13,3.6,Clear,1.67,Cycle,1.55,48.9,0,AGENT_03748
AMZ-20250403-13323,2025-04-03 21:55:00,Indore,B,1.4,4.08,Rain,7.31,Van,6.64,19.2,0,AGENT_04535
AMZ-20250307-13324,2025-03-07 14:29:00,Indore,A,10.0,3.77,Clear,8.33,Cycle,7.34,20.94,1,AGENT_05646
AMZ-20250313-13325,2025-03-13 09:51:00,Delhi,C,0.3,3.74,Cloudy,3.95,Cycle,4.02,12.12,1,AGENT_01206
AMZ-20250417-13326,2025-04-17 03:00:00,Bhopal,C,1.37,3.9,Cloudy,3.12,Cycle,0.49,109.14,0,AGENT_05435
AMZ-20250410-13327,2025-04-10 10:19:00,Delhi,A,2.33,4.12,Cloudy,1.89,Van,0.46,42.04,0,AGENT_05764
AMZ-20250425-13328,2025-04-25 16:07:00,Ahmedabad,B,4.12,3.87,Fog,0.93,Van,0.42,126.84,0,AGENT_00096
AMZ-20250429-13329,2025-04-29 13:26:00,Jaipur,A,0.92,4.28,Clear,6.83,Bike,2.57,11.95,0,AGENT_05497
AMZ-20250321-13330,2025-03-21 16:19:00,Hyderabad,B,8.67,3.59,Clear,8.62,Van,0.34,13.26,1,AGENT_01720
AMZ-20250302-13331,2025-03-02 04:34:00,Surat,D,2.76,4.56,Cloudy,4.86,Bike,0.84,14.29,1,AGENT_05259
AMZ-20250308-13332,2025-03-08 05:10:00,Pune,D,0.04,4.34,Cloudy,9.26,Scooter,1.33,41.54,0,AGENT_00175
AMZ-20250503-13333,2025-05-03 13:15:00,Mumbai,B,1.13,3.31,Fog,6.73,Cycle,2.29,18.92,1,AGENT_02853
AMZ-20250311-13334,2025-03-11 21:14:00,Bangalore,C,24.08,4.41,Storm,9.9,Van,1.3,12.38,0,AGENT_03675
AMZ-20250404-13335,2025-04-04 18:36:00,Nagpur,B,24.49,3.33,,5.87,Van,4.0,42.13,1,AGENT_02617
AMZ-20250430-13336,2025-04-30 18:05:00,Kolkata,D,4.81,4.29,Rain,4.26,Scooter,3.0,78.08,1,AGENT_01505
AMZ-20250505-13337,2025-05-05 17:49:00,Pune,B,3.58,4.08,Clear,8.38,Bike,0.59,16.94,0,AGENT_00393
AMZ-20250219-13338,2025-02-19 02:02:00,Chandigarh,B,0.92,3.73,Cloudy,8.48,Scooter,5.26,16.76,1,AGENT_04883
AMZ-20250418-13339,2025-04-18 06:57:00,Patna,A,0.53,3.52,Fog,3.85,Scooter,3.26,51.76,1,AGENT_03910
AMZ-20250316-13340,2025-03-16 18:43:00,Chandigarh,B,5.72,4.17,Fog,5.88,Cycle,3.02,10.2,1,AGENT_04767
AMZ-20250106-13341,2025-01-06 19:34:00,Nagpur,A,13.65,3.8,Fog,4.22,Scooter,0.6,41.04,1,AGENT_04715
AMZ-20250330-13342,2025-03-30 11:36:00,Bangalore,A,10.71,4.31,Fog,9.87,Van,2.73,137.99,0,AGENT_01421
AMZ-20250331-13343,2025-03-31 14:17:00,Mumbai,A,7.98,3.32,Fog,9.29,Cycle,3.95,20.88,0,AGENT_00174
AMZ-20250501-13344,2025-05-01 06:47:00,Ahmedabad,B,10.26,4.22,Rain,5.91,Van,0.83,19.36,1,AGENT_01958
AMZ-20250101-13345,2025-01-01 15:13:00,Lucknow,A,1.9,4.21,Storm,2.2,Van,0.02,75.85,1,AGENT_00855
AMZ-20250116-13346,2025-01-16 03:30:00,Mumbai,C,10.59,3.34,Rain,1.79,Bike,2.56,36.92,0,AGENT_00676
AMZ-20250126-13347,2025-01-26 12:33:00,Jaipur,A,0.25,3.91,Fog,9.79,Cycle,3.68,36.45,1,AGENT_04303
AMZ-20250311-13348,2025-03-11 06:44:00,Lucknow,D,7.38,4.24,Clear,9.99,Scooter,3.71,21.18,0,AGENT_05520
AMZ-20250106-13349,2025-01-06 20:16:00,Chennai,D,12.39,3.83,,,Van,10.87,11.42,1,AGENT_03921
AMZ-20250209-13350,2025-02-09 11:39:00,Chennai,A,3.62,4.04,Fog,1.35,Van,1.3,28.83,1,AGENT_00498
AMZ-20250407-13351,2025-04-07 04:18:00,Bhopal,B,7.39,4.13,Storm,3.44,Cycle,2.22,43.46,0,AGENT_04934
AMZ-20250503-13352,2025-05-03 15:33:00,Bangalore,B,8.06,3.84,Clear,1.96,Scooter,8.16,38.65,0,AGENT_01014
AMZ-20250122-13353,2025-01-22 19:35:00,Nagpur,A,9.38,4.02,Fog,1.56,Van,4.96,29.03,1,AGENT_00546
AMZ-20250108-13354,2025-01-08 19:31:00,Delhi,B,22.87,3.87,Storm,5.42,Cycle,1.83,46.99,1,AGENT_00055
