runs,strike_rate,boundaries,innings,team,area_sqft,price_lakhs,bedrooms,floor
1587,159.88,133,79,RR,1118.02,301.21,3,53
3232,120.97,301,84,PBKS,842.94,215.89,3,30
3707,159.81,394,173,KKR,938.26,296.77,3,53
3140,150.62,320,183,LSG,856.42,227.49,3,12
2535,145.54,231,187,RCB,293.95,181.95,2,48
2855,161.87,295,133,DC,1098.15,253.77,5,1
2798,153.34,233,124,PBKS,260.51,149.57,5,4
2555,106.74,264,32,GT,1211.72,267.88,1,2
2106,115.17,227,6,PBKS,1165.78,294.41,3,58
3762,88.54,388,94,GT,374.84,156.07,1,40
2612,99.69,233,26,RR,1763.06,373.55,4,5
2391,141.98,275,37,DC,798.81,273.0,2,43
2578,134.59,266,13,RCB,1791.34,431.95,2,25
2056,132.18,181,93,CSK,250.0,85.51,1,57
1724,105.91,166,197,KKR,1163.52,313.03,5,34
1863,130.21,200,25,CSK,549.16,169.16,3,33
3525,157.37,375,141,DC,1384.61,351.42,5,58
2613,130.81,299,20,LSG,1347.79,298.26,3,40
3463,138.12,346,72,SRH,1602.97,317.21,1,9
3804,132.49,377,188,CSK,744.88,198.27,3,6
1499,146.62,148,149,RR,1221.63,239.06,2,17
2248,121.88,212,115,RCB,859.24,234.47,4,1
4303,113.87,429,127,LSG,823.96,241.64,3,49
2619,137.34,279,189,CSK,471.06,198.52,3,18
2971,118.51,272,26,KKR,452.31,146.93,3,21
2172,150.93,241,54,KKR,1299.84,330.02,5,34
4510,153.98,443,170,PBKS,1097.91,266.92,3,28
1964,117.86,227,139,RR,1211.29,264.68,1,29
2123,145.07,205,165,GT,794.53,217.15,4,33
2798,129.0,266,125,CSK,787.45,291.81,4,50
2692,111.32,278,11,PBKS,880.12,189.78,2,34
1965,120.76,183,27,SRH,1441.49,305.81,1,3
3712,137.84,391,94,RCB,823.22,225.31,5,51
3689,92.21,377,83,PBKS,1520.91,313.05,3,17
1691,114.13,173,34,CSK,788.83,219.75,4,59
1939,104.76,214,38,PBKS,877.68,166.35,1,3
2053,128.61,166,189,CSK,994.44,264.7,2,42
1761,125.56,216,87,RR,1525.35,317.95,2,23
3539,136.77,335,181,GT,1277.35,318.02,5,33
2271,126.02,195,65,CSK,830.69,287.05,5,19
2567,118.12,243,131,GT,1151.83,224.36,2,17
2113,123.86,207,195,SRH,701.73,200.82,1,59
3334,138.02,299,156,GT,1195.85,294.2,2,57
0,136.63,0,142,CSK,1295.38,339.89,2,27
5852,107.47,568,52,MI,723.64,214.44,5,32
2717,126.28,249,30,RR,1390.52,382.5,5,8
2599,134.28,248,186,KKR,1196.81,308.54,5,26
696,165.32,64,182,KKR,647.46,138.22,3,11
4721,94.17,504,197,MI,1677.53,354.25,1,47
1226,126.15,136,113,RCB,895.11,187.25,1,18
4875,85.01,493,143,PBKS,1139.62,312.69,4,4
2092,132.04,214,166,GT,435.5,196.6,5,23
3471,154.87,356,142,PBKS,374.06,146.3,3,57
1407,123.54,165,185,RR,1396.0,309.34,1,3
4369,153.98,431,187,LSG,620.12,106.95,2,42
1602,117.85,185,8,PBKS,1133.14,322.98,4,32
1753,166.04,184,72,RR,739.32,188.01,1,51
1508,143.64,133,147,CSK,1322.33,369.98,5,4
3421,121.1,326,32,KKR,982.63,282.73,3,48
1948,129.97,175,95,MI,1239.48,274.83,2,46
3479,104.99,373,157,CSK,769.61,160.96,1,22
1644,141.28,170,41,DC,730.74,149.2,1,4
3447,134.81,326,75,KKR,835.37,256.26,3,46
3211,120.75,301,45,GT,1057.23,258.23,4,50
2547,173.77,248,13,SRH,1128.89,265.73,2,24
4024,138.01,451,155,CSK,318.01,154.35,2,46
3225,167.08,317,19,KKR,772.52,241.95,4,55
1878,117.77,199,154,DC,669.1,224.13,4,52
4318,123.18,450,53,RR,1410.39,355.35,5,1
3877,149.84,359,179,MI,473.62,143.06,4,19
3386,141.17,315,165,KKR,448.26,166.02,3,28
2313,130.94,227,137,RR,2146.9,471.98,1,50
2354,131.82,211,180,GT,1044.28,282.58,4,9
876,121.42,60,182,RR,671.39,151.84,1,31
930,122.33,109,3,KKR,1209.69,274.55,1,29
3617,114.1,397,96,DC,1139.66,339.17,5,54
1069,126.91,95,197,RR,297.35,62.64,3,17
2213,152.1,221,136,KKR,807.32,250.57,4,3
3560,146.38,323,14,GT,436.91,125.55,1,49
571,132.47,39,120,GT,1792.75,436.94,4,20
2660,130.57,239,131,KKR,258.26,124.85,4,49
3140,144.68,308,152,DC,2022.17,437.16,1,6
2151,123.33,218,13,GT,559.59,168.95,4,4
1349,138.58,128,171,CSK,720.24,243.6,5,34
1429,156.07,140,157,GT,978.7,247.1,1,25
3461,129.22,356,72,CSK,711.23,193.18,4,5
1797,131.4,146,179,LSG,794.47,208.5,2,18
1325,115.37,130,170,GT,1168.04,368.99,5,52
2465,136.75,260,159,GT,738.8,149.65,1,22
2043,159.32,181,191,KKR,618.48,171.95,3,27
3624,136.11,361,154,SRH,1819.72,413.85,3,49
4326,164.63,431,146,PBKS,805.46,247.49,3,14
483,132.3,26,82,GT,826.12,271.22,5,12
2191,142.62,185,57,GT,1339.4,325.0,2,31
4231,134.68,456,7,PBKS,1274.75,355.54,2,54
1456,119.26,169,112,PBKS,962.61,239.15,1,41
2435,145.44,263,48,MI,640.41,244.27,5,19
4452,97.85,427,80,PBKS,655.44,154.89,2,58
1725,139.37,190,119,MI,955.75,243.44,5,3
3237,120.95,352,120,RCB,601.7,153.52,4,25
2350,173.74,214,60,RR,1075.87,238.52,1,46
3736,161.86,329,33,DC,853.21,217.54,1,45
3318,137.56,332,115,RR,411.04,158.9,2,37
1703,115.69,164,128,KKR,1034.77,234.9,1,8
787,107.34,103,3,LSG,992.18,314.81,5,55
1853,168.35,186,4,RCB,917.23,210.42,2,8
1345,119.28,131,100,LSG,1080.08,261.79,4,19
2765,173.15,252,4,GT,283.28,99.49,1,58
677,134.86,43,42,KKR,818.76,261.42,1,44
1061,109.06,106,9,RCB,354.7,152.18,4,8
1054,148.0,93,51,DC,621.87,223.75,5,28
0,160.15,0,145,KKR,1050.42,252.89,3,13
1864,125.72,172,145,GT,1163.37,314.86,5,53
2698,136.75,261,97,PBKS,1714.21,395.85,4,18
2188,114.33,236,20,RCB,903.33,283.39,2,59
0,156.99,12,142,KKR,524.25,122.61,2,6
3956,154.81,395,22,MI,632.8,226.92,3,32
1528,141.17,161,180,KKR,871.95,223.43,2,58
2717,140.59,264,27,KKR,890.48,234.35,1,36
4679,161.24,487,43,LSG,759.89,175.72,2,17
4294,175.06,436,131,RR,541.25,150.0,4,1
1256,159.29,144,94,PBKS,1049.43,276.58,2,55
2244,106.41,221,8,PBKS,250.0,180.41,5,56
6040,105.99,606,86,SRH,1707.22,367.16,1,14
1064,159.15,106,89,KKR,1964.64,370.52,2,27
1827,136.81,201,138,RR,992.15,251.25,5,16
1810,114.78,169,113,RR,827.61,254.71,3,27
0,120.2,0,157,RR,1530.4,368.16,4,15
3183,186.89,320,168,MI,1457.76,436.72,3,30
2587,130.28,270,193,DC,628.83,140.61,3,11
3946,102.71,383,21,RR,731.38,189.65,5,13
1679,117.67,195,152,LSG,1491.33,354.64,1,2
2312,84.55,232,188,SRH,757.69,152.83,2,6
3615,162.29,367,154,GT,529.67,222.44,4,39
3476,111.92,340,9,MI,389.4,101.82,2,28
2154,73.44,218,148,RCB,899.69,217.38,3,39
2471,130.27,261,184,RCB,1229.73,366.82,5,38
1335,119.79,130,36,KKR,365.93,111.59,4,3
4144,154.67,416,36,GT,1114.28,301.19,5,58
3870,122.28,349,73,RR,904.14,223.93,5,37
3629,140.68,384,150,GT,718.11,174.49,4,24
1645,120.91,158,1,MI,1119.58,246.86,1,56
2563,137.98,275,69,CSK,250.0,143.7,1,11
2832,105.98,257,37,CSK,1346.43,326.12,3,42
2188,147.22,229,72,CSK,555.55,166.44,3,9
2294,114.82,236,107,SRH,250.0,73.95,1,51
1866,131.09,195,96,KKR,453.79,81.97,1,48
1420,141.23,124,141,RCB,1019.94,265.3,3,40
1103,138.12,66,84,SRH,250.0,125.95,2,25
3778,112.81,411,43,MI,1209.09,357.59,5,40
1932,109.28,222,37,RCB,1001.44,263.32,2,36
2499,139.94,218,25,KKR,852.29,211.98,2,9
2659,166.37,257,149,CSK,759.22,263.39,2,30
3278,143.85,346,169,GT,1423.56,369.81,4,52
4467,108.77,426,73,RR,1044.08,286.0,3,39
2872,117.69,270,170,RR,1059.92,202.47,1,31
2662,161.9,279,42,RCB,1111.35,284.59,3,7
3152,147.66,303,2,MI,713.07,227.28,5,41
1099,143.36,114,196,DC,1064.03,345.27,4,56
3632,142.61,365,136,SRH,643.48,183.03,1,4
3103,125.2,317,96,MI,692.38,233.89,5,58
3178,142.96,326,61,GT,874.68,255.19,4,53
1904,134.45,162,14,PBKS,1078.65,305.69,5,9
1931,108.79,216,113,RR,672.42,210.84,2,54
2938,157.35,307,77,SRH,1633.25,363.98,4,37
2333,134.03,221,21,KKR,959.93,280.72,4,16
3222,127.87,370,152,LSG,997.7,266.07,3,51
2647,152.86,263,178,SRH,1442.11,353.54,5,23
2575,117.66,276,173,DC,947.1,254.47,5,46
1520,151.34,132,192,PBKS,1259.32,244.23,1,33
0,120.99,0,64,GT,930.73,302.22,5,27
2808,138.65,266,154,CSK,250.0,100.94,2,18
2484,108.37,239,160,KKR,428.24,130.05,5,18
2801,138.42,275,57,MI,1243.64,305.78,4,8
3331,115.04,300,119,GT,1285.51,351.04,5,30
988,110.33,126,181,CSK,735.63,220.53,5,37
1837,112.82,153,161,KKR,1255.41,290.77,5,49
2045,124.74,210,52,PBKS,1079.22,248.23,1,35
4432,156.62,434,95,CSK,578.58,213.1,4,36
3215,161.16,343,146,RCB,1303.93,287.99,4,15
188,135.5,21,163,GT,1069.39,294.29,2,6
1869,158.65,172,140,RR,915.36,215.59,3,56
2956,146.94,312,179,PBKS,250.0,59.7,4,11
1975,144.51,204,89,CSK,250.0,122.22,4,6
2143,191.45,175,10,RR,443.16,172.97,4,35
3066,161.5,315,52,MI,1246.35,356.19,4,18
383,133.79,26,34,RR,653.52,182.25,2,2
1714,168.48,199,115,KKR,318.77,112.89,2,15
2205,168.5,249,195,RR,559.53,218.13,4,11
1918,112.93,189,167,CSK,683.29,222.41,3,56
1394,153.42,121,136,KKR,943.93,310.39,4,45
3930,131.45,399,125,RCB,1298.64,314.07,3,53
1970,135.3,181,157,RCB,1450.98,337.81,2,18
4897,161.12,498,150,CSK,668.56,225.39,3,28
3200,145.34,292,198,LSG,1113.21,337.8,5,14
312,90.71,48,189,RCB,1779.94,415.75,4,39
3261,155.18,331,43,DC,869.14,275.16,5,5
820,146.66,80,177,RR,1347.21,322.01,5,35
3627,123.08,361,29,KKR,764.31,227.58,4,46
2109,121.73,230,106,MI,675.06,213.05,5,10
3350,143.08,330,120,GT,1032.26,305.03,3,2
2208,115.86,216,81,SRH,1538.74,360.84,5,14
787,121.84,88,31,GT,351.21,128.44,3,12
666,86.37,76,181,DC,297.9,162.84,5,59
3112,155.19,316,162,RCB,729.62,216.57,3,37
719,131.23,100,128,RCB,1176.48,264.19,3,29
2624,136.83,271,38,LSG,1283.15,337.74,5,28
1909,122.61,191,185,SRH,250.0,97.86,1,43
4705,131.55,461,101,PBKS,1628.38,417.8,3,42
3163,122.15,345,132,MI,548.26,181.56,3,52
78,161.64,17,130,MI,431.73,122.29,3,40
3060,122.62,270,12,KKR,1116.65,317.19,5,18
1539,137.49,177,35,DC,1167.67,238.62,2,39
3293,147.18,342,198,LSG,1769.4,406.9,4,37
4602,180.87,455,110,PBKS,351.35,192.97,5,41
2740,118.61,279,72,SRH,262.74,133.8,5,18
1286,146.74,119,149,KKR,1077.27,320.25,4,41
9,123.95,8,110,RCB,1442.09,332.85,2,35
2349,142.45,253,61,RCB,325.0,124.39,3,28
3441,103.66,346,163,LSG,1399.91,381.81,4,29
3092,130.42,289,48,GT,779.51,194.17,2,48
2470,129.25,222,143,DC,250.0,85.44,4,47
249,141.02,3,71,GT,1373.04,325.91,3,35
644,140.67,40,143,DC,1271.27,246.99,1,5
2317,157.71,228,134,LSG,1235.98,319.98,5,17
2579,147.15,256,68,MI,1059.89,220.27,2,5
3329,130.58,342,22,MI,1009.44,302.02,4,15
2395,89.2,256,32,LSG,250.0,176.21,4,44
2855,154.27,268,123,RR,996.56,290.65,4,37
3379,140.59,355,22,MI,1480.72,313.67,1,7
3147,132.97,327,155,LSG,815.55,303.83,5,49
0,150.06,0,110,RR,250.0,138.54,4,4
1499,122.97,144,15,DC,1089.02,292.07,2,45
1707,143.7,160,124,SRH,573.25,165.69,2,21
3070,150.96,314,44,RR,1346.77,325.15,4,38
2173,139.24,222,115,RR,390.38,205.35,4,18
2246,154.25,234,9,RR,1096.45,330.48,1,24
487,133.96,58,34,LSG,1538.53,348.58,1,11
3675,116.97,378,73,PBKS,523.92,132.82,1,5
3552,121.61,371,143,RR,1770.11,352.82,1,3
1182,134.55,104,190,KKR,1275.36,311.32,3,46
1463,113.25,144,45,MI,1724.11,419.01,2,52
1544,144.37,223,72,LSG,1204.49,313.78,2,53
2189,115.46,220,58,RCB,943.81,248.36,1,35
4542,148.77,454,115,KKR,811.63,245.41,3,36
2903,170.69,285,19,CSK,758.86,270.27,4,59
2187,140.62,239,16,RR,951.51,262.32,4,17
2298,186.04,203,75,DC,530.82,206.0,5,52
2227,148.05,251,106,KKR,1229.32,284.64,4,3
3796,92.02,381,136,PBKS,291.97,161.34,4,45
3015,128.21,269,161,SRH,833.44,225.9,1,20
1525,120.51,169,74,SRH,1038.66,210.85,1,28
2862,117.48,267,18,LSG,1175.3,269.05,2,11
1746,152.23,179,163,RCB,1002.33,300.64,5,3
2140,169.48,224,43,RCB,908.66,259.1,5,38
2240,161.06,243,50,LSG,1573.39,375.92,5,19
2503,174.09,202,3,SRH,1650.47,363.72,1,52
2360,147.67,252,59,LSG,1381.28,275.0,2,27
2982,122.0,295,28,PBKS,678.15,220.74,5,41
3207,141.25,298,46,DC,1152.04,247.48,1,27
1699,133.34,199,64,DC,1180.68,269.67,2,59
1957,131.37,170,70,GT,952.23,328.19,3,55
699,138.98,56,47,PBKS,653.55,198.94,3,55
3986,91.96,454,142,RR,980.84,327.06,5,36
1851,139.33,190,135,KKR,658.12,163.67,3,28
4006,135.48,402,159,SRH,516.58,119.59,2,34
2995,141.61,278,106,DC,701.44,156.33,1,42
4717,167.04,497,81,DC,1274.17,322.15,2,50
4354,133.65,444,51,CSK,1072.47,202.16,2,40
5469,137.47,512,29,MI,495.41,205.87,3,55
3305,121.69,306,113,MI,1153.83,297.95,3,16
2399,124.28,247,143,RCB,656.2,157.01,3,25
3676,132.36,369,128,SRH,1748.05,433.36,5,33
3030,120.29,287,90,PBKS,689.08,171.7,1,46
3260,135.15,349,25,DC,626.19,220.17,3,33
1375,163.99,114,189,DC,780.27,258.41,5,42
4848,125.43,467,41,SRH,250.0,71.76,1,9
2591,129.74,249,69,RCB,1020.76,218.91,2,16
2458,86.36,232,4,CSK,1313.81,298.9,3,9
2085,129.71,220,105,MI,1025.64,251.63,2,31
2779,137.09,298,185,KKR,772.67,253.82,1,32
2127,144.06,213,31,GT,632.57,237.97,3,47
1777,168.69,170,131,GT,748.53,246.34,3,42
1936,137.12,200,117,CSK,250.0,115.83,3,50
1092,130.8,96,195,PBKS,1333.65,295.0,2,21
1709,162.15,153,90,DC,1744.43,400.98,2,36
1488,142.79,127,178,SRH,554.67,189.24,3,49
4120,124.97,421,145,GT,647.15,173.74,5,43
3249,109.56,331,188,SRH,664.88,159.67,1,49
3158,148.52,348,66,GT,981.09,277.44,5,47
4620,147.31,415,88,GT,250.0,86.96,1,7
4036,149.78,381,24,MI,672.45,152.31,4,10
3587,161.92,331,99,DC,309.9,145.23,2,30
889,121.82,83,160,RR,1441.56,363.07,5,43
4789,150.41,469,105,RR,662.02,203.02,2,57
2585,143.45,290,19,PBKS,1305.98,325.35,5,9
3976,124.47,362,66,DC,1296.99,306.31,5,29
3785,134.83,397,60,RR,250.0,108.82,4,20
2834,146.71,279,115,KKR,928.29,220.83,2,17
3804,156.95,383,194,LSG,581.86,195.32,1,57
1681,129.04,158,15,LSG,571.95,143.54,2,54
3821,151.69,378,85,KKR,1291.81,311.21,3,7
1723,146.0,195,163,RCB,568.51,170.65,2,45
3729,156.14,354,197,DC,261.76,73.57,1,58
3573,138.33,389,155,CSK,1242.24,340.67,3,52
2109,124.25,226,88,SRH,1107.42,300.15,5,21
3513,157.03,396,7,CSK,786.96,315.53,5,53
1441,127.43,157,6,LSG,250.0,71.44,2,37
1587,142.09,168,125,RCB,1549.77,327.72,1,57
1558,154.12,168,33,DC,978.22,249.01,4,51
1983,167.43,211,58,GT,1072.49,274.11,3,22
2615,131.93,233,177,LSG,682.77,196.95,4,22
4045,142.42,411,145,LSG,1254.81,284.26,5,22
3476,128.74,332,110,CSK,417.43,191.34,3,51
2714,108.06,239,42,PBKS,959.94,269.38,5,46
2850,108.22,240,94,RR,667.92,157.27,1,51
1949,119.29,225,168,RR,843.11,197.48,1,45
3212,145.83,318,174,RR,250.0,67.03,2,19
2908,120.63,298,199,CSK,1033.01,294.92,4,41
2328,155.59,281,198,MI,957.23,274.26,1,42
4347,112.8,441,196,LSG,871.77,205.01,2,28
3786,138.69,367,129,DC,839.07,203.44,1,11
3677,133.81,377,79,SRH,1047.26,263.5,3,40
3446,148.57,345,95,MI,1177.37,264.85,3,32
2192,88.3,183,111,MI,1064.9,229.75,4,1
3179,140.95,284,97,MI,774.18,247.51,5,18
2484,151.99,269,180,MI,1155.39,280.47,2,29
2373,106.47,228,163,CSK,1387.52,358.82,5,23
2260,123.36,214,119,PBKS,962.68,309.23,4,30
937,138.69,126,69,RCB,792.23,192.22,1,19
203,95.14,2,133,LSG,453.4,207.16,5,55
5457,134.62,542,145,MI,1280.3,301.76,1,42
4869,144.99,466,181,GT,1123.83,260.95,2,25
4048,160.07,409,52,PBKS,1464.94,393.21,5,25
1291,105.88,140,142,LSG,1503.42,321.87,1,57
1138,147.26,112,122,PBKS,1721.03,397.95,2,32
2980,144.13,302,29,KKR,895.88,273.66,5,32
2431,136.22,245,136,DC,1608.89,410.94,5,34
1129,142.38,98,104,GT,430.58,127.46,4,27
2904,141.2,289,1,CSK,1169.58,319.21,4,33
3099,147.42,326,29,LSG,1293.92,375.62,5,14
1431,71.02,140,164,RR,983.64,228.79,1,15
3889,156.83,369,179,SRH,690.93,232.43,5,6
2358,97.66,274,165,PBKS,837.8,212.76,5,14
1996,115.55,181,69,LSG,1303.04,339.32,3,51
2469,131.34,251,53,SRH,879.73,283.74,3,39
904,110.38,115,124,KKR,889.92,230.48,1,11
3470,107.05,358,180,GT,967.61,319.98,4,56
3212,151.93,301,88,RCB,718.13,196.6,3,55
1106,117.17,58,83,RR,982.77,253.89,4,40
3154,139.9,301,12,KKR,823.02,307.09,3,57
1455,140.29,127,52,PBKS,813.17,215.82,3,10
1137,108.29,98,129,MI,1036.43,289.99,5,2
2557,144.1,269,135,CSK,368.87,122.91,1,27
3839,141.8,406,145,LSG,1281.32,334.09,1,15
0,145.18,40,127,KKR,770.21,214.16,1,46
1888,132.62,215,171,PBKS,832.91,306.02,4,55
5983,134.77,601,71,SRH,1239.17,326.9,1,55
1538,102.06,170,17,RR,965.51,249.59,3,32
4106,150.63,431,187,RR,434.64,214.48,1,16
1075,127.9,103,3,SRH,741.0,250.53,5,13
3052,150.0,326,29,RR,1438.78,328.73,2,44
2235,180.94,274,22,RCB,250.0,139.72,1,51
2794,118.1,255,166,LSG,392.77,123.99,2,24
1465,111.12,148,54,SRH,1445.91,359.89,1,1
1657,121.84,172,107,CSK,992.69,259.42,1,48
3496,138.57,366,178,RR,1004.59,217.66,1,22
3857,128.5,406,69,CSK,968.08,226.03,1,22
1891,137.06,197,158,MI,1413.86,356.63,1,52
2810,135.89,272,151,DC,870.21,199.37,1,40
4763,131.62,465,120,PBKS,598.44,200.22,3,21
3260,105.96,364,47,PBKS,1288.38,356.02,3,52
3880,113.17,412,149,KKR,1095.15,213.21,1,5
1169,121.84,161,20,PBKS,825.93,255.5,1,41
487,140.47,50,151,PBKS,1062.61,268.73,1,18
1369,119.0,137,196,DC,898.04,205.09,2,10
1744,173.52,197,149,RR,1324.09,388.08,4,27
3251,150.74,338,21,LSG,760.2,184.97,3,17
2275,106.56,215,1,SRH,1328.82,232.18,1,20
3426,162.87,343,143,SRH,1658.87,392.02,3,14
2866,116.41,309,17,KKR,1203.04,270.0,2,52
2414,152.46,254,51,SRH,250.0,96.67,3,42
3239,139.19,294,191,SRH,528.28,122.23,4,2
1629,115.05,133,14,GT,1203.9,286.36,5,22
1618,112.42,163,59,RCB,1444.88,348.72,2,54
3054,177.87,341,83,PBKS,913.74,238.05,4,2
3360,104.75,330,50,SRH,1046.11,261.64,3,4
2981,128.82,282,124,GT,701.24,166.35,2,13
2918,138.85,292,34,MI,1803.93,373.04,2,34
1998,154.45,210,6,CSK,1124.98,312.65,4,52
4372,94.48,425,109,KKR,786.59,211.23,1,49
1339,179.54,156,49,MI,971.77,309.95,2,59
1459,118.43,142,6,DC,577.17,183.52,3,58
2281,144.8,206,117,LSG,1519.77,387.49,4,36
2256,139.98,218,118,LSG,545.73,145.57,4,58
370,108.26,47,197,GT,454.87,173.04,2,1
1125,112.9,97,7,GT,1322.83,285.12,1,23
3386,122.21,374,97,PBKS,805.21,191.11,4,1
4637,124.96,487,179,DC,1147.51,299.54,3,8
2605,114.99,235,118,RR,638.22,171.21,4,10
1689,142.02,169,129,GT,1337.01,295.66,2,8
3370,150.37,313,141,SRH,1064.37,185.46,1,26
2668,165.5,299,171,DC,1186.51,350.82,5,3
1761,129.08,182,27,PBKS,992.76,240.86,4,2
4000,137.35,398,199,RCB,609.58,168.93,4,2
2288,126.77,249,116,RR,418.64,149.39,1,17
3954,91.69,378,131,SRH,1105.79,271.11,5,53
5209,164.56,515,58,RR,1574.87,398.59,4,22
3446,124.83,373,89,RR,1101.94,350.22,5,24
869,144.82,106,97,KKR,881.59,281.88,4,46
2255,136.15,227,17,KKR,1338.51,293.39,2,19
1590,119.54,184,173,LSG,505.18,138.37,1,29
2490,146.48,281,101,CSK,851.5,246.29,3,26
3235,143.99,329,186,CSK,1267.51,358.4,5,58
2911,118.55,278,184,LSG,925.69,263.39,4,52
3496,115.83,355,182,GT,1331.1,291.19,4,11
3070,127.03,305,29,DC,902.62,186.78,1,3
2897,145.47,279,102,KKR,812.02,248.1,4,52
829,110.92,71,123,CSK,554.55,208.66,3,48
4303,134.23,452,54,CSK,818.02,255.46,2,34
1567,138.74,108,27,KKR,999.48,281.17,5,5
3182,101.84,319,102,PBKS,1071.81,268.99,2,37
3571,116.73,338,117,MI,1078.49,257.54,2,40
1629,128.63,180,104,RCB,1248.94,367.47,4,37
1674,136.67,183,45,RCB,769.03,251.38,3,55
1483,124.87,131,114,MI,1480.44,376.52,2,57
2718,113.13,289,87,MI,250.0,116.13,4,41
1693,145.7,165,31,PBKS,628.68,151.63,4,6
842,135.32,87,164,RR,935.83,197.45,3,40
1906,149.59,199,189,LSG,1343.93,331.71,2,54
5485,128.82,544,37,KKR,1185.6,302.99,4,44
4520,116.98,449,195,LSG,940.22,285.33,3,39
2373,141.32,250,36,DC,954.76,300.77,4,15
3937,96.14,427,119,MI,1753.31,376.82,1,41
1313,157.31,130,5,LSG,1054.16,311.63,2,48
4757,110.63,458,174,CSK,1080.02,283.9,2,46
1219,129.96,115,52,CSK,595.86,190.1,5,32
3609,110.13,320,49,DC,445.31,189.07,3,57
2033,124.59,188,6,DC,938.28,311.9,4,31
776,106.25,72,123,RR,250.0,121.02,1,35
731,150.67,78,138,RR,788.46,254.17,4,30
2228,149.89,229,118,RCB,512.64,117.31,3,4
2083,135.15,195,23,MI,298.56,115.91,4,11
3494,148.52,346,145,RR,953.84,241.85,5,5
2278,126.81,204,110,SRH,1129.56,273.97,3,46
3801,106.97,365,44,PBKS,1487.13,404.05,5,22
3693,122.83,365,41,RR,250.0,76.04,2,38
2022,116.42,171,143,DC,933.1,257.48,2,53
4830,156.97,493,172,SRH,855.67,223.17,3,1
1734,138.09,163,186,LSG,1490.04,278.85,2,12
2875,127.64,301,50,PBKS,774.2,279.54,5,35
2388,126.99,241,52,RCB,1579.82,363.85,3,14
1288,127.45,144,70,DC,1132.03,324.97,4,55
1608,128.72,168,196,LSG,829.72,285.06,4,32
1745,131.14,205,191,RCB,1104.46,276.47,3,50
1896,132.09,161,186,LSG,1142.02,256.11,1,38
4586,113.42,467,151,PBKS,928.02,233.46,5,19
2925,137.02,302,172,GT,1250.67,285.63,2,18
5729,120.33,569,109,DC,1161.21,310.84,3,46
2422,141.85,235,118,RR,781.88,247.24,4,34
1080,131.94,95,109,CSK,884.91,256.53,3,53
1154,146.68,92,95,CSK,1250.24,314.24,2,6
2608,136.26,255,44,MI,567.85,104.05,1,52
3843,123.43,407,180,KKR,839.71,215.24,1,24
3845,139.41,402,67,SRH,420.17,120.7,4,42
1641,143.69,162,156,SRH,250.0,168.56,5,45
1612,94.33,144,67,MI,989.58,246.87,2,4
2502,117.76,258,18,SRH,1036.11,293.76,4,44
4054,92.19,418,155,RCB,827.09,233.65,3,34
2630,136.01,238,179,PBKS,1369.71,382.99,4,22
3236,112.13,326,60,GT,1159.24,253.91,1,31
1842,134.87,192,74,RR,1281.17,350.97,3,18
1755,144.58,196,49,MI,1177.19,205.04,1,11
3467,116.65,323,15,CSK,1360.97,312.17,3,26
801,155.02,74,73,DC,841.46,194.31,2,52
4003,152.53,376,196,PBKS,1836.71,413.16,4,23
4121,122.97,378,143,KKR,280.6,106.65,5,52
1902,110.68,204,179,RCB,1166.93,342.37,2,45
1152,143.37,117,48,GT,613.2,143.1,2,12
2934,166.79,296,72,LSG,887.34,279.42,4,12
1541,132.16,190,113,PBKS,472.36,194.19,5,56
3840,161.66,371,129,PBKS,1079.93,309.44,4,17
2252,128.74,237,135,KKR,1789.08,368.2,2,40
2932,108.55,297,53,PBKS,922.32,269.28,4,29
2220,130.71,187,159,RR,541.46,184.27,3,19
3027,138.19,330,18,RCB,672.11,168.18,2,36
1766,144.63,186,12,LSG,395.58,166.2,4,8
3409,141.62,351,48,RR,994.16,191.0,2,24
2889,126.12,289,30,PBKS,454.54,226.59,5,55
1159,165.05,143,97,SRH,640.66,176.34,1,37
1470,154.56,129,7,MI,857.48,183.05,1,1
1348,133.08,138,92,RCB,845.58,229.6,3,7
2999,178.95,300,113,KKR,757.64,276.9,5,31
5051,141.24,512,3,KKR,403.36,139.36,3,16
1289,118.37,153,107,MI,404.46,144.22,5,50
1782,121.96,188,63,RR,1006.68,264.02,3,47
4301,135.31,415,134,RR,1354.86,307.21,2,47
3577,155.82,361,102,RR,900.33,167.33,2,30
4057,158.8,401,15,GT,1116.65,341.36,4,50
1885,131.22,177,199,DC,360.48,185.02,5,7
3828,178.62,409,171,KKR,463.98,123.35,1,12
5170,132.68,538,91,RCB,472.0,129.58,4,16
3535,134.36,327,81,CSK,290.13,71.37,2,17
3913,147.28,399,146,RR,1690.12,370.41,1,47
346,113.02,54,150,DC,445.98,64.01,1,47
4962,147.61,478,61,LSG,475.77,99.85,3,33
3379,138.45,364,120,RCB,970.33,283.13,5,13
3055,134.29,313,61,GT,904.76,252.19,1,39
3125,121.01,336,53,KKR,250.0,128.65,4,54
2272,117.51,256,26,MI,920.89,200.68,4,7
2353,157.17,236,115,LSG,775.58,213.86,5,48
3841,150.36,378,40,PBKS,1215.79,402.14,5,13
4480,152.5,419,88,SRH,987.27,248.59,4,18
0,142.44,0,116,GT,799.57,157.32,1,9
1765,121.73,187,136,MI,408.18,164.94,5,58
3270,126.51,351,21,LSG,895.84,189.47,4,6
