product,category,price,rating,stock,discount
Phone,Sports,46382.03,4.3,19,0.44
Smartwatch,Home,79791.03,4.6,284,0.07
Camera,Home,131608.8,4.9,442,0.21
Phone,Accessories,106758.03,2.5,476,0.33
Headphones,Electronics,9594.64,4.8,359,0.45
Laptop,Accessories,140954.48,1.9,469,0.37
Laptop,Accessories,129598.83,4.0,449,0.38
Camera,Accessories,88940.63,1.4,335,0.35
Smartwatch,Home,122336.88,1.8,125,0.28
Smartwatch,Sports,91595.82,3.8,362,0.44
Tablet,Sports,6184.61,3.0,213,0.49
Laptop,Home,133365.76,2.2,425,0.29
Laptop,Home,104864.73,3.2,285,0.25
Laptop,Home,74413.07,2.6,173,0.33
Laptop,Electronics,85515.15,4.9,44,
Laptop,Home,92204.57,1.3,480,0.09
Tablet,Electronics,77642.77,4.4,177,0.34
Phone,Electronics,269.04,2.2,229,0.27
Smartwatch,Sports,138245.2,4.2,280,0.12
Laptop,Accessories,118515.31,3.9,342,0.35
Phone,Electronics,5336.33,4.7,133,0.17
Tablet,Accessories,149508.11,4.1,81,0.33
Tablet,Electronics,73379.01,1.2,466,0.43
Smartwatch,Accessories,16514.79,2.8,84,0.14
Headphones,Sports,135215.95,2.4,172,0.44
Laptop,Sports,15533.42,1.5,35,0.03
Laptop,Electronics,80111.5,1.7,3,0.31
Phone,Home,97152.45,3.7,209,0.42
Tablet,Home,37640.46,3.9,45,0.45
Headphones,Home,45275.47,2.5,199,0.5
Headphones,Home,107258.54,1.7,352,0.39
Phone,Sports,131569.76,1.2,25,0.23
Tablet,Accessories,62995.2,3.3,444,0.35
Phone,Accessories,141038.2,2.5,317,0.19
Headphones,Sports,80743.41,1.1,32,0.27
Headphones,Accessories,141140.96,1.5,300,0.49
Smartwatch,Electronics,138766.08,2.4,61,0.22
Camera,Electronics,54190.3,2.1,294,0.08
Tablet,Electronics,30888.35,3.1,79,0.39
Smartwatch,Home,99549.6,1.5,30,0.07
Laptop,Accessories,42633.4,2.9,97,0.03
Phone,Sports,33822.68,2.7,273,0.28
Laptop,Accessories,126334.07,4.0,440,0.5
Tablet,Electronics,121749.69,3.7,498,0.33
Phone,Electronics,102759.16,3.6,323,0.21
Smartwatch,Sports,70430.24,2.8,444,0.33
Smartwatch,Electronics,88586.43,4.5,71,0.09
Smartwatch,Sports,60921.38,4.7,301,0.16
Camera,Sports,49076.83,2.2,290,
Tablet,Accessories,73995.41,1.1,416,0.44
Phone,Accessories,54998.04,4.8,358,0.33
Camera,Home,126011.26,1.3,341,0.17
Headphones,Sports,82430.4,4.8,144,0.02
Phone,Accessories,118893.14,1.2,389,0.3
Smartwatch,Home,60777.28,1.8,340,0.49
Camera,Accessories,27786.12,2.6,70,0.4
Laptop,Electronics,28952.14,4.5,98,0.12
Phone,Accessories,31517.23,2.5,475,0.4
Phone,Home,128173.68,2.0,174,0.32
Phone,Accessories,34343.66,1.1,491,0.07
Tablet,Electronics,112769.11,2.1,325,0.47
Camera,Accessories,142895.26,2.4,243,0.4
Camera,Sports,123965.99,1.3,401,0.19
Laptop,Home,124843.39,3.4,198,0.39
Tablet,Home,81085.71,2.7,492,0.14
Laptop,Accessories,937.17,4.2,99,0.27
Headphones,Sports,8955.75,3.9,188,0.21
Phone,Accessories,50555.49,1.0,147,0.12
Phone,Sports,84746.54,3.3,295,0.2
Smartwatch,Sports,123665.98,2.6,208,0.4
Tablet,Accessories,120395.71,4.9,37,0.33
Smartwatch,Home,87535.49,4.4,49,0.33
Laptop,Home,53066.09,2.1,8,0.33
Tablet,Sports,148370.23,1.9,273,0.44
Phone,Electronics,53250.95,3.1,375,0.06
Tablet,Electronics,147876.92,1.9,449,0.15
Camera,Electronics,144883.29,4.4,30,0.29
Tablet,Sports,87377.93,4.4,309,0.34
Smartwatch,Electronics,104534.42,2.8,228,0.4
Headphones,Home,15818.95,4.5,383,0.05
Phone,Electronics,78045.28,1.8,15,0.35
Headphones,Sports,19487.82,3.0,28,0.03
Tablet,Sports,116507.43,3.1,49,0.27
Headphones,Electronics,97422.86,3.6,12,0.08
Smartwatch,Electronics,43692.02,2.7,437,0.31
Laptop,Electronics,108414.96,5.0,396,0.45
Camera,Electronics,144370.62,2.7,152,0.48
Smartwatch,Electronics,108582.4,3.3,376,0.04
Smartwatch,Electronics,39702.84,4.9,87,0.0
Smartwatch,Home,14701.89,2.9,284,0.12
Tablet,Home,108566.69,3.2,148,0.01
Laptop,Home,58967.68,4.3,478,0.44
Laptop,Sports,50813.01,4.1,368,0.13
Phone,Electronics,76183.41,2.6,430,0.14
Headphones,Home,48157.91,2.5,269,0.47
Smartwatch,Sports,53072.6,2.8,8,0.06
Tablet,Home,107903.51,1.4,198,0.14
Laptop,Accessories,126138.66,1.6,442,0.31
Tablet,Electronics,14138.89,1.3,387,0.07
Phone,Home,106398.83,4.1,54,0.19
Smartwatch,Home,42164.25,4.7,8,0.34
Camera,Electronics,91924.26,2.9,434,0.48
Headphones,Home,35511.92,3.1,158,0.2
Smartwatch,Home,123670.01,2.7,240,0.08
Smartwatch,Sports,31765.17,3.3,372,0.27
Tablet,Sports,112461.78,2.1,424,0.22
Laptop,Electronics,92587.96,2.8,92,0.05
Phone,Accessories,87902.67,4.7,454,0.16
Smartwatch,Electronics,37711.76,2.0,375,0.46
Phone,Home,96910.89,4.9,357,0.45
Smartwatch,Electronics,59290.31,4.5,133,0.2
Tablet,Electronics,25926.45,2.8,210,0.02
Headphones,Sports,81423.72,2.9,314,0.03
Phone,Home,50060.73,1.2,27,0.19
Laptop,Sports,9724.15,2.7,360,0.26
Tablet,Accessories,113179.16,3.6,278,0.12
Headphones,Electronics,120684.21,1.5,414,0.28
Headphones,Home,116637.36,3.6,338,0.47
Laptop,Electronics,64558.71,2.5,437,0.15
Phone,Accessories,10478.77,2.3,385,0.26
Smartwatch,Home,144676.2,4.9,98,0.37
Tablet,Home,113744.88,4.5,294,0.49
Laptop,Electronics,115287.36,2.9,412,0.21
Laptop,Home,12791.47,2.3,83,0.35
Smartwatch,Accessories,7166.35,1.7,46,0.46
Camera,Sports,95743.95,2.3,44,0.37
Smartwatch,Accessories,13188.86,3.5,117,0.03
Headphones,Sports,80157.28,3.8,62,0.18
Smartwatch,Sports,12907.1,1.4,346,0.14
Smartwatch,Home,7822.96,4.1,117,0.3
Smartwatch,Sports,2876.7,1.2,257,0.39
Laptop,Sports,76263.27,4.6,383,0.15
Phone,Home,13926.43,4.9,281,0.01
Camera,Home,110028.25,2.6,282,0.18
Headphones,Home,110678.91,3.3,204,0.35
Laptop,Sports,91184.36,1.5,274,0.07
Phone,Electronics,94938.3,1.3,381,0.47
Headphones,Electronics,37830.54,2.8,413,0.07
Smartwatch,Sports,59203.62,1.3,288,0.4
Camera,Sports,51907.37,3.4,318,0.35
Headphones,Electronics,60142.34,3.5,341,0.04
Phone,Home,59767.83,2.6,329,0.32
Tablet,Home,40086.71,1.7,381,0.44
Smartwatch,Accessories,104443.33,2.6,407,0.42
Laptop,Electronics,134312.03,2.4,348,0.14
Tablet,Home,17952.06,3.9,410,0.32
Headphones,Home,63624.07,4.7,405,
Smartwatch,Sports,102750.93,,375,0.32
Smartwatch,Home,145069.96,4.1,426,0.13
Laptop,Electronics,78503.83,4.8,222,0.45
Phone,Accessories,116352.18,5.0,482,0.27
Laptop,Home,119113.01,4.8,416,0.1
Phone,Accessories,77321.31,1.1,176,0.04
Smartwatch,Accessories,33402.52,2.3,109,0.11
Headphones,Home,8419.43,1.0,57,0.26
Camera,Electronics,107427.15,2.1,137,0.41
Tablet,Accessories,126864.97,3.1,40,0.29
Laptop,Sports,140094.51,1.9,316,0.42
Camera,Sports,79758.83,1.7,182,0.19
Headphones,Sports,46364.72,3.3,327,0.14
Phone,Electronics,18324.86,4.3,299,0.15
Camera,Sports,18250.66,3.1,65,0.47
Phone,Sports,131161.14,4.9,229,
Smartwatch,Sports,71137.31,4.5,167,0.04
Camera,Sports,100393.88,4.7,407,0.46
Headphones,Accessories,78878.56,1.2,29,0.42
Smartwatch,Electronics,46826.99,1.5,8,0.07
Smartwatch,Accessories,145171.92,3.1,419,0.22
Laptop,Electronics,33259.59,2.2,127,0.12
Tablet,Home,16787.74,1.2,127,0.18
Tablet,Electronics,6179.21,1.5,176,0.01
Camera,Electronics,2451.93,,365,0.11
Laptop,Home,50789.72,3.5,15,0.01
Laptop,Sports,75352.4,2.4,175,0.11
Headphones,Home,149445.87,4.4,242,0.31
Laptop,Sports,91349.02,3.7,401,0.49
Laptop,Electronics,26507.78,1.1,470,0.43
Smartwatch,Electronics,87383.45,4.9,287,
Laptop,Sports,68169.95,1.6,44,0.36
Smartwatch,Accessories,116815.1,1.3,279,0.39
Smartwatch,Home,130456.36,3.4,345,0.41
Headphones,Sports,84422.05,3.9,397,0.09
Camera,Electronics,128156.78,4.2,202,0.46
Laptop,Electronics,55721.6,1.4,170,0.33
Tablet,Home,117994.39,1.1,344,0.31
Phone,Home,59776.81,3.8,388,0.04
Tablet,Accessories,134905.51,3.7,238,0.06
Laptop,Accessories,129790.89,3.1,291,0.27
Headphones,Sports,96211.13,2.5,88,0.47
Headphones,Home,16939.02,1.7,148,0.36
Headphones,Accessories,4695.67,2.4,188,0.05
Smartwatch,Electronics,84320.62,2.4,182,0.47
Camera,Sports,100327.13,4.0,243,0.43
Camera,Electronics,34489.96,1.6,342,0.49
Headphones,Sports,46786.88,5.0,458,0.42
Camera,Electronics,102050.88,1.4,345,0.15
Tablet,Sports,116045.25,3.5,322,0.01
Phone,Home,131467.77,4.6,157,0.0
Phone,Accessories,84598.69,1.1,475,0.01
Headphones,Sports,19277.08,,307,0.27
Headphones,Home,147992.82,2.8,473,0.08
Headphones,Electronics,123664.04,4.6,394,0.34
Camera,Accessories,118759.46,4.8,356,0.18
Tablet,Home,45492.09,3.3,482,0.2
Phone,Home,98647.11,3.0,104,0.01
Smartwatch,Accessories,69505.45,2.9,143,
Headphones,Home,109330.28,2.7,498,0.14
Tablet,Sports,62449.22,1.5,377,0.45
Camera,Home,122366.05,4.4,131,0.07
Headphones,Accessories,67558.98,3.5,40,0.47
Laptop,Home,17447.87,3.1,309,0.21
Laptop,Accessories,78298.58,2.5,11,0.06
Tablet,Sports,29421.41,4.8,499,0.29
Tablet,Home,19530.75,1.9,37,0.38
Smartwatch,Accessories,21928.4,1.7,285,0.42
Laptop,Sports,32697.54,3.7,118,0.13
Smartwatch,Accessories,85181.62,3.0,56,0.46
Laptop,Home,64095.38,3.1,236,0.13
Phone,Electronics,24728.69,1.7,323,0.46
Smartwatch,Sports,141572.95,3.7,421,0.23
Laptop,Home,53438.08,1.6,276,0.09
Laptop,Sports,115010.24,3.1,365,0.47
Camera,Sports,23615.41,4.6,210,0.46
Phone,Home,120017.4,1.1,5,
Camera,Electronics,14777.28,1.1,142,0.07
Tablet,Home,132883.74,4.1,364,0.45
Smartwatch,Electronics,101129.84,3.6,459,0.22
Camera,Home,148713.74,4.3,87,0.33
Laptop,Electronics,63216.54,1.3,327,0.26
Laptop,Electronics,24687.55,,31,0.44
Laptop,Electronics,84662.36,3.8,32,0.15
Smartwatch,Electronics,87305.82,3.1,154,0.43
Smartwatch,Sports,133688.54,2.5,115,0.17
Camera,Home,118096.97,5.0,442,0.09
Tablet,Electronics,57626.25,3.7,383,0.3
Camera,Sports,35990.51,4.0,468,0.28
Tablet,Accessories,140535.74,3.5,314,0.31
Headphones,Home,41123.95,3.7,443,0.49
Camera,Sports,111343.04,4.8,469,0.24
Phone,Accessories,139.17,1.8,141,0.01
Phone,Home,108821.95,2.6,191,0.24
Headphones,Electronics,31188.91,1.7,163,0.02
Headphones,Accessories,125462.89,3.2,382,0.2
Phone,Electronics,87395.1,2.2,407,0.32
Camera,Accessories,136853.65,4.0,395,0.25
Tablet,Home,74876.76,1.3,212,0.28
Camera,Sports,6608.08,1.4,148,0.43
Camera,Accessories,149910.19,3.3,363,0.09
Smartwatch,Accessories,16840.51,2.0,397,0.38
Phone,Home,30683.5,3.0,163,0.27
Tablet,Accessories,40545.41,3.9,257,0.07
Laptop,Sports,142842.35,3.8,161,0.22
Phone,Electronics,64422.34,2.3,204,0.46
Smartwatch,Home,102378.19,3.3,338,0.21
Camera,Sports,80988.48,4.2,50,0.2
Tablet,Accessories,124525.85,2.7,201,0.29
Laptop,Sports,14813.49,4.6,296,0.36
Headphones,Electronics,42749.33,1.3,451,0.1
Laptop,Home,129129.09,1.4,452,0.39
Tablet,Sports,67868.22,3.6,421,0.0
Smartwatch,Accessories,53105.71,1.1,301,0.07
Laptop,Electronics,128798.75,,462,0.45
Laptop,Home,131899.96,4.6,399,0.48
Camera,Home,131159.19,1.5,446,0.14
Smartwatch,Sports,144287.54,3.7,395,0.1
Camera,Sports,14096.94,2.1,487,0.49
Smartwatch,Accessories,102819.76,3.4,225,0.07
Tablet,Electronics,46125.25,2.2,36,0.18
Phone,Home,38527.41,3.6,193,0.04
Headphones,Sports,54051.19,4.7,121,0.49
Tablet,Sports,9273.68,1.2,422,0.39
Laptop,Home,103032.6,3.8,444,0.12
Camera,Sports,87838.58,4.1,154,0.24
Smartwatch,Accessories,57600.89,4.2,437,0.12
Camera,Accessories,135937.35,4.7,225,0.01
Laptop,Sports,140704.44,2.5,277,0.32
Tablet,Home,85016.48,4.7,271,0.41
Phone,Electronics,108197.58,3.9,44,0.12
Phone,Sports,92582.27,1.9,398,0.42
Tablet,Home,43561.05,3.1,118,
Tablet,Accessories,111875.33,3.0,194,0.04
Laptop,Home,79913.97,4.0,144,
Phone,Accessories,95732.38,3.0,257,0.25
Phone,Electronics,191.25,2.0,154,0.06
Tablet,Sports,7487.16,4.8,496,0.47
Phone,Sports,117597.38,5.0,48,0.1
Camera,Home,59587.15,3.2,185,0.07
Smartwatch,Sports,53971.22,1.7,74,0.37
Camera,Sports,32697.25,4.0,453,0.32
Tablet,Accessories,46623.36,4.9,77,0.03
Smartwatch,Electronics,38104.64,2.2,16,0.43
Tablet,Electronics,55213.35,2.4,161,0.3
Tablet,Electronics,42360.9,4.6,81,0.46
Headphones,Accessories,45680.44,2.5,23,0.26
Phone,Electronics,83853.0,2.0,199,0.42
Tablet,Accessories,137455.16,1.4,448,0.32
Phone,Electronics,85190.13,4.6,490,
Smartwatch,Home,89456.52,5.0,325,0.15
Smartwatch,Home,49737.55,1.6,232,
Phone,Electronics,88017.95,3.2,492,0.21
Headphones,Sports,95147.06,4.7,295,0.38
Phone,Home,66305.32,2.3,184,0.25
Headphones,Home,58709.44,4.1,311,0.4
Laptop,Home,43375.84,5.0,455,0.35
Laptop,Accessories,113209.81,1.7,366,0.04
Camera,Electronics,2517.18,4.3,225,0.45
Camera,Home,43825.71,2.5,418,0.3
Camera,Electronics,97764.44,4.5,46,0.47
Laptop,Home,118088.57,3.5,402,0.47
Laptop,Electronics,131515.74,1.3,222,0.16
Phone,Electronics,56050.58,2.7,183,0.39
Phone,Electronics,138094.38,2.4,222,0.32
Laptop,Home,4866.41,2.7,158,0.26
Headphones,Sports,19519.27,2.3,468,0.09
Laptop,Sports,89601.84,1.3,284,0.37
Smartwatch,Home,24660.53,2.4,27,0.37
Headphones,Accessories,69415.82,4.5,470,0.0
Camera,Home,121986.1,1.8,91,0.36
Smartwatch,Home,120104.53,3.8,452,0.41
Camera,Accessories,9811.85,1.7,335,0.37
Laptop,Electronics,113831.09,3.3,431,0.02
Laptop,Home,131043.18,1.3,78,0.41
Smartwatch,Electronics,25940.19,1.1,34,0.01
Phone,Accessories,104920.92,1.9,140,0.46
Camera,Home,7537.91,2.7,397,0.45
Laptop,Electronics,7820.51,4.2,457,0.27
Tablet,Electronics,18688.3,3.7,251,0.38
Camera,Accessories,96741.78,3.9,80,0.23
Headphones,Electronics,84030.08,1.5,412,0.06
Smartwatch,Electronics,102678.23,4.1,498,0.48
Camera,Sports,122614.06,4.6,281,0.32
Laptop,Electronics,57790.72,4.3,42,0.0
Tablet,Home,126516.3,1.1,96,0.23
Tablet,Sports,87386.72,4.7,138,0.38
Phone,Accessories,110436.94,2.2,424,
Laptop,Sports,107119.16,4.0,496,0.44
Laptop,Accessories,75283.46,2.8,461,0.1
Headphones,Accessories,91887.56,3.6,32,0.03
Headphones,Accessories,71133.64,3.6,217,0.33
Camera,Electronics,28206.53,4.8,399,0.14
Camera,Accessories,42296.32,3.2,371,0.45
Smartwatch,Sports,139373.62,3.4,258,
Headphones,Sports,148429.03,3.1,98,0.08
Smartwatch,Electronics,12774.26,4.4,223,0.18
Laptop,Sports,84743.52,3.7,354,0.45
Tablet,Electronics,35548.18,3.6,198,0.3
Laptop,Home,8956.03,3.7,377,0.25
Tablet,Electronics,57282.94,4.9,455,0.41
Smartwatch,Home,75714.11,3.5,405,0.41
Laptop,Accessories,143621.52,3.4,116,0.09
Camera,Home,131234.76,3.6,415,0.07
Headphones,Accessories,95684.32,4.5,8,0.35
Smartwatch,Electronics,5811.04,1.8,414,0.47
Smartwatch,Accessories,13836.8,3.0,420,0.08
Tablet,Electronics,42842.59,3.0,168,0.45
Phone,Sports,149737.45,3.2,229,0.04
Laptop,Home,70138.52,3.8,129,0.14
Tablet,Electronics,39003.08,3.3,203,0.3
Camera,Electronics,116164.34,2.0,101,0.46
Phone,Home,85695.53,2.1,230,0.24
Headphones,Home,79513.78,1.1,128,0.45
Camera,Home,20431.39,,11,0.17
Tablet,Home,132056.32,4.0,269,0.4
Headphones,Sports,61377.18,4.9,159,0.21
Camera,Electronics,82433.93,2.7,40,0.11
Tablet,Sports,99642.01,3.0,163,0.31
Phone,Electronics,67936.11,4.2,444,0.44
Smartwatch,Electronics,87763.27,3.7,395,0.09
Tablet,Accessories,54847.09,1.5,109,0.42
Phone,Sports,1716.36,,403,0.43
Camera,Accessories,29221.28,3.6,404,0.04
Tablet,Electronics,102376.07,1.5,152,0.23
Headphones,Accessories,115470.42,3.5,24,0.3
Tablet,Accessories,75341.21,3.8,240,0.2
Tablet,Accessories,115110.64,3.1,242,0.09
Headphones,Home,16004.82,3.8,435,0.31
Laptop,Electronics,67762.02,1.1,442,0.2
Tablet,Electronics,11978.83,4.4,345,0.34
Headphones,Sports,30712.07,4.0,138,0.25
Headphones,Sports,72161.72,4.1,155,0.22
Tablet,Electronics,98832.06,4.2,132,0.29
Smartwatch,Electronics,60836.34,4.5,113,0.44
Phone,Electronics,85409.87,2.1,17,0.35
Phone,Home,24507.27,2.6,66,0.14
Smartwatch,Home,53908.68,1.4,327,0.3
Tablet,Electronics,67147.65,,311,0.25
Laptop,Sports,124562.01,2.7,293,0.47
Camera,Home,27910.07,3.0,222,0.37
Phone,Electronics,81334.5,1.4,255,0.5
Headphones,Accessories,132406.07,2.3,315,0.03
Tablet,Electronics,67954.48,4.7,250,0.49
Headphones,Sports,11518.31,,308,0.01
Phone,Home,138518.17,2.9,403,0.36
Headphones,Home,5636.96,1.1,167,0.38
Tablet,Sports,121506.22,2.2,313,0.43
Phone,Electronics,109461.16,1.1,137,0.42
Headphones,Electronics,47424.48,1.3,311,0.48
Phone,Home,102980.73,3.1,435,0.44
Laptop,Sports,132885.25,3.2,236,0.23
Tablet,Electronics,23610.89,1.5,484,0.04
Tablet,Sports,9785.11,1.6,488,
Phone,Accessories,93978.67,2.9,474,0.45
Tablet,Electronics,72191.77,1.1,170,0.19
Smartwatch,Sports,142527.24,4.1,426,0.2
Headphones,Electronics,118545.33,2.8,76,0.13
Headphones,Home,68774.32,1.9,422,0.01
Camera,Home,143513.63,3.1,62,0.41
Laptop,Sports,147698.85,4.0,238,0.34
Camera,Electronics,127597.67,3.2,248,0.01
Smartwatch,Electronics,44264.8,4.6,117,0.04
Headphones,Electronics,93792.62,1.7,298,0.36
Smartwatch,Sports,120783.91,1.4,363,0.11
Laptop,Electronics,22150.61,3.2,325,0.3
Phone,Accessories,104136.84,4.7,211,0.45
Smartwatch,Electronics,2854.41,3.9,400,0.28
Smartwatch,Accessories,120513.21,2.9,254,0.14
Laptop,Accessories,73246.73,2.5,390,0.45
Tablet,Home,73217.01,1.8,276,0.41
Laptop,Accessories,30938.12,4.0,147,0.2
Phone,Accessories,50876.74,3.7,97,0.25
Camera,Sports,81826.93,2.2,180,0.07
Phone,Accessories,147024.44,3.1,96,0.2
Laptop,Electronics,103627.5,4.2,479,0.35
Laptop,Electronics,98907.67,3.2,228,0.4
Laptop,Home,81845.32,2.5,254,0.46
Headphones,Home,18234.46,2.4,84,0.07
Headphones,Home,61879.13,3.9,437,0.21
Phone,Accessories,83175.82,3.0,75,0.25
Smartwatch,Accessories,95273.71,2.3,222,0.02
Tablet,Home,70273.5,5.0,63,0.33
Smartwatch,Electronics,58969.4,4.9,210,0.35
Tablet,Sports,93819.27,1.9,199,0.12
Camera,Home,118611.69,,94,0.2
Camera,Accessories,73008.2,4.0,307,0.35
Headphones,Home,131175.92,4.1,17,0.04
Headphones,Electronics,145513.98,3.9,130,0.16
Headphones,Home,57487.07,3.6,328,0.09
Laptop,Home,130814.51,3.9,188,0.17
Tablet,Sports,65572.46,3.3,85,0.11
Phone,Accessories,127814.64,3.2,31,0.29
Laptop,Home,91826.96,2.6,277,0.2
Tablet,Electronics,29310.45,4.8,54,0.34
Laptop,Electronics,19509.64,2.3,143,0.11
Tablet,Accessories,88258.02,3.8,134,0.44
Phone,Home,105275.99,3.6,272,0.24
Smartwatch,Electronics,13766.5,3.7,317,0.46
Phone,Electronics,81349.88,4.8,18,0.21
Camera,Home,19897.98,1.5,122,0.03
Smartwatch,Accessories,51247.98,2.7,262,0.33
Tablet,Electronics,107940.11,4.1,294,0.31
Phone,Home,88051.03,2.0,236,0.26
Camera,Sports,115158.56,3.2,246,0.38
Tablet,Accessories,132466.27,3.5,310,0.41
Camera,Home,116823.67,3.9,284,0.23
Phone,Sports,147768.76,3.8,126,0.01
Camera,Home,57263.17,4.2,216,
Phone,Home,22742.65,3.3,234,0.01
Smartwatch,Home,52093.38,1.7,190,0.15
Camera,Electronics,37193.69,2.4,62,0.45
Laptop,Home,94838.75,1.6,228,0.21
Tablet,Home,95082.37,3.8,248,0.18
Headphones,Sports,115109.14,4.8,378,0.17
Headphones,Electronics,22887.42,4.3,401,0.02
Phone,Sports,141019.86,3.0,152,0.09
Headphones,Sports,2670.86,2.2,8,0.07
Tablet,Sports,125414.04,4.5,4,0.47
Smartwatch,Accessories,148214.23,2.6,499,0.44
Laptop,Home,139788.88,4.6,352,0.39
Tablet,Sports,142560.13,1.5,298,0.05
Tablet,Home,73721.8,2.0,193,0.16
Phone,Accessories,99515.02,3.1,488,0.17
Tablet,Accessories,118242.8,3.5,379,0.07
Smartwatch,Accessories,144480.06,1.5,114,0.17
Smartwatch,Sports,37053.26,1.1,59,0.24
Laptop,Home,90920.68,3.5,374,0.13
Phone,Electronics,78606.71,1.8,429,
Laptop,Home,142562.59,1.3,266,0.28
Laptop,Electronics,97815.45,4.7,177,0.37
Phone,Home,97900.21,3.4,275,0.22
Laptop,Electronics,48229.62,3.3,336,0.37
Camera,Home,118890.47,1.8,135,0.22
Phone,Electronics,55756.76,5.0,350,0.34
Camera,Electronics,64527.06,3.9,295,0.0
Camera,Home,21556.38,3.2,220,0.39
Smartwatch,Sports,114484.41,2.8,489,0.07
Tablet,Accessories,128279.73,1.3,23,0.41
Tablet,Electronics,116096.02,4.8,78,0.08
Tablet,Home,132727.7,3.1,108,0.36
Camera,Sports,137747.43,2.2,389,0.4
Headphones,Home,130077.03,3.8,64,0.49
Phone,Sports,60210.13,3.3,108,0.28
Headphones,Electronics,101738.71,,30,0.32
Camera,Electronics,119077.84,1.1,321,0.13
Camera,Sports,52337.0,2.3,80,0.45
Laptop,Electronics,113663.53,1.6,434,0.33
Headphones,Accessories,17494.4,1.9,459,0.04
Smartwatch,Home,28310.49,2.3,498,0.02
Laptop,Electronics,10039.76,1.3,8,0.36
Tablet,Electronics,145625.09,3.9,378,0.13
Phone,Sports,129916.73,4.0,153,0.27
Tablet,Electronics,133609.59,4.9,207,0.36
Phone,Sports,13904.13,3.5,452,0.46
Laptop,Accessories,100121.33,4.6,376,0.05
Laptop,Home,121215.53,1.3,270,0.3
Tablet,Accessories,19171.85,2.6,226,0.45
Tablet,Accessories,146357.27,4.7,92,0.3
Phone,Home,139980.88,4.1,486,0.39
Camera,Sports,17457.22,1.4,273,0.19
Camera,Home,102368.24,4.8,492,0.04
Headphones,Sports,68535.92,2.2,315,0.08
Headphones,Accessories,49797.98,2.8,155,0.06
Smartwatch,Home,74833.39,4.5,462,0.23
Phone,Home,102093.32,1.8,69,0.17
Tablet,Accessories,39261.88,3.0,360,0.35
Laptop,Home,105380.38,1.1,97,0.44
Smartwatch,Electronics,62608.75,4.5,110,0.5
Camera,Sports,69686.13,4.7,406,0.1
Laptop,Electronics,2026.8,2.7,219,0.24
Headphones,Accessories,131487.47,2.9,367,0.1
Tablet,Home,22245.3,3.3,267,0.38
Smartwatch,Accessories,99478.26,2.2,431,0.5
Tablet,Sports,143649.98,3.3,472,0.18
Camera,Accessories,137098.33,1.4,364,0.31
Phone,Accessories,58901.88,1.4,259,0.24
Headphones,Home,120259.01,3.3,32,0.14
Phone,Sports,58088.63,1.7,463,
Tablet,Sports,23135.12,2.2,45,0.08
Camera,Home,49365.01,4.5,49,0.21
Tablet,Home,101512.51,3.1,473,0.06
Headphones,Electronics,1736.56,3.1,151,0.39
Headphones,Sports,64466.2,1.6,389,0.19
Headphones,Home,91442.53,,493,0.2
Tablet,Sports,62589.31,1.3,138,0.0
Smartwatch,Home,123478.67,2.7,170,0.3
Laptop,Sports,95224.55,2.5,392,0.45
Phone,Sports,141933.4,4.8,428,0.46
Laptop,Accessories,37946.29,4.8,26,0.01
Smartwatch,Home,37004.44,4.6,449,0.15
Tablet,Home,102134.53,2.1,207,0.49
Headphones,Electronics,48572.98,1.5,208,0.03
Laptop,Accessories,112531.22,3.2,100,0.07
Smartwatch,Electronics,52066.1,4.3,10,0.11
Phone,Electronics,94754.55,1.3,414,0.37
Laptop,Sports,139269.75,4.1,321,0.11
Phone,Home,144022.98,1.4,167,0.35
Laptop,Sports,124412.22,1.4,381,0.36
Phone,Sports,132243.81,4.0,234,0.0
Laptop,Accessories,23962.59,3.6,136,0.19
Camera,Home,138847.16,4.1,334,0.19
Camera,Electronics,60235.7,,347,0.47
Tablet,Sports,79306.64,4.0,146,0.29
Camera,Home,24242.69,4.7,293,0.3
Camera,Accessories,21226.31,2.1,153,0.3
Tablet,Sports,11422.62,3.6,233,0.33
Phone,Electronics,76595.15,2.0,197,0.24
Smartwatch,Electronics,9117.93,4.3,368,0.08
Headphones,Home,93394.58,4.2,344,0.47
Tablet,Electronics,106528.32,4.8,423,0.42
Headphones,Home,55216.57,1.8,167,0.2
Phone,Home,145823.16,2.1,487,0.45
Laptop,Home,72632.06,1.3,180,0.5
Laptop,Electronics,73130.05,1.5,90,0.39
Tablet,Electronics,66914.65,2.9,436,0.13
Laptop,Electronics,128927.55,2.0,24,0.26
Smartwatch,Electronics,8758.67,4.9,83,0.39
Smartwatch,Accessories,714.36,2.2,176,0.12
Phone,Home,95904.65,1.2,365,
Camera,Sports,113291.26,1.8,252,0.4
Laptop,Home,80027.44,3.6,214,0.21
Tablet,Sports,36743.77,3.5,161,
Laptop,Accessories,118056.94,2.5,333,0.25
Camera,Accessories,12658.05,1.3,148,0.26
Headphones,Sports,66146.49,1.8,104,0.16
Laptop,Electronics,67721.17,2.7,29,0.04
Headphones,Home,148131.52,4.3,37,0.46
Headphones,Electronics,119471.21,3.3,113,0.45
Tablet,Home,45503.14,3.4,364,0.48
Phone,Sports,149376.85,3.8,325,0.46
Smartwatch,Accessories,120025.97,4.9,86,0.09
Laptop,Electronics,48013.24,2.9,33,0.22
Smartwatch,Electronics,105606.29,4.8,205,0.03
