area_sqft,price_lakhs
603.74,73.37
633.57,80.28
1337.25,150.14
551.25,71.83
491.2,78.24
1020.53,216.16
889.3,189.51
440.93,95.16
718.2,151.64
614.13,138.01
675.42,152.34
1783.74,344.46
794.1,118.05
591.56,111.46
1607.63,317.99
1210.89,164.05
1153.69,216.35
608.42,103.15
1317.02,211.47
1185.7,218.33
951.48,169.51
299.29,32.62
893.03,165.78
1505.48,256.23
977.13,188.12
768.24,166.98
820.04,151.04
844.26,185.99
620.14,133.92
885.56,157.74
1404.96,269.45
1365.31,216.68
635.98,129.21
1346.56,257.99
1166.4,247.27
1121.67,222.96
1051.17,181.57
574.37,93.81
758.05,141.3
1191.52,181.81
477.6,105.83
535.73,97.9
1007.17,164.38
623.66,125.86
1188.36,200.94
636.02,97.0
985.53,139.99
1014.83,157.95
731.27,152.53
816.12,162.38
662.0,107.43
893.49,176.75
563.41,103.85
821.77,170.71
1161.97,213.54
502.14,72.79
729.53,134.04
1081.39,170.89
250.0,98.75
1549.45,291.85
1265.84,228.29
361.58,62.46
250.0,20.0
910.37,154.29
507.91,76.51
1236.52,212.64
1037.9,180.65
943.18,175.11
700.41,123.96
1460.0,271.99
1163.71,265.48
1111.11,192.91
1320.02,228.33
543.4,49.31
1349.66,212.66
807.39,149.19
1017.16,170.96
845.24,145.45
250.0,28.98
1235.07,161.25
261.43,73.71
561.72,106.5
741.51,136.43
250.0,38.77
514.78,80.49
985.69,196.59
778.67,100.65
807.55,115.74
579.75,116.97
916.16,199.14
786.16,148.14
325.66,56.73
829.68,171.03
465.33,35.14
1214.19,197.16
762.97,144.8
1782.53,295.84
1238.42,236.76
854.41,141.41
1102.82,216.16
250.0,26.91
1236.83,231.03
612.9,79.97
931.41,171.01
645.33,164.68
682.54,102.12
836.6,144.93
926.89,142.41
890.58,154.65
899.31,123.26
331.01,23.75
1716.22,309.73
981.19,151.47
1053.15,192.15
781.0,159.2
594.05,99.91
952.86,161.26
1001.25,163.63
1355.63,277.16
1627.17,317.7
1416.96,240.57
281.71,45.3
738.85,109.23
1017.54,196.16
759.9,117.41
884.66,182.71
250.0,20.0
1219.97,212.94
250.0,53.44
349.63,106.1
544.87,127.51
865.86,183.19
332.05,60.43
528.86,106.03
1302.13,194.1
860.67,162.91
1051.74,191.23
467.32,106.42
881.16,74.95
852.45,163.08
621.66,71.56
882.12,201.81
250.0,68.97
1053.51,172.31
760.18,131.38
809.97,122.07
1198.12,213.4
1051.21,157.71
788.58,130.62
509.19,85.78
1365.03,239.77
430.96,82.76
1120.28,227.05
340.91,86.38
1221.26,244.67
1253.71,214.74
250.0,63.0
1057.27,169.84
1028.28,198.3
1146.07,203.49
1027.83,238.79
563.19,72.29
823.97,154.97
1482.63,275.97
512.27,119.43
1013.0,156.81
1302.94,256.33
553.24,109.66
404.12,121.45
456.86,90.92
1038.24,228.27
453.89,81.22
852.62,138.63
1379.94,248.18
882.04,163.96
627.77,112.82
943.89,159.54
875.96,158.44
1058.43,165.0
1466.7,255.03
1038.87,131.29
1611.82,306.08
1059.36,208.54
631.43,116.0
1700.91,326.99
856.31,153.93
530.79,95.72
1713.31,307.7
643.41,116.77
629.66,116.98
706.99,102.8
957.62,154.9
1225.8,222.76
250.0,69.96
1224.28,236.21
705.91,119.35
755.49,198.4
1500.32,286.97
974.66,182.85
1056.7,233.04
883.0,129.62
1167.27,200.23
1466.3,250.24
250.0,44.93
1279.62,230.56
1441.46,269.28
1075.37,205.74
662.92,131.84
496.7,82.84
1726.65,321.23
583.26,94.72
1431.17,226.33
1036.68,210.67
1616.04,282.12
788.61,152.73
337.35,20.0
900.76,153.44
379.74,76.92
1836.97,308.44
1120.32,202.31
1172.35,231.28
1172.57,240.82
657.24,130.06
853.79,115.2
938.63,148.16
1580.36,255.85
495.02,114.62
645.0,136.14
772.97,150.3
664.22,105.72
389.38,51.8
250.0,20.89
260.6,57.47
1284.66,252.87
897.12,169.37
1192.44,224.54
696.12,94.75
865.58,155.31
1464.61,304.15
1443.45,223.54
1229.69,221.68
970.85,183.69
1081.29,167.99
1029.72,232.43
841.58,202.93
758.47,126.97
1292.83,198.78
446.53,65.37
1420.58,254.04
803.6,143.19
440.08,146.84
709.07,103.19
593.96,117.39
698.51,145.93
692.12,171.44
678.21,120.02
792.22,166.32
877.33,191.39
1167.35,182.15
814.27,119.57
1014.11,174.28
902.64,132.51
1089.2,220.89
916.34,163.63
673.61,129.89
578.63,146.56
973.58,158.78
1345.68,242.42
819.81,122.24
654.7,118.48
810.34,122.85
703.51,138.28
666.56,114.15
394.74,99.94
814.46,148.2
982.52,203.37
521.33,77.87
592.58,93.98
568.18,97.44
414.66,67.77
565.54,93.2
830.75,154.39
430.28,66.73
851.86,143.94
653.79,132.37
574.86,59.16
1032.02,179.19
675.96,99.29
735.5,117.21
1354.3,238.13
577.98,106.11
1448.06,243.82
778.27,162.8
502.35,121.48
706.12,142.88
924.07,97.13
1339.08,236.11
1179.59,207.24
922.37,159.2
1340.98,278.16
250.0,21.79
987.3,171.91
1008.48,185.99
1012.75,223.38
336.45,23.51
544.08,121.29
841.73,164.14
1290.18,205.09
1570.34,268.0
667.45,121.48
441.55,89.31
1185.52,209.46
1815.03,294.48
1287.43,239.03
637.98,154.53
1901.4,331.94
1140.38,184.3
623.15,96.05
1577.01,264.57
595.5,111.76
682.62,143.36
1154.32,250.04
891.28,135.59
912.95,147.45
913.54,198.36
1290.07,251.83
250.0,50.87
999.58,191.37
798.43,135.09
636.63,132.5
635.7,112.41
250.0,26.1
620.55,116.87
1351.66,276.13
1191.22,226.91
833.02,209.4
406.06,71.8
1187.65,209.79
1358.45,209.46
1261.97,257.66
560.95,115.38
597.29,116.26
1479.57,233.67
476.76,108.59
1067.37,203.74
277.79,27.54
794.89,170.53
1104.8,198.33
889.51,107.8
1083.37,174.59
470.83,48.02
613.0,101.04
1068.64,190.08
1143.91,199.49
976.93,143.99
1231.47,196.55
319.98,20.0
736.83,162.36
1537.94,271.05
1349.21,253.85
1121.77,216.92
845.62,170.05
1262.19,221.06
1050.2,211.44
368.9,27.62
1248.52,192.2
596.88,86.83
1165.89,226.33
334.41,44.16
1459.66,254.75
803.79,173.92
511.73,119.53
659.02,124.95
782.1,181.29
897.98,173.4
1361.35,244.55
924.55,196.03
250.0,48.9
469.59,100.02
1865.14,286.05
947.39,171.37
1232.78,196.42
792.08,123.95
548.39,97.12
731.55,160.75
944.91,185.82
738.92,106.07
1571.46,284.17
684.31,122.81
530.81,96.25
1183.08,239.85
1226.2,241.36
910.49,194.61
689.25,120.65
250.0,20.0
1327.25,239.99
1204.0,219.49
746.04,181.62
920.85,164.61
820.66,191.12
1470.06,293.38
536.73,111.13
682.98,127.14
649.15,95.76
1008.56,165.64
919.65,129.35
970.02,195.42
591.79,34.14
1419.71,247.75
741.08,152.73
1315.66,226.07
1998.69,351.51
594.33,127.21
1019.83,152.8
853.94,150.1
1610.81,294.18
801.77,126.7
987.04,123.88
979.4,200.33
864.86,119.57
1164.42,208.55
932.69,168.91
1068.65,162.3
974.76,180.28
688.41,123.23
805.86,167.08
1094.4,192.72
1092.98,172.91
1335.75,211.57
1550.74,250.98
717.63,170.53
947.21,129.63
832.31,127.2
512.44,106.12
1097.59,173.65
1172.24,191.87
523.05,73.31
768.93,155.76
734.77,71.15
372.05,53.56
887.27,168.37
499.17,89.03
955.65,150.9
994.19,214.16
1037.56,180.87
1054.46,177.31
1435.83,260.98
616.97,107.37
634.53,143.7
1129.31,175.0
853.81,146.23
1293.86,204.8
1096.59,213.8
1571.34,263.99
868.04,132.17
381.29,22.45
1019.23,172.39
874.91,199.15
1087.07,172.32
1131.91,198.54
712.91,152.68
546.85,84.93
848.92,113.16
250.0,59.5
928.23,225.81
757.4,106.54
1201.59,236.16
250.0,24.65
902.22,174.62
1451.68,243.45
1136.39,208.23
1243.24,218.01
1018.91,237.2
318.46,34.04
958.29,152.76
1042.97,209.71
522.62,110.36
855.71,136.77
250.0,69.62
783.07,139.47
747.27,147.5
1390.78,222.07
688.87,151.88
806.78,155.8
872.27,127.74
693.39,152.02
1151.93,232.4
250.0,51.59
1297.8,272.99
895.84,166.39
1355.58,296.51
250.0,57.39
250.0,20.0
797.81,149.69
1077.07,182.96
705.77,151.32
1104.35,189.5
1243.46,209.99
1133.1,169.29
936.14,114.03
933.46,186.2
684.82,96.24
880.62,168.27
541.52,82.52
625.34,119.91
1080.03,250.17
737.99,190.08
641.85,112.26
1057.23,176.85
1032.96,186.62
824.65,120.48
847.87,161.17
1045.58,193.6
1239.13,211.46
970.38,207.45
482.79,97.06
822.5,183.51
757.5,78.74
531.45,97.14
1074.28,216.94
1101.2,193.13
1154.17,247.67
553.18,53.92
955.11,159.59
897.8,184.31
1007.59,189.13
945.4,146.99
895.61,135.09
853.55,164.91
1287.39,241.08
598.37,101.38
839.39,163.49
1278.48,184.21
616.13,117.46
633.97,61.93
1156.88,239.62
401.63,78.78
1131.22,211.19
728.63,133.17
1043.5,165.35
472.74,60.07
1314.78,268.26
473.97,69.29
1153.73,198.66
488.59,75.25
1532.91,277.87
875.02,147.13
1582.8,280.11
613.39,127.15
745.07,110.24
1323.75,241.51
400.83,107.06
655.26,135.8
1073.27,161.29
543.43,91.49
1082.64,204.71
959.64,149.19
370.22,95.47
1238.72,219.85
458.15,119.92
1169.95,221.09
944.97,153.62
740.75,126.5
513.11,94.44
1015.24,163.06
594.62,132.26
1322.78,208.36
1335.56,218.46
1474.71,254.33
998.31,198.8
758.49,170.41
796.08,180.54
770.47,158.32
986.8,164.36
1052.81,146.63
1331.05,260.81
907.04,194.25
408.87,59.91
757.4,175.15
1444.55,257.47
355.2,52.58
1158.7,208.08
763.3,117.76
590.79,71.55
1038.46,158.05
1446.33,266.76
1019.16,161.68
808.11,180.5
446.38,84.98
865.4,145.57
433.75,45.13
791.53,117.59
877.93,163.05
250.0,60.16
1385.91,194.92
466.52,43.35
834.91,154.07
1086.84,190.74
1357.99,257.0
622.75,102.25
250.0,53.58
1277.53,240.5
462.68,92.03
1025.81,206.98
1047.56,198.54
250.0,20.0
334.81,84.73
738.72,210.02
250.0,32.05
431.68,57.65
943.01,157.28
869.03,141.88
1005.93,173.19
1057.23,198.07
311.36,84.51
450.3,44.52
1166.48,207.46
1433.52,259.72
561.41,78.68
990.62,193.13
1182.48,204.96
983.14,225.63
812.93,167.31
675.77,89.41
1594.84,249.11
933.67,214.83
1036.13,195.66
1013.51,207.09
615.65,152.01
917.79,146.83
787.22,153.05
780.95,149.15
1010.94,162.77
579.52,85.76
478.32,99.79
1075.95,160.98
713.94,115.14
779.24,150.22
250.0,46.42
1237.08,247.67
1083.41,196.97
1147.82,218.34
1035.56,170.09
369.42,67.77
980.15,189.25
686.8,118.97
563.0,59.37
1075.02,220.95
1480.48,303.95
1422.67,222.48
1117.75,231.56
889.42,190.0
824.56,152.72
583.42,83.54
805.59,108.71
1217.98,238.09
1538.1,246.8
614.23,101.51
250.0,92.87
714.19,106.3
1216.38,222.88
1625.3,308.13
1358.51,265.75
1349.85,243.76
602.65,106.72
612.51,46.88
436.67,23.67
667.08,99.91
1219.93,241.64
1468.57,274.46
1020.93,186.18
810.71,164.29
526.65,108.24
860.62,188.01
971.09,200.52
387.92,56.46
1222.52,230.61
751.63,162.11
1201.5,222.88
896.18,177.27
1004.03,164.56
654.32,85.71
779.38,119.81
1124.71,232.47
853.98,146.49
513.26,80.18
939.05,169.2
1034.99,181.31
1380.51,203.4
1303.39,250.44
877.38,159.92
708.43,145.2
820.09,147.95
716.69,130.66
1077.16,194.22
1264.58,263.85
1333.94,236.12
755.73,137.41
720.79,170.5
752.86,126.35
250.0,50.84
479.02,63.7
887.91,128.17
1032.75,171.48
1071.91,169.81
626.83,142.28
728.11,145.24
805.67,110.94
766.61,102.32
1140.81,208.32
442.14,108.16
497.75,68.98
795.55,159.88
422.04,127.0
250.0,75.72
377.28,111.67
815.05,170.01
1120.69,172.24
1127.98,213.98
1455.77,255.35
935.58,171.45
982.67,174.09
812.36,193.13
829.36,152.57
1628.19,283.43
991.47,196.88
1021.9,189.79
499.21,94.61
1043.65,174.9
1130.42,202.03
1288.61,256.05
1120.53,174.14
855.64,179.91
840.7,135.69
874.77,158.5
937.52,176.78
1343.68,236.08
1275.42,226.68
1163.52,188.38
1610.22,298.56
250.0,73.58
738.98,95.75
896.05,179.36
664.72,111.04
574.59,108.35
298.99,45.73
791.03,142.45
1212.91,190.34
1170.88,258.12
636.75,78.29
977.09,176.11
1375.16,217.72
367.98,76.75
844.41,108.92
1000.27,189.05
903.51,148.89
1197.72,207.46
375.76,75.19
547.96,113.39
1138.71,225.38
304.22,28.38
1184.12,233.08
1057.44,195.64
1159.67,239.34
735.75,109.69
1078.44,183.0
489.7,68.57
754.92,150.06
912.72,184.08
585.44,125.73
976.34,181.77
499.53,89.47
994.03,209.03
1509.65,245.2
460.17,52.09
892.1,181.75
333.71,20.0
608.47,154.45
1145.68,208.27
749.28,187.02
1159.84,190.11
1024.56,171.65
877.42,170.64
539.71,60.45
1139.92,191.08
1006.45,162.98
365.19,46.8
562.42,116.91
250.0,20.0
422.03,86.32
790.32,177.25
530.45,102.56
608.92,108.29
1386.7,226.1
1260.08,184.81
656.87,131.85
1177.74,223.07
1325.21,268.11
1116.49,215.22
1004.62,186.81
1284.41,246.33
1169.33,207.63
475.42,45.47
833.87,142.55
706.78,129.03
1303.37,207.86
696.85,148.84
636.74,112.94
1259.34,180.45
990.88,150.34
1639.12,335.05
598.22,123.33
718.41,108.81
1292.69,251.41
452.31,88.38
1361.89,282.01
477.39,148.95
1113.58,178.5
254.93,45.46
915.8,212.12
420.66,96.68
1574.2,258.24
524.93,136.29
609.9,129.32
1087.4,234.59
689.66,93.73
1144.98,177.83
651.19,113.75
624.22,125.98
890.35,132.06
474.07,110.98
1038.73,244.33
1207.05,202.2
1093.55,180.53
1125.15,247.24
250.0,31.62
738.42,99.07
820.53,184.82
1409.06,272.31
696.54,163.0
250.0,45.86
548.61,101.52
668.58,113.64
250.0,36.04
1239.05,210.24
350.65,40.03
1056.11,171.97
517.66,83.29
1427.44,263.5
803.35,178.97
732.31,90.46
1084.89,204.64
547.44,55.57
1101.44,211.33
731.42,86.01
691.89,80.3
869.35,169.42
518.62,98.41
833.19,114.14
1018.82,210.83
250.0,38.3
1281.96,243.55
1185.59,238.61
250.9,88.78
250.0,44.64
1194.67,189.11
1167.58,238.28
1118.06,235.48
400.58,93.42
1540.02,287.05
635.75,143.58
983.82,169.46
988.12,178.85
1457.53,283.54
943.81,180.59
1045.54,214.18
873.01,116.63
481.19,81.79
250.0,66.36
911.4,161.66
405.67,91.73
1022.56,173.11
952.06,205.88
943.55,161.16
531.48,76.03
1262.79,221.2
1066.17,213.64
486.41,81.48
1623.99,235.95
826.22,131.44
433.0,78.14
634.58,117.54
371.89,88.0
1375.8,236.18
1278.16,214.27
1158.82,207.71
1092.9,187.39
1336.92,233.13
815.3,128.82
1047.93,208.62
615.84,151.27
846.29,103.43
1057.53,180.73
250.0,72.63
683.1,128.32
957.75,166.5
872.87,200.26
741.66,117.29
1106.2,216.69
652.3,131.3
472.33,54.76
1314.32,230.25
1264.93,229.95
690.3,155.06
875.96,202.45
1196.1,208.18
915.41,178.59
1085.57,214.59
1066.45,203.45
788.29,123.25
1080.57,195.86
562.27,121.16
1038.0,170.92
874.07,129.22
773.75,104.36
463.64,89.21
946.08,125.63
913.49,144.53
606.13,69.96
341.09,35.72
324.43,47.4
811.07,109.61
1007.27,171.8
1547.49,251.11
884.2,158.17
331.11,40.18
827.58,175.0
1337.98,251.46
661.02,92.51
1291.51,251.24
961.5,140.1
1126.41,220.47
1550.6,325.63
256.96,57.03
1213.78,190.55
866.85,151.06
567.79,92.8
864.78,138.05
1491.84,263.59
1367.23,243.27
250.0,61.99
630.56,128.43
1230.01,241.3
892.39,125.99
893.7,131.48
351.09,91.37
639.08,108.9
424.63,82.2
321.34,62.95
459.79,68.09
575.17,101.53
633.61,100.18
605.25,67.87
1257.16,213.15
582.5,123.03
1399.16,242.24
730.61,144.38
1053.72,189.47
1064.9,216.42
585.75,134.47
785.17,145.93
723.97,147.68
1030.35,176.66
854.9,115.36
638.06,67.9
941.67,169.37
1018.87,150.43
1547.52,318.32
923.84,144.16
903.5,167.61
1049.94,183.22
567.71,66.02
296.07,35.75
790.76,142.79
1275.23,230.95
1331.74,230.21
250.0,53.65
1133.13,175.82
250.0,35.86
1060.71,232.99
1039.78,160.97
296.61,84.23
1250.02,204.19
1510.34,245.53
878.13,160.75
949.35,191.06
1417.69,236.63
505.78,40.55
514.62,124.88
606.22,90.44
912.98,133.41
912.05,170.49
706.35,112.76
794.83,148.74
711.15,105.48
727.87,114.06
631.02,86.95
633.85,89.7
250.0,40.17
821.71,192.73
250.0,48.97
1162.7,200.1
704.03,122.78
858.21,116.51
769.38,179.48
814.56,176.5
1342.18,266.39
426.98,90.0
331.84,91.68
941.78,180.72
726.44,143.16
1025.87,171.69
1150.8,218.42
512.78,132.97
1111.19,241.27
542.32,74.66
926.1,132.95
467.08,87.87
946.25,156.75
892.69,161.14
513.97,84.85
424.56,62.35
1162.72,246.15
741.45,124.85
1254.21,227.4
709.81,89.62
1355.76,305.15
568.06,62.49
1415.46,250.72
961.03,195.45
1039.93,166.18
548.59,95.85
1155.23,246.2
1167.37,207.36
786.45,159.73
250.0,20.0
510.34,104.49
510.28,152.0
1057.27,223.91
737.24,166.14
744.04,162.38
701.79,127.12
1414.25,221.71
915.87,138.2
969.21,172.11
683.21,137.45
889.63,146.96
558.51,126.6
1020.3,185.48
498.71,94.32
1160.48,222.96
642.77,87.27
1231.94,199.23
1567.55,271.76
900.39,159.58
1359.07,239.98
1163.01,212.22
398.53,80.73
938.82,164.44
1075.42,247.06
1109.2,175.72
962.37,176.92
957.86,217.6
901.78,142.03
946.61,140.05
471.71,113.19
817.33,176.64
391.46,43.76
725.83,138.43
693.22,154.71
670.87,112.97
531.8,113.7
994.25,205.41
788.68,167.01
752.85,134.53
407.35,20.0
795.75,92.53
1300.94,243.17
1306.28,248.22
1030.73,219.78
796.7,141.11
1095.64,178.31
666.43,151.7
795.26,161.93
640.12,111.47
1217.93,176.89
1173.0,220.92
887.86,197.12
1505.94,315.59
1044.38,186.8
1024.68,207.2
987.19,173.77
458.2,104.54
587.0,126.36
880.88,114.13
883.77,157.76
1106.42,164.14
666.25,133.97
924.74,167.04
931.0,176.18
944.87,187.68
905.75,173.99
408.66,86.28
250.0,78.44
570.38,100.02
714.11,142.4
487.54,59.05
880.51,150.15
1281.54,273.06
1154.11,182.73
1063.22,210.95
1244.86,255.0
576.38,108.79
740.12,141.83
1115.2,168.7
733.91,157.39
753.06,120.78
1551.85,292.08
933.4,179.39
1517.27,233.78
261.85,46.04
679.2,103.43
1043.09,189.93
932.81,197.85
250.0,58.3
819.65,152.29
1765.56,333.59
986.42,156.09
1111.55,219.63
674.62,119.05
985.15,118.21
895.69,198.1
1291.59,228.85
1280.45,214.11
1042.63,241.32
924.84,175.31
312.31,25.53
300.12,35.1
928.67,170.06
1206.12,252.14
1366.11,241.53
588.59,116.34
371.77,91.73
1226.54,208.24
614.86,108.98
348.03,69.77
727.21,114.23
721.12,112.28
1362.06,266.22
1202.97,245.49
641.91,113.6
1389.28,247.32
943.76,165.4
1271.29,221.42
1364.51,228.28
808.09,94.1
1099.96,154.8
757.63,160.55
1225.54,260.14
931.6,143.77
1236.11,223.02
1433.66,258.28
1091.53,189.61
867.29,150.04
873.11,171.97
250.0,85.09
650.52,127.19
1226.4,235.72
1239.46,223.43
642.9,139.46
957.6,193.24
833.76,138.84
1141.36,218.14
1673.02,286.84
1147.96,203.3
665.44,89.59
872.55,218.85
1390.67,318.33
406.96,91.49
684.73,136.78
1148.49,206.97
1353.02,219.15
1113.14,184.0
687.66,136.12
1087.79,220.14
1045.0,176.8
1022.79,207.46
866.02,136.04
918.55,171.96
582.38,122.57
1768.07,370.49
954.95,192.34
1091.98,179.83
823.73,146.82
1195.86,188.36
445.55,104.71
289.04,50.28
889.33,149.93
1618.92,276.51
1322.91,216.32
617.04,94.3
1080.63,234.64
677.4,121.28
1049.25,235.42
1076.54,180.11
1224.27,251.77
352.02,42.0
457.04,114.64
873.55,182.23
538.65,96.23
511.6,55.95
995.15,196.61
579.39,108.24
1690.18,283.45
713.39,159.43
805.42,153.35
1004.14,185.29
372.22,67.26
1077.98,173.37
1019.51,187.19
777.74,137.25
995.87,207.83
1049.9,168.6
1402.32,269.38
1775.09,297.51
528.47,92.26
445.93,86.65
935.96,167.02
250.0,67.45
1127.3,197.7
939.58,184.33
1028.55,183.0
793.75,126.2
989.26,209.42
1065.28,226.98
970.01,179.48
429.22,55.47
960.2,168.4
1548.89,276.39
984.31,193.1
947.97,209.84
1446.01,304.56
639.03,105.24
1211.39,233.02
714.44,152.88
1280.3,235.34
1179.32,220.58
755.7,169.23
806.91,130.08
1242.23,234.77
250.59,66.79
745.32,103.81
1117.15,161.0
792.16,152.82
947.2,214.06
250.0,54.96
600.93,101.89
1137.81,200.34
637.15,113.37
444.14,117.59
1271.56,240.28
1080.49,232.92
519.01,129.8
948.48,197.44
530.42,53.36
846.64,173.76
961.6,171.21
617.03,91.13
1159.82,199.54
1214.07,212.21
992.25,202.07
1044.89,162.11
391.51,38.15
1376.77,230.64
868.04,174.19
572.66,74.73
951.04,122.09
1160.91,197.69
1079.32,180.92
520.36,102.66
1165.17,226.69
878.77,165.09
1075.42,219.59
619.46,122.57
1266.07,231.18
963.95,140.45
1316.09,220.83
362.8,29.74
409.5,44.79
815.99,155.86
1413.67,234.77
1586.98,314.18
589.05,161.22
918.57,133.59
954.3,208.78
1151.36,213.83
1209.74,220.65
509.96,59.12
922.61,118.24
250.0,39.69
1183.78,242.39
781.48,135.56
478.12,57.85
1016.39,182.06
770.55,165.34
1341.51,250.17
587.6,103.55
1678.03,317.33
1199.09,213.81
1350.69,281.17
539.91,102.2
1525.96,256.9
475.61,109.77
826.57,87.85
1356.63,253.15
1077.37,181.39
466.29,64.24
1297.39,214.63
1018.98,163.13
754.33,122.16
360.3,43.87
1052.16,183.16
842.8,152.36
954.71,143.03
345.18,36.85
753.47,128.16
1068.11,204.92
1556.76,246.71
828.15,120.9
1405.15,260.11
1175.57,204.51
981.82,155.58
545.68,77.6
560.33,80.88
1116.14,174.75
715.73,156.49
684.62,105.32
836.79,136.07
842.66,173.26
1215.27,198.04
723.08,168.47
1180.43,207.58
1053.9,221.45
314.1,54.06
1003.08,206.5
250.0,82.67
586.67,115.06
1062.08,179.17
896.27,143.41
281.24,62.05
508.29,93.82
250.0,26.38
430.1,105.49
1102.67,194.3
704.9,88.92
959.48,170.33
904.78,156.75
911.4,177.43
1258.1,156.87
828.98,107.0
1218.73,257.43
250.0,44.13
1289.0,227.12
448.47,93.55
524.47,68.4
653.38,110.5
1279.35,229.73
588.75,77.18
670.44,106.64
563.41,56.43
989.39,208.87
1160.26,184.52
1496.51,250.46
1739.94,342.42
1127.56,206.61
1027.98,181.86
473.93,75.67
1568.26,285.85
975.39,142.92
798.83,188.13
1035.64,156.2
677.28,116.21
250.0,20.0
1100.13,239.94
1369.87,215.12
1094.92,174.75
897.52,180.89
904.65,154.17
960.3,127.62
949.58,172.86
878.75,174.49
908.87,160.49
1444.25,238.75
1065.3,183.61
936.8,186.08
1130.73,249.57
1130.75,195.03
1231.1,218.66
635.08,138.04
731.82,147.01
615.25,134.34
1168.35,195.24
1151.25,193.22
454.36,60.8
1036.79,160.01
1380.28,242.09
817.63,147.97
1009.89,137.84
1155.67,208.94
437.8,56.1
953.2,178.64
1345.24,255.13
692.38,115.51
1191.36,228.02
909.51,140.73
663.92,120.96
866.22,128.3
715.86,146.5
589.09,94.45
810.98,133.25
923.95,144.16
841.88,197.34
807.12,118.12
979.1,168.82
1085.99,189.03
499.57,65.23
811.66,110.35
250.0,29.99
843.24,165.53
952.69,193.27
1099.42,205.07
953.94,129.34
1091.86,190.33
922.83,215.27
663.57,115.39
509.42,65.02
807.95,127.08
631.8,100.27
858.1,172.15
727.84,116.04
1046.68,219.15
917.13,154.7
1056.62,195.33
1054.83,164.24
837.11,174.27
858.58,160.24
1075.56,251.29
1756.08,314.61
553.8,80.09
914.61,167.94
481.5,71.0
892.68,193.57
664.08,42.27
858.03,160.8
954.36,180.04
728.71,109.61
275.68,76.36
1398.94,268.84
1193.75,221.69
854.3,106.16
586.84,79.35
929.76,216.23
1026.35,184.85
1169.5,245.79
1201.78,180.4
1267.74,203.62
290.7,40.31
793.37,151.06
1247.59,249.72
576.73,90.9
1326.74,284.21
1533.63,290.54
1316.94,227.57
1131.56,203.36
743.37,131.94
998.57,179.87
428.87,61.14
626.61,103.13
651.22,108.72
921.69,155.74
762.74,142.3
991.56,187.13
1207.24,224.97
651.6,126.41
952.01,166.89
754.41,130.83
966.56,137.76
1140.16,188.01
1222.43,224.61
1134.61,193.09
1044.89,167.58
402.93,143.3
521.56,111.64
611.54,125.86
1025.52,158.08
448.15,73.37
1018.13,157.94
992.56,169.74
250.0,48.03
519.34,102.23
1265.36,237.24
1144.09,203.18
602.36,99.23
537.8,83.1
250.0,45.35
1414.95,259.38
914.37,179.63
1559.3,271.72
832.92,146.76
998.91,148.36
1211.95,205.01
1473.59,294.45
1075.36,136.59
900.84,160.29
909.79,161.4
533.96,81.75
766.34,92.75
917.93,160.91
1383.66,267.86
749.48,149.76
1271.93,225.65
871.36,189.59
1335.25,249.2
1136.85,156.95
1113.22,210.77
1242.59,254.97
1191.61,214.95
1272.33,215.89
1646.12,307.3
1465.91,247.8
1063.25,161.95
745.39,114.8
1028.25,179.93
250.0,54.6
1190.15,241.86
528.99,106.35
1292.87,152.29
1593.1,280.73
392.17,20.0
882.39,155.99
527.46,94.1
295.09,52.7
862.79,204.56
1122.31,206.96
1164.04,184.57
953.87,169.61
317.52,47.21
943.18,144.76
377.61,95.56
400.55,98.92
551.11,98.55
1267.43,273.59
1090.84,186.9
1012.91,195.28
598.09,115.69
764.28,161.55
420.46,110.62
1377.51,237.81
1669.04,306.99
1094.81,245.51
1156.11,181.09
844.36,182.71
333.19,54.47
604.61,105.4
737.12,102.66
765.16,112.68
684.61,118.59
916.71,140.46
602.44,120.72
1658.7,310.24
422.12,82.37
1210.56,205.33
808.35,118.45
1061.98,200.9
1077.84,188.54
954.97,170.84
503.32,106.44
783.79,145.41
959.18,163.8
937.25,223.61
541.9,79.69
1351.92,210.48
250.0,43.67
812.46,139.39
577.54,111.6
963.76,146.63
1255.85,183.78
407.56,102.19
1723.76,326.32
970.65,189.02
1033.6,161.01
396.09,65.14
883.7,158.38
1240.09,264.95
973.47,159.5
949.07,189.21
881.85,132.6
417.7,78.88
415.7,110.61
1309.26,261.98
1208.8,218.65
1260.59,192.79
612.01,98.72
844.85,130.39
1331.13,230.49
469.97,107.12
1295.46,220.53
694.72,164.53
600.67,75.56
888.83,176.45
509.05,68.66
250.0,45.34
926.61,146.8
1086.99,250.45
1325.35,243.08
1112.44,166.34
1587.89,259.79
1376.38,223.35
1158.33,223.04
1064.02,178.14
1330.54,248.32
250.0,68.63
731.98,97.71
250.0,84.05
1132.08,175.53
640.03,146.35
1956.88,349.76
718.73,176.96
937.23,157.35
759.21,125.54
728.91,146.94
463.72,58.54
451.95,49.56
250.0,63.29
1090.91,220.44
751.37,163.14
1576.77,300.9
464.55,67.28
1416.71,259.63
1450.29,236.72
1346.97,284.45
982.18,189.45
781.63,159.55
1346.62,253.98
622.99,103.75
994.75,221.4
884.69,161.98
588.0,137.37
997.32,172.67
1159.64,273.87
574.21,115.15
1061.04,180.25
250.0,20.42
532.8,120.91
739.93,130.8
1025.07,154.04
1204.26,207.55
928.99,159.41
1098.31,176.69
