match_id,team1,team2,winner,venue,runs,wickets,overs
2621,DC,RR,RR,Chepauk,146,3,19.8
2622,SRH,MI,CSK,Wankhede,84,3,10.5
2623,SRH,RR,CSK,Eden Gardens,172,6,16.9
2624,RR,KKR,DC,Chinnaswamy,159,9,10.6
2625,RR,CSK,PBKS,Wankhede,125,2,10.0
2626,PBKS,MI,RCB,Eden Gardens,174,6,14.1
2627,RR,MI,SRH,Chepauk,110,7,16.7
2628,KKR,KKR,MI,Kotla,159,3,19.5
2629,RCB,PBKS,KKR,Kotla,151,1,10.6
2630,MI,SRH,CSK,Chepauk,101,2,10.1
2631,MI,RCB,MI,Chepauk,170,6,16.7
2632,KKR,RCB,DC,Wankhede,102,3,17.6
2633,RCB,MI,MI,Kotla,185,6,16.6
2634,PBKS,KKR,CSK,Chepauk,182,7,11.3
2635,PBKS,PBKS,PBKS,Chinnaswamy,159,9,19.5
2636,KKR,CSK,PBKS,Chinnaswamy,210,3,11.7
2637,DC,PBKS,RCB,Kotla,229,2,16.1
2638,RR,MI,RR,Eden Gardens,125,7,13.8
2639,MI,RCB,PBKS,Eden Gardens,102,9,19.3
2640,CSK,KKR,SRH,Chinnaswamy,179,9,13.3
2641,SRH,KKR,KKR,Kotla,84,3,10.4
2642,SRH,SRH,RCB,Wankhede,236,3,15.0
2643,RCB,SRH,MI,Chinnaswamy,204,3,16.5
2644,RR,PBKS,MI,Wankhede,158,0,19.4
2645,DC,PBKS,PBKS,Narendra Modi Stadium,162,6,12.3
2646,DC,RCB,SRH,Chepauk,104,6,13.5
2647,PBKS,PBKS,RR,Narendra Modi Stadium,200,6,17.9
2648,RCB,RCB,DC,Chepauk,150,7,11.3
2649,DC,RR,PBKS,Eden Gardens,231,1,15.2
2650,DC,RR,RR,Chinnaswamy,123,1,19.2
2651,PBKS,MI,PBKS,Kotla,161,5,18.7
2652,KKR,RCB,CSK,Kotla,172,9,15.7
2653,SRH,MI,RR,Kotla,226,7,17.2
2654,SRH,RR,DC,Chinnaswamy,171,8,11.1
2655,MI,SRH,MI,Eden Gardens,173,1,16.5
2656,RR,KKR,KKR,Chinnaswamy,191,6,18.6
2657,PBKS,RCB,MI,Chinnaswamy,107,0,17.6
2658,DC,MI,SRH,Eden Gardens,126,7,16.3
2659,SRH,CSK,PBKS,Chinnaswamy,132,4,18.5
2660,KKR,DC,RR,Narendra Modi Stadium,229,2,16.8
2661,PBKS,KKR,DC,Chepauk,184,1,19.1
2662,SRH,RCB,SRH,Chinnaswamy,224,9,10.8
2663,MI,MI,DC,Chepauk,202,1,13.4
2664,CSK,RCB,SRH,Chepauk,225,1,15.6
2665,DC,SRH,DC,Chepauk,228,6,17.9
2666,CSK,KKR,CSK,Narendra Modi Stadium,231,8,18.8
2667,SRH,CSK,KKR,Kotla,210,2,18.0
2668,RCB,RR,PBKS,Chepauk,161,0,19.0
2669,SRH,RR,SRH,Wankhede,221,6,11.7
2670,MI,PBKS,CSK,Kotla,87,0,17.4
2671,RCB,KKR,MI,Eden Gardens,104,1,12.6
2672,PBKS,RCB,KKR,Wankhede,104,1,16.4
2673,CSK,RR,CSK,Eden Gardens,232,5,13.8
2674,MI,CSK,RCB,Chepauk,214,9,15.8
2675,RR,PBKS,MI,Chepauk,142,2,12.4
2676,SRH,DC,RR,Chinnaswamy,108,0,19.2
2677,CSK,SRH,CSK,Chepauk,135,8,18.6
2678,KKR,MI,KKR,Eden Gardens,133,4,19.7
2679,KKR,SRH,DC,Wankhede,80,4,19.1
2680,DC,RCB,KKR,Kotla,97,2,11.6
2681,RR,CSK,RR,Kotla,231,0,19.3
2682,CSK,SRH,RCB,Narendra Modi Stadium,187,3,14.8
2683,MI,PBKS,CSK,Wankhede,235,1,15.5
2684,MI,RCB,MI,Wankhede,125,0,13.1
2685,RR,RR,RCB,Chinnaswamy,145,2,11.4
2686,CSK,RR,RR,Wankhede,195,4,16.3
2687,RCB,RR,DC,Wankhede,211,6,13.2
2688,DC,CSK,SRH,Narendra Modi Stadium,185,6,10.7
2689,PBKS,PBKS,SRH,Chepauk,94,4,16.5
2690,PBKS,SRH,CSK,Chinnaswamy,91,8,19.9
2691,RR,RR,KKR,Chepauk,155,9,14.5
2692,RCB,KKR,KKR,Narendra Modi Stadium,157,7,11.8
2693,PBKS,SRH,DC,Narendra Modi Stadium,124,6,18.3
2694,CSK,RR,RR,Chepauk,98,7,15.1
2695,CSK,RCB,DC,Wankhede,121,8,19.0
2696,SRH,PBKS,RR,Kotla,138,1,14.3
2697,RR,MI,KKR,Narendra Modi Stadium,171,6,17.9
2698,PBKS,SRH,RCB,Chepauk,176,2,19.1
2699,RR,RR,PBKS,Narendra Modi Stadium,112,1,17.6
2700,SRH,MI,SRH,Wankhede,97,2,11.0
2701,RR,CSK,PBKS,Wankhede,236,0,17.5
2702,CSK,SRH,PBKS,Eden Gardens,172,7,12.8
2703,PBKS,CSK,PBKS,Eden Gardens,176,9,14.3
2704,CSK,RCB,RCB,Narendra Modi Stadium,108,5,10.1
2705,PBKS,RR,MI,Eden Gardens,97,6,12.9
2706,DC,RCB,CSK,Chinnaswamy,96,8,15.4
2707,PBKS,KKR,RCB,Chinnaswamy,129,0,18.3
2708,RCB,PBKS,KKR,Chepauk,235,3,19.0
2709,RR,RR,MI,Kotla,229,1,15.0
2710,RCB,RR,KKR,Kotla,114,1,13.6
2711,RR,MI,CSK,Chinnaswamy,188,6,11.6
2712,SRH,SRH,PBKS,Eden Gardens,191,2,11.2
2713,DC,SRH,MI,Narendra Modi Stadium,112,4,16.4
2714,RCB,PBKS,SRH,Wankhede,178,3,12.1
2715,MI,RCB,RCB,Chepauk,113,0,17.3
2716,RCB,RR,DC,Kotla,197,7,10.0
2717,RR,SRH,RR,Chinnaswamy,190,2,15.1
2718,CSK,SRH,PBKS,Wankhede,142,3,18.4
2719,MI,MI,RR,Eden Gardens,209,7,12.8
2720,DC,CSK,RCB,Eden Gardens,109,6,17.0
2721,SRH,RR,CSK,Chepauk,179,0,10.5
2722,KKR,RR,CSK,Chinnaswamy,232,7,11.6
2723,CSK,MI,CSK,Wankhede,85,8,10.8
2724,KKR,DC,KKR,Kotla,129,5,15.9
2725,RR,RR,DC,Chepauk,100,6,16.2
2726,RR,SRH,SRH,Narendra Modi Stadium,143,9,13.0
2727,DC,KKR,SRH,Eden Gardens,193,1,12.2
2728,CSK,MI,RCB,Wankhede,161,8,10.5
2729,RR,MI,DC,Chepauk,142,2,18.5
2730,DC,PBKS,SRH,Chinnaswamy,145,8,17.2
2731,SRH,PBKS,RR,Narendra Modi Stadium,91,1,19.1
2732,RCB,MI,PBKS,Chinnaswamy,214,4,14.1
2733,RR,PBKS,MI,Narendra Modi Stadium,236,8,13.2
2734,CSK,SRH,MI,Narendra Modi Stadium,166,4,11.5
2735,KKR,CSK,DC,Kotla,223,2,15.8
2736,MI,CSK,CSK,Chepauk,155,0,19.1
2737,RR,MI,KKR,Chepauk,156,2,14.1
2738,CSK,KKR,RCB,Wankhede,180,4,17.8
2739,RCB,CSK,MI,Kotla,154,1,13.6
2740,PBKS,DC,MI,Narendra Modi Stadium,217,1,14.6
2741,RCB,PBKS,DC,Narendra Modi Stadium,150,1,12.1
2742,DC,RR,MI,Kotla,128,1,17.1
2743,KKR,MI,SRH,Chinnaswamy,213,8,17.9
2744,CSK,DC,PBKS,Kotla,141,0,15.4
2745,DC,KKR,CSK,Narendra Modi Stadium,205,3,18.6
2746,RR,RCB,RR,Eden Gardens,118,5,10.5
2747,RCB,SRH,MI,Eden Gardens,81,8,11.7
2748,DC,RR,KKR,Kotla,145,7,10.9
2749,RR,RCB,DC,Narendra Modi Stadium,92,1,16.4
2750,PBKS,RR,RR,Eden Gardens,93,9,19.9
2751,CSK,RR,MI,Eden Gardens,208,5,17.7
2752,KKR,PBKS,CSK,Chinnaswamy,108,3,19.2
2753,KKR,MI,PBKS,Kotla,170,2,11.3
2754,MI,PBKS,PBKS,Kotla,197,9,19.8
2755,CSK,RR,MI,Kotla,190,9,11.3
2756,CSK,DC,DC,Chinnaswamy,172,8,19.6
2757,RCB,DC,MI,Chinnaswamy,203,1,18.7
2758,DC,MI,MI,Narendra Modi Stadium,211,8,15.1
2759,CSK,PBKS,DC,Narendra Modi Stadium,167,1,15.1
2760,MI,CSK,PBKS,Wankhede,177,8,14.8
2761,RCB,DC,CSK,Kotla,102,9,18.3
2762,MI,RR,KKR,Narendra Modi Stadium,162,3,14.2
2763,RR,DC,CSK,Chepauk,224,5,18.3
2764,PBKS,CSK,DC,Narendra Modi Stadium,221,3,13.5
2765,PBKS,RCB,DC,Kotla,205,7,19.3
2766,DC,KKR,CSK,Eden Gardens,214,0,18.1
2767,MI,PBKS,RCB,Chinnaswamy,191,0,20.0
2768,PBKS,KKR,PBKS,Narendra Modi Stadium,235,1,11.5
2769,PBKS,CSK,CSK,Eden Gardens,225,8,18.1
2770,KKR,DC,RCB,Chepauk,215,1,12.2
2771,RCB,KKR,SRH,Eden Gardens,124,8,16.9
2772,DC,SRH,SRH,Wankhede,157,8,11.9
2773,PBKS,RCB,RCB,Eden Gardens,236,6,19.7
2774,RCB,DC,MI,Narendra Modi Stadium,228,5,19.9
2775,RR,CSK,RR,Chepauk,88,5,11.0
2776,RR,RR,PBKS,Wankhede,169,0,19.4
2777,PBKS,RR,PBKS,Eden Gardens,97,4,18.1
2778,RCB,RCB,SRH,Wankhede,200,4,19.0
2779,DC,PBKS,RCB,Wankhede,184,4,15.2
2780,DC,RCB,DC,Eden Gardens,204,3,17.6
2781,RCB,SRH,PBKS,Narendra Modi Stadium,118,9,14.8
2782,RR,KKR,CSK,Kotla,225,0,13.4
2783,RR,PBKS,RR,Narendra Modi Stadium,228,8,10.6
2784,MI,DC,RR,Chinnaswamy,198,7,15.7
2785,SRH,RCB,RCB,Chinnaswamy,172,4,17.0
2786,DC,DC,SRH,Kotla,213,3,18.6
2787,RCB,MI,RCB,Wankhede,197,9,19.4
2788,DC,PBKS,DC,Wankhede,213,2,19.5
2789,KKR,PBKS,KKR,Wankhede,85,6,16.3
2790,MI,DC,SRH,Chinnaswamy,201,3,17.4
2791,MI,SRH,DC,Chepauk,125,2,15.0
2792,DC,RCB,SRH,Chinnaswamy,172,1,15.2
2793,CSK,PBKS,MI,Kotla,191,6,13.4
2794,CSK,KKR,CSK,Wankhede,150,0,15.5
2795,DC,PBKS,CSK,Wankhede,89,9,17.9
2796,PBKS,PBKS,MI,Eden Gardens,122,9,11.5
2797,RCB,CSK,PBKS,Chinnaswamy,160,4,16.9
2798,SRH,CSK,RR,Chinnaswamy,139,7,14.0
2799,SRH,RR,MI,Narendra Modi Stadium,193,8,10.6
2800,RCB,RCB,SRH,Chepauk,214,5,18.0
2801,MI,CSK,KKR,Chepauk,165,4,11.1
2802,DC,KKR,SRH,Chepauk,138,2,12.4
2803,KKR,PBKS,RR,Eden Gardens,218,8,13.0
2804,SRH,MI,RR,Wankhede,85,7,16.6
2805,RCB,RR,PBKS,Eden Gardens,177,1,18.5
2806,SRH,RR,DC,Kotla,235,2,14.9
2807,CSK,KKR,RCB,Eden Gardens,86,9,11.9
2808,MI,RR,MI,Kotla,121,7,15.3
2809,PBKS,RCB,RR,Chinnaswamy,184,3,13.7
2810,MI,DC,RCB,Eden Gardens,196,5,19.3
2811,RR,RR,SRH,Wankhede,222,4,10.6
2812,MI,CSK,MI,Chepauk,144,7,10.5
2813,CSK,DC,MI,Chepauk,213,0,10.7
2814,RCB,CSK,MI,Kotla,93,7,14.9
2815,KKR,KKR,MI,Kotla,90,5,18.5
2816,DC,SRH,KKR,Kotla,108,9,16.4
2817,PBKS,MI,RR,Chepauk,230,7,11.1
2818,DC,PBKS,RCB,Wankhede,119,1,15.3
2819,CSK,MI,MI,Kotla,108,9,11.4
2820,MI,RR,RCB,Chepauk,80,0,14.8
2821,MI,PBKS,PBKS,Kotla,123,8,18.7
2822,SRH,MI,KKR,Narendra Modi Stadium,202,7,15.4
2823,RR,DC,CSK,Eden Gardens,220,2,17.5
2824,MI,SRH,MI,Wankhede,145,3,18.3
2825,KKR,RR,SRH,Eden Gardens,145,5,16.2
2826,KKR,MI,SRH,Kotla,151,6,15.1
2827,PBKS,KKR,RR,Kotla,98,3,18.9
2828,MI,CSK,RCB,Chinnaswamy,158,1,18.2
2829,MI,RCB,MI,Chepauk,103,6,18.9
2830,RR,CSK,CSK,Kotla,197,5,11.1
2831,MI,MI,KKR,Eden Gardens,138,7,14.4
2832,PBKS,CSK,DC,Narendra Modi Stadium,103,7,15.7
2833,DC,PBKS,RCB,Eden Gardens,107,1,15.7
2834,PBKS,RR,CSK,Kotla,213,2,13.8
2835,PBKS,KKR,RCB,Kotla,134,8,13.2
2836,DC,RR,PBKS,Chinnaswamy,111,4,17.9
2837,KKR,RCB,KKR,Wankhede,226,7,11.9
2838,RCB,SRH,DC,Wankhede,160,2,12.1
2839,RR,CSK,PBKS,Chinnaswamy,80,5,17.8
2840,PBKS,SRH,DC,Eden Gardens,103,2,18.2
2841,MI,RCB,SRH,Narendra Modi Stadium,183,2,14.0
2842,CSK,SRH,DC,Eden Gardens,95,2,14.9
2843,RCB,CSK,RCB,Chinnaswamy,227,3,13.7
2844,MI,RR,DC,Chinnaswamy,148,8,13.2
2845,RR,SRH,CSK,Chepauk,174,5,19.9
2846,SRH,RCB,DC,Kotla,237,6,14.1
2847,MI,RCB,MI,Chinnaswamy,212,7,11.3
2848,KKR,DC,CSK,Chinnaswamy,141,6,18.1
2849,MI,PBKS,PBKS,Wankhede,186,3,11.1
2850,PBKS,DC,CSK,Chinnaswamy,143,2,18.2
2851,SRH,MI,SRH,Eden Gardens,82,3,14.3
2852,DC,KKR,DC,Narendra Modi Stadium,157,2,19.5
2853,CSK,MI,KKR,Narendra Modi Stadium,195,4,10.7
2854,RCB,RR,SRH,Eden Gardens,120,0,14.1
2855,RR,RCB,KKR,Chepauk,181,5,13.6
2856,PBKS,SRH,DC,Narendra Modi Stadium,195,1,12.4
2857,RCB,RCB,SRH,Wankhede,125,1,15.8
2858,CSK,DC,KKR,Narendra Modi Stadium,221,2,13.5
2859,MI,PBKS,KKR,Wankhede,159,5,14.4
2860,MI,MI,MI,Chepauk,118,1,13.9
2861,RCB,CSK,SRH,Narendra Modi Stadium,199,5,18.9
2862,MI,DC,KKR,Wankhede,190,6,14.2
2863,RR,CSK,MI,Wankhede,154,9,10.3
2864,RCB,MI,RR,Eden Gardens,187,1,12.0
2865,CSK,SRH,SRH,Narendra Modi Stadium,121,4,13.7
2866,DC,PBKS,RCB,Chepauk,81,5,16.1
2867,DC,SRH,MI,Kotla,183,8,13.7
2868,DC,KKR,PBKS,Narendra Modi Stadium,138,6,13.2
2869,CSK,RCB,RCB,Wankhede,126,0,15.7
2870,DC,MI,SRH,Chinnaswamy,167,4,11.6
2871,RCB,RCB,SRH,Wankhede,104,4,13.9
2872,KKR,MI,MI,Chepauk,119,8,18.9
2873,MI,RR,RCB,Wankhede,235,3,19.9
2874,DC,RR,PBKS,Wankhede,165,0,13.9
2875,KKR,PBKS,DC,Narendra Modi Stadium,98,5,17.4
2876,DC,MI,DC,Wankhede,153,4,14.5
2877,DC,CSK,RR,Narendra Modi Stadium,203,2,16.2
2878,KKR,PBKS,DC,Wankhede,161,5,13.8
2879,KKR,KKR,KKR,Chepauk,94,9,16.5
2880,MI,RCB,MI,Eden Gardens,81,1,13.9
2881,KKR,RCB,DC,Kotla,125,8,16.8
2882,MI,RR,RCB,Chepauk,146,2,11.3
2883,KKR,PBKS,SRH,Eden Gardens,215,3,19.6
2884,SRH,CSK,DC,Wankhede,158,2,16.5
2885,RR,PBKS,DC,Kotla,172,1,17.7
2886,RCB,RCB,RCB,Eden Gardens,185,8,12.0
2887,DC,CSK,KKR,Narendra Modi Stadium,147,4,18.5
2888,CSK,KKR,RCB,Eden Gardens,239,7,13.2
2889,PBKS,SRH,RCB,Kotla,106,8,15.0
2890,KKR,RR,PBKS,Narendra Modi Stadium,183,0,19.8
2891,CSK,RCB,DC,Eden Gardens,208,4,19.4
2892,MI,PBKS,MI,Kotla,139,6,17.1
2893,PBKS,PBKS,RCB,Chepauk,125,9,19.0
2894,RCB,SRH,KKR,Kotla,94,1,11.9
2895,RCB,SRH,RR,Wankhede,230,9,11.2
2896,RR,PBKS,MI,Eden Gardens,197,5,10.3
2897,RCB,DC,PBKS,Eden Gardens,85,1,10.7
2898,RR,PBKS,DC,Wankhede,181,3,14.4
2899,CSK,RCB,SRH,Narendra Modi Stadium,217,4,19.1
2900,RCB,KKR,RR,Narendra Modi Stadium,176,1,12.2
2901,SRH,SRH,SRH,Eden Gardens,120,4,19.1
2902,PBKS,PBKS,RR,Narendra Modi Stadium,197,5,14.0
2903,SRH,RCB,PBKS,Chinnaswamy,237,0,15.6
2904,RCB,DC,SRH,Wankhede,173,2,19.1
2905,SRH,MI,RCB,Eden Gardens,148,6,16.9
2906,MI,SRH,KKR,Narendra Modi Stadium,155,3,14.9
2907,RCB,SRH,MI,Narendra Modi Stadium,107,8,19.0
2908,SRH,SRH,RR,Kotla,115,5,15.9
2909,RCB,KKR,CSK,Chinnaswamy,176,1,11.2
2910,MI,DC,MI,Kotla,218,1,16.4
2911,DC,CSK,SRH,Narendra Modi Stadium,132,8,11.6
2912,CSK,KKR,RCB,Chepauk,131,7,12.7
2913,MI,SRH,RR,Narendra Modi Stadium,93,9,12.3
2914,PBKS,RR,RR,Wankhede,115,5,11.3
2915,DC,DC,RCB,Narendra Modi Stadium,161,4,15.3
2916,PBKS,MI,CSK,Kotla,147,2,16.6
2917,DC,SRH,SRH,Chepauk,147,5,18.2
2918,SRH,MI,PBKS,Narendra Modi Stadium,199,9,11.8
2919,MI,DC,CSK,Chepauk,145,4,13.3
2920,DC,PBKS,MI,Chinnaswamy,84,3,10.6
2921,RR,MI,CSK,Chepauk,81,3,13.4
2922,KKR,MI,SRH,Eden Gardens,96,8,14.6
2923,CSK,MI,DC,Narendra Modi Stadium,115,5,14.6
2924,PBKS,DC,MI,Chinnaswamy,178,6,12.6
2925,PBKS,MI,PBKS,Wankhede,80,7,19.5
2926,PBKS,RR,KKR,Wankhede,199,1,12.0
2927,RCB,PBKS,PBKS,Chepauk,99,9,17.5
2928,MI,MI,DC,Narendra Modi Stadium,122,4,12.4
2929,RCB,RR,DC,Chepauk,175,6,10.0
2930,DC,DC,PBKS,Eden Gardens,156,6,15.5
2931,SRH,MI,PBKS,Kotla,90,9,11.1
2932,PBKS,RR,SRH,Kotla,161,9,13.7
2933,RR,RCB,KKR,Kotla,154,8,12.7
2934,CSK,PBKS,PBKS,Narendra Modi Stadium,106,4,11.2
2935,CSK,CSK,RR,Kotla,169,2,18.0
2936,RCB,CSK,DC,Wankhede,90,3,14.6
2937,PBKS,SRH,CSK,Chinnaswamy,228,3,19.3
2938,RCB,MI,MI,Chinnaswamy,166,4,13.2
2939,MI,SRH,DC,Kotla,122,0,18.2
2940,KKR,CSK,RR,Eden Gardens,128,3,15.1
2941,KKR,PBKS,SRH,Narendra Modi Stadium,82,3,13.1
2942,RCB,MI,KKR,Eden Gardens,184,7,19.2
2943,MI,SRH,RR,Kotla,181,6,12.4
2944,CSK,PBKS,RR,Chepauk,219,7,13.9
2945,DC,RR,CSK,Narendra Modi Stadium,83,4,14.2
2946,KKR,PBKS,RR,Chepauk,227,6,13.7
2947,SRH,CSK,SRH,Wankhede,82,4,14.7
2948,RR,RCB,MI,Eden Gardens,185,7,16.8
2949,DC,DC,CSK,Chepauk,81,4,16.8
2950,CSK,CSK,RR,Chinnaswamy,201,3,11.3
2951,PBKS,RR,SRH,Wankhede,206,4,14.1
2952,CSK,RCB,KKR,Eden Gardens,216,0,15.9
2953,DC,PBKS,PBKS,Chinnaswamy,199,5,13.7
2954,RCB,DC,KKR,Eden Gardens,89,8,12.9
2955,CSK,DC,RCB,Chinnaswamy,221,9,12.5
2956,CSK,KKR,DC,Eden Gardens,190,2,14.3
2957,CSK,RCB,KKR,Kotla,143,6,10.3
2958,KKR,PBKS,RR,Eden Gardens,157,8,12.7
2959,MI,DC,RR,Kotla,179,9,17.7
2960,PBKS,DC,RR,Eden Gardens,162,2,13.5
2961,KKR,MI,PBKS,Wankhede,232,5,14.6
2962,RR,PBKS,PBKS,Wankhede,214,0,15.5
2963,RCB,MI,SRH,Kotla,148,9,10.4
2964,PBKS,PBKS,KKR,Wankhede,156,1,13.2
2965,RR,DC,SRH,Narendra Modi Stadium,214,5,11.9
2966,RCB,PBKS,DC,Wankhede,161,0,14.0
2967,SRH,PBKS,MI,Chinnaswamy,129,3,19.9
2968,PBKS,PBKS,PBKS,Narendra Modi Stadium,100,7,17.4
2969,CSK,PBKS,PBKS,Chepauk,130,0,17.2
2970,DC,MI,RR,Chinnaswamy,164,0,19.1
2971,PBKS,PBKS,SRH,Chepauk,121,1,14.3
2972,RCB,MI,KKR,Narendra Modi Stadium,211,3,15.6
2973,RR,DC,RR,Eden Gardens,159,1,11.2
2974,RCB,RCB,PBKS,Chinnaswamy,181,9,15.6
2975,PBKS,MI,RR,Chinnaswamy,101,1,14.7
2976,MI,DC,SRH,Wankhede,147,9,15.8
2977,PBKS,MI,RCB,Wankhede,113,2,16.8
2978,DC,SRH,RCB,Narendra Modi Stadium,224,6,19.5
2979,KKR,DC,DC,Narendra Modi Stadium,188,4,14.6
2980,SRH,CSK,CSK,Chinnaswamy,113,7,13.1
2981,DC,RCB,CSK,Chinnaswamy,157,0,12.6
2982,RCB,SRH,PBKS,Kotla,128,9,18.3
2983,KKR,SRH,CSK,Kotla,80,8,18.3
2984,CSK,SRH,DC,Chinnaswamy,220,2,18.7
2985,SRH,RCB,PBKS,Chinnaswamy,135,7,10.4
2986,RR,DC,KKR,Chepauk,133,8,17.2
2987,SRH,MI,PBKS,Kotla,197,6,10.4
2988,MI,RCB,RR,Chepauk,226,5,16.0
2989,DC,MI,PBKS,Kotla,188,0,18.9
2990,SRH,RR,RCB,Chinnaswamy,231,6,14.5
2991,RCB,RR,SRH,Chinnaswamy,114,4,10.8
2992,MI,KKR,CSK,Chinnaswamy,133,9,16.4
2993,RCB,MI,MI,Wankhede,216,1,12.6
2994,RCB,RR,PBKS,Narendra Modi Stadium,204,4,16.5
2995,MI,RR,PBKS,Narendra Modi Stadium,88,7,19.0
2996,SRH,CSK,RCB,Chepauk,163,2,16.6
2997,MI,CSK,RCB,Narendra Modi Stadium,99,3,18.1
2998,PBKS,RCB,RR,Chinnaswamy,154,4,11.0
2999,DC,KKR,SRH,Narendra Modi Stadium,183,4,12.3
3000,RR,CSK,KKR,Eden Gardens,213,3,16.2
3001,PBKS,PBKS,SRH,Chepauk,108,4,15.2
3002,PBKS,KKR,PBKS,Kotla,89,4,16.9
3003,MI,KKR,RCB,Chinnaswamy,108,1,13.8
3004,KKR,CSK,RR,Kotla,86,7,10.5
3005,CSK,RCB,SRH,Narendra Modi Stadium,130,8,17.0
3006,PBKS,RCB,KKR,Wankhede,144,8,10.7
3007,PBKS,PBKS,SRH,Chepauk,182,0,16.8
3008,SRH,SRH,RR,Kotla,126,7,13.9
3009,RCB,RCB,RR,Wankhede,138,8,10.4
3010,MI,RCB,RR,Narendra Modi Stadium,132,7,15.9
3011,KKR,DC,CSK,Eden Gardens,109,1,19.3
3012,CSK,CSK,PBKS,Kotla,107,1,11.5
3013,DC,SRH,RCB,Narendra Modi Stadium,134,4,13.6
3014,RR,DC,PBKS,Wankhede,212,8,14.8
3015,SRH,PBKS,KKR,Eden Gardens,207,8,17.1
3016,KKR,KKR,PBKS,Narendra Modi Stadium,172,1,13.7
3017,KKR,RCB,SRH,Wankhede,204,0,19.3
3018,MI,MI,RCB,Wankhede,213,6,17.5
3019,MI,DC,KKR,Narendra Modi Stadium,191,3,10.5
3020,KKR,SRH,RCB,Chepauk,218,1,12.4
3021,PBKS,MI,CSK,Chinnaswamy,235,3,18.4
3022,RCB,DC,RR,Eden Gardens,151,6,17.5
3023,SRH,PBKS,DC,Kotla,87,5,15.7
3024,KKR,RCB,RR,Chepauk,128,5,15.9
3025,RR,CSK,CSK,Chepauk,167,5,11.6
3026,PBKS,RR,KKR,Narendra Modi Stadium,231,2,11.2
3027,SRH,SRH,SRH,Chepauk,228,8,15.3
3028,SRH,MI,PBKS,Eden Gardens,144,3,10.7
3029,SRH,KKR,CSK,Eden Gardens,135,9,15.1
3030,RCB,DC,KKR,Narendra Modi Stadium,87,2,14.5
3031,RCB,KKR,PBKS,Chepauk,101,6,12.9
3032,SRH,DC,RR,Chinnaswamy,239,9,18.8
3033,RCB,RCB,DC,Eden Gardens,93,2,15.9
3034,CSK,RCB,SRH,Chinnaswamy,129,9,17.6
3035,KKR,MI,KKR,Chepauk,230,8,10.8
3036,RR,SRH,CSK,Wankhede,193,3,12.3
3037,CSK,RCB,CSK,Chepauk,94,9,18.7
3038,MI,KKR,CSK,Eden Gardens,233,1,18.6
3039,MI,RR,DC,Chepauk,89,4,17.9
3040,MI,RR,MI,Wankhede,152,1,12.1
3041,DC,CSK,MI,Chinnaswamy,175,8,18.6
3042,PBKS,SRH,SRH,Narendra Modi Stadium,211,7,13.3
3043,MI,PBKS,RCB,Chepauk,235,6,12.6
3044,DC,SRH,MI,Wankhede,104,8,17.3
3045,MI,RR,CSK,Wankhede,212,7,19.3
3046,KKR,CSK,MI,Eden Gardens,136,4,14.3
3047,RCB,MI,RR,Chepauk,93,9,13.5
3048,RCB,RCB,KKR,Chepauk,208,5,13.4
3049,KKR,PBKS,RCB,Chepauk,137,9,14.3
3050,SRH,MI,KKR,Eden Gardens,90,4,17.9
3051,MI,SRH,RR,Wankhede,226,9,18.6
3052,PBKS,MI,PBKS,Kotla,102,2,10.7
3053,MI,PBKS,CSK,Wankhede,99,1,17.4
3054,RCB,CSK,RR,Kotla,230,3,12.2
3055,RCB,KKR,KKR,Kotla,143,3,10.5
3056,KKR,RCB,MI,Eden Gardens,220,8,10.5
3057,MI,SRH,PBKS,Narendra Modi Stadium,89,3,12.1
3058,MI,KKR,RCB,Wankhede,109,3,16.0
3059,RCB,PBKS,PBKS,Wankhede,161,2,11.9
3060,RR,RR,KKR,Kotla,173,4,13.5
3061,CSK,RR,RCB,Narendra Modi Stadium,138,6,18.1
3062,DC,RCB,SRH,Narendra Modi Stadium,199,1,17.2
3063,RCB,CSK,CSK,Kotla,219,2,18.4
3064,PBKS,CSK,RR,Chinnaswamy,179,1,10.8
3065,KKR,PBKS,MI,Kotla,225,8,10.7
3066,RR,SRH,MI,Chinnaswamy,160,3,16.2
3067,PBKS,MI,KKR,Chepauk,82,9,18.9
3068,SRH,RR,CSK,Narendra Modi Stadium,239,8,20.0
3069,KKR,PBKS,MI,Wankhede,238,6,18.0
3070,MI,KKR,RCB,Narendra Modi Stadium,178,3,16.6
3071,RR,RR,PBKS,Wankhede,181,5,18.2
3072,KKR,DC,CSK,Narendra Modi Stadium,141,4,12.7
3073,MI,RCB,CSK,Eden Gardens,122,7,13.7
3074,CSK,CSK,RCB,Chepauk,171,2,12.8
3075,RR,DC,MI,Narendra Modi Stadium,101,8,15.1
3076,KKR,SRH,SRH,Eden Gardens,203,8,16.7
3077,CSK,RR,PBKS,Kotla,183,0,16.2
3078,DC,CSK,KKR,Chepauk,198,3,19.5
3079,RCB,MI,CSK,Chepauk,179,5,10.5
3080,SRH,DC,CSK,Eden Gardens,210,1,17.6
3081,DC,CSK,DC,Chinnaswamy,164,7,18.0
3082,CSK,PBKS,RR,Wankhede,125,2,10.9
3083,RR,RR,RR,Kotla,235,4,15.5
3084,KKR,RR,PBKS,Wankhede,224,6,13.0
3085,KKR,SRH,CSK,Kotla,230,0,19.7
3086,RCB,DC,DC,Narendra Modi Stadium,148,6,16.5
