ticket_id,city,match,ticket_price,quantity
20122,Hyderabad,RR vs RCB,2571.26,5
20123,Ahmedabad,SRH vs MI,738.41,6
20124,Ahmedabad,SRH vs PBKS,1973.61,7
20125,Chennai,PBKS vs RR,3210.54,3
20126,Chennai,PBKS vs RCB,3376.36,2
20127,Chennai,SRH vs MI,4156.36,4
20128,Pune,MI vs KKR,471.08,2
20129,Surat,MI vs KKR,1420.44,3
20130,Bangalore,CSK vs RR,3289.01,6
20131,Kolkata,CSK vs DC,917.51,5
20132,Bangalore,CSK vs PBKS,3942.33,1
20133,Delhi,RR vs DC,2387.16,4
20134,Bangalore,RCB vs RCB,1983.92,4
20135,Mumbai,SRH vs SRH,4237.87,7
20136,Delhi,PBKS vs DC,1543.56,3
20137,Pune,SRH vs CSK,1811.39,7
20138,Ahmedabad,SRH vs RR,459.64,7
20139,Mumbai,KKR vs RCB,3740.85,1
20140,Kolkata,RR vs CSK,1868.25,5
20141,Bangalore,MI vs CSK,1084.27,1
20142,Surat,MI vs RCB,457.47,5
20143,Surat,DC vs KKR,3575.64,1
20144,Hyderabad,KKR vs SRH,3704.75,6
20145,Bangalore,RCB vs RCB,2878.24,7
20146,Pune,PBKS vs PBKS,3611.35,3
20147,Surat,PBKS vs MI,4524.17,2
20148,Mumbai,RR vs SRH,4105.72,5
20149,Surat,RCB vs DC,436.88,4
20150,Kolkata,RCB vs KKR,2595.55,5
20151,Surat,RR vs RR,2785.17,3
20152,Bangalore,SRH vs KKR,4095.47,5
20153,Bangalore,SRH vs SRH,942.52,2
20154,Hyderabad,RCB vs CSK,2375.21,4
20155,Delhi,KKR vs MI,494.29,2
20156,Kolkata,CSK vs CSK,323.96,2
20157,Hyderabad,RR vs RR,4849.68,3
20158,Pune,PBKS vs DC,4139.01,1
20159,Delhi,SRH vs CSK,786.64,7
20160,Delhi,RR vs CSK,3248.04,4
20161,Kolkata,KKR vs RR,4290.16,3
20162,Surat,RR vs KKR,3067.19,1
20163,Delhi,RCB vs KKR,514.78,2
20164,Pune,PBKS vs RR,876.98,1
20165,Hyderabad,MI vs KKR,2086.88,7
20166,Pune,PBKS vs KKR,2422.11,5
20167,Delhi,CSK vs PBKS,4386.22,7
20168,Pune,RR vs RCB,4613.79,1
20169,Surat,RR vs RCB,1070.26,4
20170,Chennai,KKR vs RCB,632.95,5
20171,Ahmedabad,SRH vs KKR,4755.55,2
20172,Pune,SRH vs RCB,4234.18,1
20173,Pune,CSK vs KKR,1412.68,1
20174,Surat,RR vs PBKS,1249.07,2
20175,Mumbai,DC vs RR,1580.48,5
20176,Surat,DC vs RCB,490.67,1
20177,Mumbai,MI vs PBKS,3553.88,7
20178,Bangalore,KKR vs KKR,4484.43,7
20179,Mumbai,RR vs MI,2506.18,5
20180,Ahmedabad,MI vs DC,4167.7,2
20181,Surat,SRH vs RR,1647.78,7
20182,Chennai,RR vs MI,3485.91,2
20183,Mumbai,SRH vs RCB,1569.81,2
20184,Pune,SRH vs MI,2416.94,4
20185,Bangalore,PBKS vs RCB,2298.22,6
20186,Delhi,DC vs RCB,4791.13,7
20187,Mumbai,RR vs RR,2037.17,2
20188,Chennai,PBKS vs RCB,532.79,4
20189,Delhi,KKR vs PBKS,4979.69,5
20190,Hyderabad,MI vs DC,1053.29,1
20191,Bangalore,RCB vs RR,4772.6,6
20192,Kolkata,PBKS vs KKR,723.85,7
20193,Pune,DC vs MI,698.95,5
20194,Mumbai,MI vs RR,334.93,1
20195,Mumbai,RR vs RCB,1861.21,3
20196,Delhi,RCB vs DC,3178.26,4
20197,Mumbai,RCB vs KKR,3196.43,6
20198,Ahmedabad,CSK vs DC,324.01,2
20199,Bangalore,PBKS vs RR,4575.37,3
20200,Chennai,MI vs CSK,1474.21,2
20201,Bangalore,CSK vs RR,1962.79,6
20202,Pune,KKR vs RCB,895.11,2
20203,Chennai,PBKS vs MI,2241.36,1
20204,Mumbai,KKR vs SRH,1434.3,4
20205,Ahmedabad,CSK vs SRH,4262.87,3
20206,Hyderabad,PBKS vs PBKS,520.39,3
20207,Surat,RR vs DC,3799.79,1
20208,Ahmedabad,DC vs KKR,1662.0,4
20209,Surat,PBKS vs CSK,2606.31,1
20210,Mumbai,KKR vs PBKS,677.26,3
20211,Delhi,PBKS vs MI,476.15,4
20212,Kolkata,MI vs RR,4337.77,7
20213,Pune,KKR vs RCB,1865.1,3
20214,Bangalore,CSK vs RCB,4268.15,1
20215,Mumbai,RCB vs KKR,2602.62,7
20216,Mumbai,DC vs RR,4794.46,3
20217,Surat,PBKS vs RR,2886.23,3
20218,Pune,KKR vs PBKS,3591.65,7
20219,Mumbai,DC vs SRH,3210.21,3
20220,Delhi,SRH vs RR,3889.31,7
20221,Delhi,CSK vs RCB,3672.02,4
20222,Surat,RR vs DC,1873.29,5
20223,Kolkata,RCB vs RCB,4298.28,4
20224,Pune,RCB vs MI,3560.41,3
20225,Hyderabad,KKR vs SRH,3742.35,3
20226,Delhi,DC vs SRH,2997.82,3
20227,Delhi,SRH vs RCB,4651.17,4
20228,Hyderabad,DC vs CSK,2351.28,2
20229,Bangalore,KKR vs MI,1270.32,6
20230,Chennai,PBKS vs CSK,3877.62,5
20231,Bangalore,DC vs MI,380.48,7
20232,Mumbai,DC vs KKR,1128.43,1
20233,Chennai,SRH vs RR,3612.73,5
20234,Hyderabad,CSK vs MI,3081.22,3
20235,Ahmedabad,DC vs KKR,4687.32,5
20236,Chennai,RCB vs RCB,3797.29,2
20237,Mumbai,CSK vs DC,2166.62,6
20238,Bangalore,RCB vs DC,1604.14,3
20239,Chennai,MI vs SRH,4491.7,4
20240,Surat,RCB vs PBKS,4084.5,2
20241,Surat,RR vs PBKS,2695.5,6
20242,Delhi,CSK vs MI,3406.1,1
20243,Ahmedabad,KKR vs DC,1666.6,5
20244,Chennai,KKR vs MI,1797.05,1
20245,Bangalore,RR vs DC,1544.4,4
20246,Hyderabad,RR vs DC,1429.84,3
20247,Pune,RCB vs RR,909.13,4
20248,Hyderabad,MI vs DC,3500.36,2
20249,Surat,SRH vs CSK,2751.8,3
20250,Delhi,RCB vs KKR,4776.32,6
20251,Ahmedabad,RR vs RCB,1372.73,1
20252,Kolkata,MI vs DC,2324.16,5
20253,Bangalore,MI vs CSK,2500.07,6
20254,Delhi,CSK vs MI,1928.99,5
20255,Pune,PBKS vs CSK,4898.58,3
20256,Mumbai,SRH vs RCB,2043.6,7
20257,Hyderabad,KKR vs DC,1031.6,3
20258,Hyderabad,MI vs KKR,1117.52,7
20259,Ahmedabad,DC vs MI,2923.74,3
20260,Pune,RR vs SRH,1603.53,4
20261,Kolkata,SRH vs SRH,1358.3,4
20262,Hyderabad,KKR vs PBKS,2408.14,2
20263,Mumbai,RCB vs CSK,1534.72,4
20264,Bangalore,KKR vs RCB,3293.82,1
20265,Delhi,DC vs PBKS,2563.0,7
20266,Chennai,PBKS vs DC,3105.08,4
20267,Bangalore,KKR vs KKR,4293.9,1
20268,Bangalore,CSK vs CSK,2364.36,3
20269,Delhi,MI vs SRH,4844.58,6
20270,Kolkata,KKR vs SRH,4884.43,7
20271,Chennai,KKR vs MI,3026.69,6
20272,Pune,PBKS vs PBKS,3032.02,4
20273,Hyderabad,RR vs DC,1547.98,7
20274,Chennai,SRH vs RCB,3358.38,1
20275,Kolkata,CSK vs CSK,2658.96,1
20276,Kolkata,MI vs CSK,1148.49,2
20277,Kolkata,PBKS vs SRH,2887.93,3
20278,Ahmedabad,PBKS vs RCB,3571.19,1
20279,Hyderabad,CSK vs KKR,2720.15,2
20280,Surat,CSK vs CSK,3962.36,2
20281,Hyderabad,RCB vs DC,4344.31,1
20282,Bangalore,RR vs PBKS,477.09,6
20283,Ahmedabad,SRH vs DC,3264.31,5
20284,Kolkata,MI vs KKR,2316.74,1
20285,Delhi,MI vs RCB,3236.39,4
20286,Mumbai,KKR vs CSK,2602.95,7
20287,Mumbai,RCB vs CSK,4130.4,2
20288,Kolkata,PBKS vs CSK,4377.11,5
20289,Ahmedabad,PBKS vs MI,4513.58,7
20290,Ahmedabad,SRH vs RCB,2461.43,2
20291,Bangalore,KKR vs RCB,4481.59,2
20292,Ahmedabad,PBKS vs RR,2299.24,2
20293,Bangalore,CSK vs CSK,532.03,4
20294,Hyderabad,RR vs RCB,4642.97,7
20295,Kolkata,MI vs DC,1709.22,1
20296,Delhi,KKR vs MI,4687.42,7
20297,Bangalore,SRH vs CSK,4909.12,2
20298,Chennai,DC vs RR,2907.72,7
20299,Pune,RCB vs PBKS,439.16,7
20300,Chennai,RCB vs DC,4831.68,4
20301,Hyderabad,CSK vs CSK,3846.75,4
20302,Ahmedabad,MI vs RR,3963.95,4
20303,Hyderabad,KKR vs CSK,3209.0,7
20304,Surat,MI vs MI,4192.8,1
20305,Bangalore,CSK vs PBKS,508.14,4
20306,Bangalore,RCB vs RR,2105.35,3
20307,Mumbai,CSK vs KKR,3564.45,1
20308,Delhi,DC vs RCB,4138.67,3
20309,Hyderabad,RCB vs KKR,1176.76,3
20310,Surat,MI vs CSK,3264.41,6
20311,Mumbai,KKR vs PBKS,2660.37,1
20312,Surat,MI vs RCB,669.27,4
20313,Bangalore,MI vs CSK,3580.7,2
20314,Bangalore,SRH vs MI,4939.39,4
20315,Hyderabad,CSK vs SRH,3515.3,1
20316,Surat,DC vs DC,509.07,7
20317,Surat,CSK vs KKR,2739.56,1
20318,Mumbai,DC vs MI,2417.65,3
20319,Ahmedabad,PBKS vs PBKS,2897.32,6
20320,Surat,RCB vs PBKS,3845.23,2
20321,Bangalore,RCB vs MI,2623.54,5
20322,Delhi,SRH vs RR,3044.14,7
20323,Pune,MI vs MI,867.68,7
20324,Delhi,DC vs KKR,3571.23,1
20325,Delhi,RR vs KKR,2536.9,1
20326,Surat,KKR vs KKR,2971.58,4
20327,Surat,RR vs MI,1283.47,2
20328,Bangalore,CSK vs DC,425.2,7
20329,Surat,RCB vs DC,1350.4,4
20330,Hyderabad,RCB vs RR,3523.57,4
20331,Delhi,CSK vs MI,3183.37,3
20332,Chennai,SRH vs SRH,2411.96,4
20333,Delhi,DC vs CSK,4294.86,3
20334,Kolkata,PBKS vs KKR,3607.29,7
20335,Pune,MI vs RR,2163.45,4
20336,Chennai,CSK vs RR,3900.71,6
20337,Delhi,CSK vs KKR,1193.46,7
20338,Pune,KKR vs RCB,4860.05,5
20339,Ahmedabad,MI vs DC,4569.17,6
20340,Pune,PBKS vs KKR,2891.4,3
20341,Mumbai,MI vs RCB,649.69,7
20342,Chennai,SRH vs MI,1140.6,1
20343,Surat,PBKS vs SRH,2013.47,7
20344,Mumbai,CSK vs KKR,2372.16,6
20345,Bangalore,RR vs DC,4140.83,4
20346,Surat,DC vs RR,2509.57,1
20347,Ahmedabad,KKR vs KKR,3356.37,5
20348,Ahmedabad,MI vs KKR,2725.41,4
20349,Ahmedabad,DC vs KKR,873.5,7
20350,Kolkata,RR vs PBKS,317.68,5
20351,Hyderabad,SRH vs KKR,2849.84,6
20352,Bangalore,KKR vs CSK,3758.37,1
20353,Chennai,RR vs MI,2148.93,7
20354,Mumbai,MI vs MI,1733.91,5
20355,Delhi,SRH vs CSK,3300.99,1
20356,Bangalore,DC vs RCB,4758.39,7
20357,Kolkata,DC vs PBKS,4046.57,4
20358,Surat,RR vs MI,2533.39,4
20359,Surat,CSK vs SRH,1628.86,4
20360,Hyderabad,DC vs KKR,4772.48,1
20361,Kolkata,CSK vs SRH,3691.19,2
20362,Surat,DC vs RR,3149.72,6
20363,Delhi,MI vs MI,2847.0,4
20364,Bangalore,KKR vs SRH,3592.62,6
20365,Pune,RR vs RR,4224.74,4
20366,Ahmedabad,SRH vs DC,4093.54,1
20367,Surat,SRH vs RCB,3229.71,1
20368,Delhi,MI vs CSK,538.8,7
20369,Bangalore,CSK vs MI,1149.62,7
20370,Hyderabad,RCB vs KKR,4980.86,7
20371,Bangalore,RCB vs MI,2675.14,2
20372,Surat,CSK vs DC,2366.45,1
20373,Kolkata,RR vs CSK,1793.4,1
20374,Delhi,MI vs DC,3705.78,3
20375,Kolkata,MI vs CSK,2761.32,5
20376,Chennai,PBKS vs RR,4215.35,1
20377,Bangalore,MI vs PBKS,3041.13,2
20378,Chennai,RR vs CSK,3864.25,7
20379,Mumbai,RCB vs DC,3473.76,3
20380,Hyderabad,PBKS vs PBKS,4865.75,4
20381,Pune,RR vs MI,575.59,7
20382,Surat,SRH vs DC,2996.95,7
20383,Mumbai,CSK vs DC,1335.45,2
20384,Pune,RCB vs RCB,1170.67,4
20385,Chennai,SRH vs KKR,847.19,3
20386,Surat,DC vs RR,3279.07,5
20387,Chennai,DC vs PBKS,1893.86,7
20388,Delhi,RCB vs MI,4495.26,1
20389,Kolkata,RCB vs MI,1322.95,7
20390,Pune,SRH vs PBKS,2416.24,5
20391,Bangalore,CSK vs MI,1532.04,7
20392,Mumbai,KKR vs DC,2950.95,3
20393,Mumbai,RR vs KKR,3832.9,1
20394,Bangalore,SRH vs PBKS,3585.24,2
20395,Surat,DC vs SRH,4452.07,5
20396,Surat,CSK vs SRH,1675.11,6
20397,Mumbai,SRH vs RCB,4163.92,5
20398,Hyderabad,PBKS vs CSK,2955.1,5
20399,Bangalore,PBKS vs SRH,3295.99,1
20400,Pune,RR vs KKR,1819.91,6
20401,Ahmedabad,CSK vs SRH,4257.71,3
20402,Mumbai,RR vs RR,2041.92,7
20403,Chennai,RR vs MI,3925.88,5
20404,Ahmedabad,MI vs MI,356.81,7
20405,Chennai,RCB vs MI,3179.31,4
20406,Ahmedabad,DC vs RR,2069.84,4
20407,Kolkata,SRH vs PBKS,1603.88,3
20408,Delhi,KKR vs RR,2643.83,5
20409,Hyderabad,DC vs SRH,2543.63,6
20410,Surat,RCB vs PBKS,609.74,4
20411,Hyderabad,RCB vs SRH,4757.85,4
20412,Ahmedabad,KKR vs DC,2697.32,5
20413,Mumbai,CSK vs MI,1488.48,3
20414,Mumbai,MI vs RCB,673.8,1
20415,Mumbai,SRH vs RR,582.78,5
20416,Delhi,MI vs CSK,4091.14,6
20417,Hyderabad,SRH vs DC,737.12,3
20418,Pune,SRH vs PBKS,4348.07,3
20419,Kolkata,MI vs RCB,4180.8,1
20420,Ahmedabad,KKR vs DC,3273.9,1
20421,Mumbai,MI vs PBKS,2662.65,1
20422,Kolkata,SRH vs CSK,3062.92,5
20423,Chennai,PBKS vs MI,3130.01,7
20424,Mumbai,DC vs MI,719.3,2
20425,Pune,RCB vs RCB,3963.11,2
20426,Mumbai,RR vs RCB,2387.01,2
20427,Chennai,RR vs RR,2816.36,5
20428,Ahmedabad,KKR vs CSK,1633.39,4
20429,Surat,KKR vs SRH,3023.06,4
20430,Delhi,CSK vs PBKS,1900.55,3
20431,Hyderabad,DC vs RCB,1535.97,2
20432,Delhi,RCB vs MI,4076.11,5
20433,Kolkata,RR vs SRH,2467.78,3
20434,Kolkata,CSK vs PBKS,422.04,5
20435,Delhi,RR vs SRH,2169.86,5
20436,Hyderabad,MI vs CSK,408.22,3
20437,Kolkata,DC vs KKR,2719.14,2
20438,Surat,PBKS vs MI,878.47,2
20439,Bangalore,RR vs SRH,312.68,6
20440,Pune,RCB vs CSK,2029.53,3
20441,Kolkata,PBKS vs KKR,3540.67,6
20442,Kolkata,KKR vs KKR,2404.99,2
20443,Ahmedabad,DC vs CSK,1379.76,2
20444,Chennai,MI vs RCB,3712.71,7
20445,Kolkata,DC vs RR,1510.32,2
20446,Surat,DC vs CSK,3362.37,7
20447,Mumbai,RCB vs MI,4588.33,3
20448,Kolkata,DC vs SRH,3839.27,6
20449,Ahmedabad,DC vs SRH,4628.55,6
20450,Delhi,DC vs PBKS,4480.52,7
20451,Surat,DC vs SRH,4600.55,3
20452,Delhi,PBKS vs RR,4252.59,7
20453,Mumbai,DC vs RCB,4081.43,4
20454,Delhi,RR vs MI,2515.66,6
20455,Delhi,SRH vs RR,4383.98,4
20456,Hyderabad,MI vs CSK,3040.58,6
20457,Ahmedabad,SRH vs KKR,1740.66,3
20458,Delhi,RCB vs RR,3042.19,1
20459,Mumbai,PBKS vs MI,2481.06,7
20460,Kolkata,RCB vs DC,3593.15,6
20461,Delhi,CSK vs MI,3754.85,7
20462,Bangalore,RCB vs RR,2082.12,6
20463,Surat,RR vs CSK,4920.66,2
20464,Delhi,SRH vs KKR,381.91,1
20465,Hyderabad,RCB vs RR,3657.88,1
20466,Bangalore,RR vs RCB,2136.12,7
20467,Hyderabad,MI vs KKR,3288.2,1
20468,Surat,RCB vs DC,2387.52,1
20469,Surat,RR vs CSK,2424.63,2
20470,Pune,CSK vs MI,1652.98,4
20471,Mumbai,RR vs RCB,1965.14,1
20472,Hyderabad,KKR vs MI,1263.19,2
20473,Pune,RR vs KKR,3142.59,6
20474,Bangalore,MI vs DC,1128.29,4
20475,Ahmedabad,PBKS vs KKR,3885.92,5
20476,Delhi,MI vs KKR,1719.01,1
20477,Ahmedabad,MI vs KKR,4113.15,5
20478,Chennai,SRH vs MI,3599.0,7
20479,Bangalore,CSK vs DC,1422.01,4
20480,Pune,PBKS vs PBKS,2711.4,4
20481,Ahmedabad,DC vs RCB,760.5,4
20482,Bangalore,CSK vs CSK,4632.86,2
20483,Bangalore,MI vs RR,1164.11,6
20484,Mumbai,MI vs PBKS,3547.18,1
20485,Surat,CSK vs PBKS,4932.25,2
20486,Pune,MI vs RR,2889.93,3
20487,Pune,PBKS vs SRH,499.44,4
20488,Delhi,SRH vs RR,4066.48,5
20489,Kolkata,SRH vs MI,4053.65,6
20490,Delhi,DC vs CSK,303.82,4
20491,Bangalore,SRH vs KKR,4678.32,1
20492,Mumbai,PBKS vs DC,1898.97,2
20493,Mumbai,PBKS vs KKR,1410.73,1
20494,Ahmedabad,SRH vs KKR,3785.97,2
20495,Surat,CSK vs RR,2327.53,1
20496,Kolkata,RR vs DC,4297.08,7
20497,Pune,PBKS vs DC,640.21,2
20498,Mumbai,RR vs PBKS,1912.06,1
20499,Bangalore,RCB vs DC,1345.94,4
20500,Bangalore,RCB vs DC,2108.67,2
20501,Mumbai,KKR vs RCB,3091.64,7
20502,Delhi,PBKS vs KKR,1695.01,1
20503,Mumbai,RCB vs SRH,994.63,7
20504,Ahmedabad,KKR vs PBKS,767.86,2
20505,Bangalore,MI vs KKR,2178.14,2
20506,Kolkata,CSK vs MI,3610.33,3
20507,Ahmedabad,RR vs DC,3656.77,6
20508,Ahmedabad,DC vs RR,1301.38,4
20509,Kolkata,CSK vs SRH,751.83,3
20510,Ahmedabad,CSK vs KKR,2608.0,1
20511,Kolkata,SRH vs KKR,1297.03,1
20512,Ahmedabad,MI vs PBKS,4549.31,6
20513,Hyderabad,DC vs KKR,2766.96,3
20514,Ahmedabad,RCB vs PBKS,4341.31,7
20515,Chennai,DC vs CSK,379.34,4
20516,Surat,DC vs MI,4250.49,3
20517,Ahmedabad,RR vs CSK,654.72,3
20518,Ahmedabad,CSK vs PBKS,3065.74,1
20519,Kolkata,MI vs RCB,1292.49,6
20520,Surat,SRH vs RCB,2608.17,1
20521,Kolkata,KKR vs DC,4155.1,4
20522,Pune,KKR vs PBKS,4384.81,6
20523,Delhi,SRH vs KKR,2252.34,1
20524,Mumbai,PBKS vs KKR,1870.94,3
20525,Hyderabad,MI vs CSK,1422.82,1
20526,Bangalore,KKR vs CSK,2691.97,5
20527,Chennai,SRH vs KKR,3674.57,6
20528,Mumbai,SRH vs CSK,2790.75,2
20529,Surat,KKR vs RR,3783.09,2
20530,Kolkata,PBKS vs CSK,3329.28,2
20531,Mumbai,DC vs RCB,4285.34,6
20532,Delhi,DC vs CSK,4829.94,6
20533,Chennai,CSK vs CSK,1899.3,6
20534,Chennai,SRH vs PBKS,2802.63,2
20535,Mumbai,DC vs RCB,2791.37,1
20536,Delhi,MI vs PBKS,2587.23,5
20537,Surat,KKR vs SRH,1868.21,7
20538,Delhi,PBKS vs PBKS,1931.38,4
20539,Surat,KKR vs RR,1534.73,5
20540,Delhi,SRH vs CSK,920.03,7
20541,Pune,SRH vs RR,2707.98,3
20542,Hyderabad,RR vs DC,3464.83,2
20543,Delhi,SRH vs PBKS,3186.57,6
20544,Ahmedabad,KKR vs CSK,4681.14,7
20545,Pune,CSK vs DC,3257.96,4
20546,Mumbai,RR vs RCB,1276.63,7
20547,Chennai,DC vs DC,2109.32,3
20548,Surat,KKR vs PBKS,2374.85,2
20549,Chennai,MI vs MI,4247.55,1
20550,Delhi,SRH vs KKR,3985.14,3
20551,Pune,KKR vs MI,586.12,3
20552,Surat,CSK vs SRH,1007.67,5
20553,Surat,RR vs PBKS,2867.88,1
20554,Surat,CSK vs DC,1864.08,2
20555,Delhi,RR vs DC,339.6,7
20556,Ahmedabad,MI vs MI,2397.57,1
20557,Ahmedabad,SRH vs CSK,4494.82,2
20558,Hyderabad,MI vs RCB,1290.57,6
20559,Surat,SRH vs SRH,4308.95,3
20560,Mumbai,DC vs RCB,3806.76,5
20561,Bangalore,RCB vs DC,1946.66,3
20562,Delhi,CSK vs PBKS,611.16,3
20563,Bangalore,KKR vs SRH,318.72,1
20564,Ahmedabad,DC vs MI,3250.13,1
20565,Hyderabad,PBKS vs KKR,946.4,5
20566,Kolkata,DC vs KKR,3550.79,6
20567,Mumbai,CSK vs SRH,2554.89,7
20568,Kolkata,KKR vs CSK,3732.53,4
20569,Kolkata,CSK vs KKR,4140.64,6
20570,Ahmedabad,PBKS vs RCB,3037.03,6
20571,Delhi,RCB vs KKR,3471.35,4
20572,Ahmedabad,MI vs SRH,3032.97,7
20573,Pune,RR vs MI,2195.25,7
20574,Ahmedabad,KKR vs MI,4219.63,4
20575,Hyderabad,KKR vs SRH,3379.24,6
20576,Hyderabad,CSK vs CSK,4535.35,6
20577,Chennai,DC vs SRH,4852.55,7
20578,Chennai,PBKS vs DC,2382.05,5
20579,Mumbai,SRH vs RCB,4933.04,7
20580,Hyderabad,PBKS vs KKR,969.06,5
20581,Mumbai,DC vs CSK,2730.4,4
20582,Delhi,KKR vs KKR,1644.44,7
20583,Bangalore,PBKS vs RCB,2552.99,1
20584,Hyderabad,RCB vs PBKS,4725.19,3
20585,Bangalore,CSK vs CSK,2103.47,6
20586,Hyderabad,RR vs RR,4992.07,1
20587,Kolkata,KKR vs RCB,1584.33,2
20588,Mumbai,RR vs KKR,4830.45,6
20589,Delhi,MI vs RCB,2026.68,3
20590,Ahmedabad,CSK vs KKR,696.14,5
20591,Bangalore,DC vs PBKS,3113.95,1
20592,Hyderabad,CSK vs DC,361.69,7
20593,Mumbai,MI vs KKR,2051.78,6
20594,Bangalore,KKR vs SRH,4783.46,3
20595,Hyderabad,CSK vs PBKS,3324.94,7
20596,Chennai,PBKS vs DC,3573.33,4
20597,Hyderabad,MI vs RCB,871.35,1
20598,Delhi,PBKS vs SRH,2871.7,4
20599,Delhi,MI vs PBKS,1172.63,7
20600,Kolkata,RCB vs DC,905.57,5
20601,Bangalore,SRH vs CSK,1550.92,1
20602,Ahmedabad,MI vs RR,3267.21,2
20603,Chennai,MI vs KKR,2936.63,3
20604,Mumbai,CSK vs DC,803.76,2
20605,Ahmedabad,PBKS vs CSK,4311.29,1
20606,Delhi,RCB vs KKR,4443.79,3
20607,Chennai,PBKS vs KKR,1331.74,7
20608,Bangalore,RR vs KKR,4279.54,7
20609,Bangalore,MI vs RCB,1906.13,2
20610,Delhi,RCB vs PBKS,2595.53,6
20611,Pune,CSK vs SRH,1914.29,1
20612,Surat,DC vs RR,4427.92,5
20613,Hyderabad,KKR vs RR,4275.27,1
20614,Bangalore,KKR vs DC,4589.79,7
20615,Delhi,RCB vs KKR,2390.38,2
20616,Hyderabad,RCB vs MI,3138.93,1
20617,Kolkata,PBKS vs RCB,1828.56,5
20618,Pune,SRH vs DC,4323.13,4
20619,Mumbai,CSK vs CSK,4444.94,1
20620,Mumbai,RR vs DC,2997.75,1
20621,Bangalore,RCB vs KKR,1723.82,1
20622,Ahmedabad,MI vs DC,1993.73,1
20623,Bangalore,PBKS vs MI,4361.9,4
20624,Chennai,CSK vs SRH,2056.04,5
20625,Ahmedabad,DC vs PBKS,2451.75,6
20626,Ahmedabad,MI vs CSK,788.58,4
20627,Kolkata,SRH vs CSK,3395.33,4
20628,Pune,RCB vs MI,1918.1,1
20629,Surat,SRH vs SRH,4568.09,3
20630,Pune,PBKS vs CSK,843.86,3
20631,Hyderabad,RCB vs MI,1164.6,1
20632,Mumbai,KKR vs DC,4846.05,1
20633,Surat,RCB vs SRH,2152.62,2
20634,Chennai,PBKS vs SRH,3709.26,1
20635,Surat,RR vs DC,3004.17,5
20636,Hyderabad,RCB vs KKR,4634.44,4
20637,Ahmedabad,PBKS vs DC,3307.16,1
20638,Mumbai,CSK vs PBKS,1605.05,2
20639,Chennai,KKR vs RCB,2520.62,7
20640,Delhi,PBKS vs PBKS,4417.36,7
20641,Chennai,DC vs MI,4731.48,7
20642,Ahmedabad,DC vs KKR,2468.74,6
20643,Hyderabad,RR vs CSK,4890.19,6
20644,Chennai,KKR vs DC,3259.18,7
20645,Chennai,MI vs DC,2001.72,5
20646,Pune,RR vs PBKS,1598.55,4
20647,Ahmedabad,SRH vs CSK,1091.5,2
20648,Surat,DC vs SRH,502.26,2
20649,Ahmedabad,KKR vs DC,490.34,6
20650,Surat,DC vs KKR,2452.55,5
20651,Hyderabad,KKR vs PBKS,712.56,3
20652,Bangalore,RR vs DC,823.24,5
20653,Ahmedabad,CSK vs SRH,4260.32,2
20654,Ahmedabad,RR vs KKR,1151.58,2
20655,Bangalore,RR vs PBKS,1553.58,2
20656,Bangalore,PBKS vs PBKS,3180.01,5
20657,Surat,PBKS vs RR,4697.86,3
20658,Delhi,RCB vs SRH,2920.11,2
20659,Hyderabad,RR vs KKR,4829.34,4
20660,Ahmedabad,DC vs CSK,1908.98,5
20661,Pune,KKR vs PBKS,1738.98,2
20662,Chennai,SRH vs SRH,353.93,6
20663,Pune,RCB vs KKR,3286.05,1
20664,Chennai,DC vs MI,2109.82,7
20665,Mumbai,SRH vs RCB,3512.44,4
20666,Ahmedabad,SRH vs SRH,2145.88,4
20667,Delhi,RR vs MI,2701.36,5
20668,Chennai,RCB vs RR,3018.35,2
20669,Chennai,DC vs PBKS,4191.6,1
20670,Delhi,MI vs RCB,3718.44,5
20671,Surat,CSK vs PBKS,1432.74,7
20672,Hyderabad,RCB vs RR,848.66,4
20673,Kolkata,CSK vs DC,3817.86,3
20674,Pune,CSK vs MI,1402.09,4
20675,Ahmedabad,KKR vs PBKS,4351.39,6
20676,Chennai,DC vs KKR,4181.06,7
20677,Chennai,RCB vs SRH,796.32,5
20678,Mumbai,MI vs KKR,1724.67,6
20679,Surat,MI vs SRH,2580.59,7
20680,Delhi,KKR vs PBKS,3010.8,5
20681,Hyderabad,SRH vs CSK,3415.83,1
20682,Mumbai,RCB vs DC,2755.73,6
20683,Chennai,MI vs DC,2854.87,5
20684,Pune,RR vs RR,3926.93,7
20685,Surat,CSK vs MI,1586.05,6
20686,Delhi,DC vs CSK,850.42,1
20687,Mumbai,PBKS vs MI,4932.37,3
20688,Hyderabad,PBKS vs KKR,3537.18,1
20689,Kolkata,KKR vs CSK,1057.15,7
20690,Chennai,KKR vs RCB,3287.61,4
20691,Surat,SRH vs MI,2125.83,4
20692,Mumbai,RCB vs PBKS,692.25,2
20693,Surat,RR vs SRH,2741.27,4
20694,Mumbai,RCB vs RR,721.53,2
20695,Bangalore,MI vs CSK,1847.97,5
20696,Chennai,DC vs RR,1701.68,1
20697,Chennai,PBKS vs RR,4344.34,1
20698,Ahmedabad,RR vs RR,710.29,6
20699,Kolkata,PBKS vs SRH,755.09,5
20700,Ahmedabad,DC vs KKR,4441.52,6
20701,Bangalore,RCB vs CSK,3655.37,3
20702,Bangalore,MI vs PBKS,2534.67,7
