date,product,city,amount
2025-01-10,Laptop,Surat,25145.8
2025-05-19,Laptop,Delhi,10117.97
2024-05-25,Headphones,Bangalore,32762.64
2026-01-01,Headphones,Delhi,40050.83
2024-11-02,Tablet,Surat,28301.69
2024-10-16,Laptop,Surat,30936.28
2024-05-01,Headphones,Ahmedabad,31361.33
2024-08-08,Tablet,Bangalore,28863.79
2026-01-13,Laptop,Mumbai,11344.12
2026-01-14,Phone,Delhi,32848.76
2025-07-08,Phone,Bangalore,38824.22
2024-07-30,Headphones,Mumbai,41294.02
2025-08-25,Tablet,Bangalore,4428.97
2025-02-21,Phone,Delhi,20186.51
2026-02-14,Tablet,Delhi,18776.17
2025-02-22,Tablet,Ahmedabad,46211.32
2025-10-19,Phone,Surat,33143.29
2024-09-03,Tablet,Surat,23902.47
2024-11-19,Phone,Surat,48002.96
2024-05-17,Headphones,Ahmedabad,8459.68
2026-01-04,Laptop,Surat,18396.59
2025-04-08,Laptop,Bangalore,31638.46
2024-09-14,Headphones,Surat,25750.4
2025-07-09,Phone,Surat,29733.92
2024-06-26,Phone,Delhi,38202.27
2026-02-23,Phone,Ahmedabad,34956.43
2025-12-28,Phone,Ahmedabad,33027.44
2025-06-30,Headphones,Surat,35908.96
2025-04-20,Laptop,Mumbai,39185.84
2026-03-09,Tablet,Delhi,10919.44
2025-02-12,Tablet,Surat,34564.95
2025-01-17,Laptop,Mumbai,33391.89
2025-08-08,Headphones,Bangalore,35398.08
2025-12-06,Tablet,Delhi,12599.41
2025-02-12,Laptop,Ahmedabad,14421.45
2024-04-04,Headphones,Mumbai,38660.22
2024-06-10,Tablet,Surat,19210.9
2025-07-03,Phone,Mumbai,46189.63
2025-07-08,Phone,Ahmedabad,6128.56
2024-09-18,Headphones,Bangalore,9037.74
2025-07-24,Phone,Mumbai,9674.78
2024-06-23,Headphones,Surat,14630.91
2025-04-30,Laptop,Mumbai,45081.36
2026-01-17,Laptop,Bangalore,19142.13
2025-10-24,Tablet,Mumbai,23340.36
2025-08-20,Headphones,Bangalore,21427.89
2025-02-24,Tablet,Bangalore,40439.8
2025-03-21,Tablet,Delhi,19127.17
2025-07-20,Laptop,Delhi,41708.65
2025-01-15,Tablet,Surat,24356.56
2025-11-10,Phone,Surat,12544.09
2025-05-02,Tablet,Surat,21824.39
2026-03-09,Headphones,Bangalore,20135.76
2025-09-30,Phone,Bangalore,12460.2
2026-02-02,Laptop,Delhi,6559.74
2024-04-10,Headphones,Bangalore,42145.54
2025-10-31,Phone,Delhi,26021.98
2024-09-14,Headphones,Mumbai,12518.86
2024-11-20,Phone,Surat,21593.57
2024-03-20,Headphones,Surat,30490.25
2024-11-13,Headphones,Ahmedabad,36127.05
2024-07-02,Phone,Delhi,31196.16
2025-04-27,Laptop,Ahmedabad,12081.84
2024-09-30,Laptop,Surat,5964.78
2024-06-30,Headphones,Ahmedabad,4151.05
2025-09-27,Headphones,Mumbai,5847.13
2024-04-28,Laptop,Ahmedabad,17615.22
2025-10-14,Laptop,Mumbai,18070.53
2024-08-25,Tablet,Surat,48921.12
2024-05-11,Laptop,Bangalore,1618.99
2024-09-04,Headphones,Delhi,31797.79
2025-11-09,Phone,Ahmedabad,25802.73
2024-06-28,Laptop,Mumbai,7711.12
2025-01-12,Tablet,Surat,47459.99
2024-08-12,Tablet,Surat,40645.41
2025-12-31,Tablet,Bangalore,11432.26
2025-09-23,Phone,Surat,14951.23
2025-12-29,Laptop,Surat,10403.11
2025-03-22,Laptop,Bangalore,15767.45
2025-09-25,Laptop,Surat,11782.19
2024-05-15,Phone,Mumbai,13263.07
2024-09-20,Phone,Ahmedabad,26071.4
2025-08-27,Headphones,Ahmedabad,17207.83
2024-05-29,Tablet,Mumbai,24746.98
2026-03-15,Tablet,Ahmedabad,2018.14
2024-04-02,Laptop,Surat,37203.61
2024-11-21,Phone,Ahmedabad,46449.8
2024-03-19,Phone,Ahmedabad,49824.29
2024-11-29,Laptop,Surat,10429.28
2024-10-23,Laptop,Ahmedabad,19509.14
2025-04-09,Headphones,Surat,48696.27
2024-12-04,Tablet,Bangalore,11000.14
2024-06-13,Tablet,Bangalore,27203.31
2025-08-21,Tablet,Ahmedabad,40064.37
2025-12-15,Headphones,Bangalore,1910.51
2024-08-09,Laptop,Ahmedabad,5701.87
2025-07-20,Laptop,Bangalore,10229.71
2024-11-10,Tablet,Ahmedabad,23050.17
2025-06-15,Tablet,Delhi,1252.86
2024-07-07,Headphones,Mumbai,21847.71
2024-11-02,Phone,Bangalore,8494.95
2024-12-24,Phone,Surat,42562.05
2025-12-22,Tablet,Mumbai,24573.8
2025-01-22,Headphones,Ahmedabad,4024.86
2025-08-10,Tablet,Mumbai,23410.44
2025-07-07,Phone,Surat,24272.25
2025-01-18,Tablet,Surat,15334.81
2025-10-06,Phone,Ahmedabad,18704.45
2025-09-01,Phone,Bangalore,48543.23
2025-08-04,Phone,Bangalore,12736.93
2025-12-11,Laptop,Delhi,33991.03
2025-09-03,Laptop,Surat,33222.06
2025-06-17,Tablet,Delhi,21405.71
2026-02-18,Phone,Surat,46641.18
2024-05-23,Laptop,Delhi,38592.46
2025-08-12,Tablet,Bangalore,1541.94
2024-09-09,Tablet,Surat,24538.17
2024-12-18,Tablet,Bangalore,6142.45
2025-11-04,Tablet,Mumbai,14701.23
2026-02-23,Tablet,Bangalore,12315.95
2025-11-08,Headphones,Surat,37899.65
2025-03-30,Phone,Mumbai,12831.69
2026-02-01,Tablet,Delhi,49644.85
2025-10-30,Headphones,Ahmedabad,6851.06
2025-11-16,Phone,Surat,20876.26
2025-12-16,Laptop,Ahmedabad,24724.83
2025-03-17,Tablet,Ahmedabad,21923.57
2024-06-18,Headphones,Mumbai,5119.7
2026-03-08,Laptop,Delhi,11674.77
2025-08-22,Headphones,Bangalore,26277.8
2025-04-17,Phone,Mumbai,40091.14
2025-05-06,Phone,Delhi,34575.76
2025-10-23,Laptop,Bangalore,27451.91
2024-12-14,Headphones,Bangalore,48890.54
2024-06-07,Tablet,Delhi,38168.04
2026-01-19,Tablet,Bangalore,43393.53
2026-01-31,Laptop,Surat,1129.46
2024-05-24,Laptop,Surat,11200.66
2024-12-14,Laptop,Mumbai,36132.31
2024-08-10,Headphones,Bangalore,14275.91
2024-03-24,Tablet,Bangalore,18021.74
2024-04-17,Tablet,Delhi,29741.45
2024-06-23,Tablet,Surat,27361.77
2026-03-15,Laptop,Ahmedabad,11427.63
2025-02-08,Tablet,Mumbai,43994.99
2025-02-18,Phone,Surat,31575.08
2025-07-03,Laptop,Delhi,34426.35
2025-05-26,Tablet,Mumbai,41512.01
2025-12-12,Headphones,Ahmedabad,5570.95
2024-11-30,Laptop,Mumbai,23964.81
2025-05-29,Phone,Surat,4772.44
2025-07-22,Phone,Ahmedabad,4131.38
2025-09-24,Headphones,Delhi,36200.86
2024-09-11,Headphones,Mumbai,39590.99
2024-08-03,Laptop,Surat,3096.37
2024-12-17,Laptop,Delhi,42202.14
2026-03-05,Phone,Ahmedabad,14424.29
2024-07-15,Headphones,Mumbai,32918.39
2026-02-13,Laptop,Bangalore,34440.46
2024-12-26,Phone,Surat,34972.5
2025-02-03,Headphones,Surat,29186.06
2024-05-15,Phone,Bangalore,6105.36
2025-01-17,Tablet,Delhi,6029.15
2024-12-04,Headphones,Surat,7477.29
2024-03-16,Laptop,Delhi,46085.48
2025-12-03,Laptop,Ahmedabad,10916.33
2025-06-30,Tablet,Bangalore,8076.26
2025-01-30,Headphones,Delhi,49428.95
2024-04-27,Phone,Ahmedabad,716.76
2024-10-20,Laptop,Mumbai,38945.69
2025-09-24,Tablet,Surat,42336.78
2025-07-29,Tablet,Bangalore,33275.58
2024-09-12,Headphones,Mumbai,48755.59
2024-04-26,Headphones,Mumbai,17003.27
2025-02-20,Laptop,Mumbai,4854.2
2024-10-15,Tablet,Delhi,12414.2
2025-09-26,Phone,Surat,5409.14
2025-06-11,Tablet,Bangalore,24608.22
2025-02-06,Phone,Surat,48259.18
2025-06-27,Phone,Surat,26119.76
2025-10-28,Laptop,Surat,16605.68
2024-10-31,Tablet,Ahmedabad,45361.99
2025-01-01,Phone,Ahmedabad,30862.32
2024-10-04,Headphones,Ahmedabad,46534.93
2025-12-16,Phone,Ahmedabad,48276.13
2025-11-10,Headphones,Surat,46864.19
2024-05-26,Headphones,Surat,34763.34
2024-03-20,Tablet,Bangalore,25340.63
2025-06-19,Headphones,Bangalore,14863.41
2025-09-08,Phone,Bangalore,47096.32
2025-01-24,Headphones,Bangalore,27477.4
2026-02-06,Tablet,Bangalore,49771.37
2025-08-28,Laptop,Ahmedabad,45955.45
2024-04-15,Phone,Surat,19246.96
2025-02-09,Phone,Bangalore,43831.82
2024-03-22,Tablet,Delhi,26969.98
2024-03-27,Tablet,Bangalore,37259.73
2024-08-12,Tablet,Bangalore,24306.44
2024-04-21,Tablet,Surat,49474.82
2025-04-27,Phone,Ahmedabad,20244.37
2025-02-14,Laptop,Mumbai,5241.82
2024-10-29,Headphones,Surat,42982.27
2025-08-16,Headphones,Ahmedabad,37928.79
2024-08-05,Laptop,Delhi,6746.04
2025-05-27,Laptop,Mumbai,25488.32
2025-12-25,Laptop,Ahmedabad,34092.26
2024-10-28,Tablet,Ahmedabad,20785.6
2024-09-07,Phone,Surat,45479.92
2025-04-22,Phone,Ahmedabad,47186.35
2025-11-23,Phone,Bangalore,43490.22
2025-12-08,Tablet,Ahmedabad,26774.53
2024-08-22,Phone,Mumbai,22951.23
2024-08-18,Tablet,Ahmedabad,29459.08
2024-12-08,Phone,Delhi,26094.23
2025-10-05,Laptop,Bangalore,5386.51
2024-08-18,Headphones,Mumbai,39509.18
2025-04-27,Headphones,Mumbai,47082.33
2025-03-14,Tablet,Surat,24786.61
2026-01-17,Phone,Surat,3546.81
2024-12-19,Headphones,Bangalore,16480.37
2025-05-10,Laptop,Mumbai,6568.42
2025-08-07,Laptop,Delhi,49030.19
2024-07-19,Laptop,Ahmedabad,7277.22
2024-12-14,Tablet,Ahmedabad,4489.57
2024-09-25,Tablet,Ahmedabad,26335.65
2024-07-15,Phone,Surat,3718.33
2025-06-12,Laptop,Mumbai,31885.07
2024-11-15,Phone,Mumbai,43518.19
2025-09-04,Phone,Delhi,12894.58
2025-11-12,Laptop,Surat,46394.22
2025-05-28,Phone,Delhi,32481.56
2025-01-27,Headphones,Mumbai,8544.4
2025-09-13,Tablet,Ahmedabad,32399.12
2024-07-08,Phone,Surat,4102.17
2024-12-27,Laptop,Surat,17801.84
2024-12-09,Tablet,Surat,1290.67
2024-07-03,Tablet,Ahmedabad,22357.7
2025-02-18,Phone,Surat,41684.67
2025-02-24,Headphones,Bangalore,35017.27
2025-07-15,Phone,Surat,10339.8
2024-07-01,Headphones,Ahmedabad,9542.87
2025-01-08,Tablet,Surat,35357.51
2024-09-11,Phone,Bangalore,33477.72
2025-10-22,Laptop,Bangalore,7540.6
2024-06-23,Phone,Surat,33768.44
2024-08-09,Headphones,Mumbai,39147.05
2024-08-14,Headphones,Mumbai,38432.21
2025-03-15,Phone,Delhi,20577.17
2025-08-31,Headphones,Bangalore,40800.09
2025-10-05,Tablet,Mumbai,19795.71
2024-09-23,Phone,Delhi,32462.78
2025-05-16,Headphones,Mumbai,38135.59
2025-07-05,Phone,Surat,37896.14
2025-10-30,Phone,Bangalore,17674.73
2025-04-22,Laptop,Mumbai,28755.29
2024-03-16,Phone,Surat,30890.14
2024-07-17,Laptop,Delhi,12124.99
2024-04-28,Headphones,Surat,905.77
2024-03-23,Laptop,Delhi,5414.57
2024-12-28,Laptop,Mumbai,2211.85
2025-12-28,Laptop,Ahmedabad,15283.05
2025-12-11,Tablet,Surat,16634.27
2024-10-11,Laptop,Ahmedabad,43366.57
2025-01-24,Phone,Bangalore,6684.01
2024-07-10,Laptop,Ahmedabad,9662.01
2025-03-15,Phone,Bangalore,31191.33
2025-06-12,Laptop,Mumbai,23722.99
2025-11-28,Tablet,Mumbai,49666.3
2024-06-04,Headphones,Surat,38217.09
2025-12-17,Laptop,Ahmedabad,13881.84
2026-01-31,Laptop,Bangalore,36216.08
2024-12-16,Tablet,Bangalore,11802.74
2024-04-23,Laptop,Ahmedabad,34238.32
2025-01-17,Phone,Mumbai,2307.91
2026-02-19,Laptop,Mumbai,10380.06
2025-01-19,Laptop,Bangalore,5580.24
2024-10-03,Headphones,Surat,21732.9
2025-11-22,Headphones,Mumbai,27892.64
2024-10-23,Laptop,Delhi,13341.8
2025-02-02,Tablet,Bangalore,48936.19
2024-03-31,Headphones,Ahmedabad,20823.81
2024-07-05,Laptop,Ahmedabad,28307.7
2024-11-12,Headphones,Bangalore,23444.53
2024-10-22,Laptop,Bangalore,43227.03
2024-09-23,Headphones,Mumbai,18850.36
2025-04-21,Headphones,Bangalore,47182.98
2026-03-12,Phone,Bangalore,40345.79
2025-09-01,Laptop,Delhi,4244.89
2024-07-25,Laptop,Ahmedabad,44222.67
2025-04-12,Laptop,Mumbai,9487.86
2024-12-11,Laptop,Surat,3447.72
2024-11-14,Headphones,Mumbai,11471.71
2024-06-27,Phone,Ahmedabad,4717.52
2024-06-16,Phone,Surat,31298.86
2025-04-19,Tablet,Bangalore,22650.95
2024-05-17,Laptop,Delhi,24004.24
2025-10-20,Tablet,Delhi,31021.42
2026-01-01,Headphones,Ahmedabad,25170.01
2024-07-02,Tablet,Ahmedabad,49584.27
2025-03-16,Laptop,Delhi,31374.48
2024-08-25,Phone,Surat,29517.54
2024-11-23,Phone,Surat,21013.11
2024-11-30,Laptop,Mumbai,22596.31
2026-01-23,Headphones,Bangalore,49480.01
2024-12-06,Laptop,Surat,771.79
2024-11-13,Headphones,Bangalore,8195.01
2025-02-22,Phone,Ahmedabad,17480.37
2025-12-15,Headphones,Surat,45268.43
2024-10-31,Laptop,Surat,46927.52
2024-11-28,Laptop,Surat,3351.39
2025-01-31,Laptop,Mumbai,7510.38
2025-04-19,Headphones,Ahmedabad,44170.29
2025-10-19,Headphones,Delhi,13978.11
2025-11-11,Headphones,Mumbai,20354.4
2025-01-13,Phone,Mumbai,727.28
2026-02-07,Tablet,Surat,24827.17
2024-06-03,Tablet,Mumbai,43332.48
2025-04-22,Laptop,Delhi,18547.43
2025-12-19,Phone,Mumbai,44105.48
2026-01-25,Headphones,Mumbai,17672.76
2025-04-26,Laptop,Surat,33079.29
2025-09-02,Phone,Ahmedabad,15034.83
2024-03-26,Laptop,Delhi,25979.41
2025-10-19,Phone,Surat,41501.44
2026-03-13,Phone,Mumbai,42496.12
2026-01-09,Tablet,Delhi,4288.11
2026-01-31,Laptop,Bangalore,46500.25
2024-08-25,Headphones,Mumbai,26330.27
2024-08-27,Tablet,Ahmedabad,11350.87
2025-11-20,Tablet,Mumbai,41650.45
2024-11-24,Headphones,Ahmedabad,31943.44
2024-12-01,Phone,Bangalore,25646.08
2025-07-05,Headphones,Surat,40679.31
2026-01-13,Laptop,Surat,10590.72
2024-12-21,Headphones,Surat,29267.48
2025-10-13,Phone,Delhi,48109.58
2025-03-01,Headphones,Ahmedabad,32036.09
2025-09-13,Phone,Mumbai,30140.93
2026-02-24,Phone,Delhi,1958.08
2024-05-19,Laptop,Delhi,9541.15
2024-05-03,Headphones,Mumbai,30801.15
2024-05-13,Headphones,Bangalore,35281.86
2025-10-23,Laptop,Surat,45041.48
2025-04-22,Phone,Bangalore,43631.09
2025-07-19,Headphones,Bangalore,18312.61
2025-06-24,Laptop,Surat,34648.31
2025-03-02,Phone,Bangalore,23463.93
2025-10-08,Laptop,Delhi,24113.29
2024-08-14,Headphones,Mumbai,47294.65
2025-03-16,Laptop,Delhi,36773.01
2025-08-10,Tablet,Delhi,48423.5
2024-06-12,Phone,Ahmedabad,38856.33
2024-04-11,Tablet,Surat,36418.66
2025-06-09,Tablet,Surat,21665.4
2025-07-23,Phone,Delhi,5770.41
2026-02-23,Phone,Surat,31702.94
2025-07-25,Laptop,Ahmedabad,23683.39
2024-12-30,Phone,Mumbai,29732.86
2024-05-05,Tablet,Bangalore,14476.24
2025-04-14,Tablet,Surat,10202.7
2024-09-21,Headphones,Delhi,13624.57
2025-12-29,Phone,Surat,33049.47
2025-04-10,Tablet,Delhi,47672.67
2025-04-15,Headphones,Bangalore,49600.41
2026-01-07,Headphones,Surat,40528.41
2024-06-30,Laptop,Bangalore,47899.17
2025-10-22,Tablet,Delhi,14549.63
2026-02-27,Laptop,Ahmedabad,675.47
2025-08-23,Tablet,Ahmedabad,10105.8
2024-06-25,Laptop,Mumbai,31905.38
2026-01-23,Laptop,Delhi,45016.25
2024-05-28,Phone,Delhi,45788.73
2024-04-09,Laptop,Delhi,41617.24
2024-05-13,Phone,Ahmedabad,38236.72
2025-02-17,Headphones,Ahmedabad,15557.47
2024-12-13,Tablet,Ahmedabad,4843.19
2025-08-17,Headphones,Surat,26497.35
2024-09-25,Tablet,Surat,17095.56
2025-03-11,Headphones,Ahmedabad,6844.42
2024-05-29,Tablet,Bangalore,23185.21
2024-12-26,Laptop,Surat,26516.17
2024-08-30,Tablet,Surat,38825.7
2024-05-10,Tablet,Surat,40502.01
2025-01-30,Headphones,Surat,23691.69
2024-05-28,Headphones,Mumbai,46076.43
2024-09-22,Headphones,Surat,39538.78
2024-05-24,Phone,Bangalore,21908.1
2026-02-05,Phone,Mumbai,17837.41
2025-02-28,Tablet,Surat,16235.16
2025-05-16,Tablet,Delhi,23453.89
2024-05-03,Laptop,Mumbai,16850.11
2025-07-02,Laptop,Surat,23706.96
2024-12-24,Tablet,Bangalore,29074.58
2026-02-09,Phone,Ahmedabad,8717.9
2025-02-21,Tablet,Surat,39995.75
2025-06-08,Laptop,Delhi,6074.6
2024-04-27,Phone,Bangalore,20515.03
2024-06-09,Phone,Mumbai,8678.4
2024-03-27,Laptop,Bangalore,15544.46
2025-05-17,Tablet,Surat,23185.2
2025-01-25,Headphones,Delhi,37563.27
2025-12-12,Tablet,Bangalore,31540.81
2024-08-27,Tablet,Bangalore,18355.9
2025-04-01,Laptop,Ahmedabad,29751.79
2025-01-28,Phone,Ahmedabad,15167.96
2025-05-20,Laptop,Surat,42004.65
2024-05-01,Tablet,Mumbai,24417.24
2024-08-09,Headphones,Mumbai,35979.53
2025-01-23,Headphones,Delhi,15941.69
2025-03-23,Headphones,Surat,34028.4
2025-09-21,Laptop,Mumbai,46375.14
2024-11-26,Phone,Bangalore,5834.4
2025-05-23,Laptop,Surat,29734.74
2025-01-12,Headphones,Bangalore,25296.05
2026-01-14,Tablet,Delhi,27278.49
2025-05-17,Phone,Surat,10132.78
2025-12-03,Laptop,Delhi,1841.43
2024-05-28,Laptop,Ahmedabad,4027.89
2026-03-05,Phone,Delhi,14567.03
2025-09-09,Phone,Ahmedabad,42792.49
2025-01-25,Tablet,Surat,40439.6
2025-12-14,Phone,Bangalore,49773.28
2024-07-14,Tablet,Bangalore,37156.4
2025-02-03,Headphones,Bangalore,17885.49
2025-09-10,Headphones,Delhi,45953.61
2025-10-15,Laptop,Surat,39638.12
2025-01-06,Headphones,Surat,35097.86
2026-01-04,Headphones,Ahmedabad,27039.47
2024-05-20,Tablet,Surat,35993.07
2024-11-03,Laptop,Bangalore,47959.14
2024-07-22,Phone,Surat,43182.85
2025-05-08,Laptop,Ahmedabad,10125.91
2026-02-14,Headphones,Surat,5332.48
2024-05-27,Phone,Surat,1320.53
2026-02-22,Laptop,Bangalore,35784.5
2025-11-27,Laptop,Surat,14306.09
2026-02-03,Laptop,Delhi,36051.83
2025-08-09,Laptop,Ahmedabad,9615.53
2025-03-06,Tablet,Ahmedabad,22118.2
2024-11-23,Laptop,Ahmedabad,1173.31
2026-02-26,Headphones,Surat,5878.02
2024-07-19,Headphones,Delhi,4530.85
2025-08-18,Tablet,Ahmedabad,39634.21
2024-04-21,Phone,Mumbai,45267.72
2024-05-17,Phone,Bangalore,9139.18
2025-09-17,Headphones,Mumbai,26463.04
2024-10-18,Headphones,Mumbai,7935.2
2025-09-22,Tablet,Ahmedabad,39073.0
2025-06-24,Phone,Mumbai,41127.54
2024-05-30,Phone,Mumbai,39365.6
2025-09-15,Laptop,Delhi,12949.12
2024-11-12,Laptop,Bangalore,17209.92
2025-07-02,Laptop,Surat,10824.08
2025-01-18,Tablet,Ahmedabad,663.93
2024-03-27,Headphones,Ahmedabad,3698.25
2025-12-08,Tablet,Mumbai,49322.82
2025-08-28,Phone,Surat,45704.52
2024-11-22,Headphones,Surat,4432.79
2024-08-09,Laptop,Surat,23333.0
2025-12-11,Tablet,Ahmedabad,48741.28
2025-01-21,Tablet,Ahmedabad,3196.62
2026-02-12,Laptop,Delhi,33603.33
2025-05-25,Tablet,Ahmedabad,5771.34
2024-09-21,Laptop,Ahmedabad,17723.95
2024-08-03,Phone,Delhi,2830.26
2026-01-14,Headphones,Ahmedabad,30120.11
2024-06-08,Phone,Mumbai,35271.97
2025-02-18,Phone,Mumbai,2551.5
2024-06-30,Laptop,Delhi,25455.1
2025-01-22,Tablet,Delhi,15301.52
2025-06-12,Phone,Mumbai,35607.28
2024-03-22,Phone,Surat,25758.04
2025-06-26,Phone,Ahmedabad,1331.58
2026-02-03,Tablet,Bangalore,13641.66
2024-03-23,Tablet,Bangalore,24629.53
2024-11-28,Laptop,Delhi,5268.44
2026-01-25,Phone,Bangalore,44337.25
2025-02-11,Headphones,Surat,44880.05
2024-08-26,Tablet,Bangalore,6073.66
2024-07-11,Laptop,Mumbai,44223.47
2026-02-18,Phone,Delhi,28840.61
2024-08-17,Headphones,Bangalore,43348.83
2024-07-30,Tablet,Ahmedabad,31574.98
2024-11-13,Headphones,Delhi,45887.3
2024-06-25,Tablet,Surat,23261.7
2025-05-10,Laptop,Mumbai,49909.81
2025-09-20,Headphones,Bangalore,42947.62
2025-12-24,Phone,Mumbai,31652.91
2024-11-09,Phone,Surat,19904.37
2024-04-19,Tablet,Bangalore,30979.45
2025-04-08,Phone,Delhi,36583.74
2024-03-17,Headphones,Delhi,17462.67
2026-02-08,Laptop,Ahmedabad,27276.78
2026-03-15,Tablet,Surat,44565.05
2025-01-13,Headphones,Bangalore,47640.93
2024-07-25,Tablet,Mumbai,31098.43
2024-12-14,Laptop,Mumbai,7925.64
2025-03-22,Tablet,Bangalore,38480.3
2024-12-11,Phone,Surat,12758.77
2025-07-14,Phone,Surat,3715.42
2024-06-09,Tablet,Mumbai,18862.36
2025-11-26,Laptop,Bangalore,13805.3
2024-03-30,Laptop,Bangalore,25981.76
2025-12-06,Phone,Mumbai,615.81
2025-12-30,Laptop,Bangalore,34143.04
2025-10-24,Tablet,Bangalore,22363.17
2024-05-06,Headphones,Delhi,13343.55
2026-01-08,Tablet,Delhi,13924.53
2024-04-21,Phone,Ahmedabad,2594.33
2024-07-11,Phone,Ahmedabad,11519.34
2026-01-17,Phone,Surat,6367.35
2024-08-15,Laptop,Delhi,22108.3
2025-11-01,Tablet,Delhi,24965.48
2024-07-14,Headphones,Delhi,41263.51
2025-02-05,Tablet,Delhi,28503.67
2025-11-15,Headphones,Surat,29572.87
2024-08-09,Tablet,Mumbai,5315.11
2024-03-21,Phone,Surat,17855.84
2025-05-19,Headphones,Mumbai,39927.46
2024-06-22,Tablet,Ahmedabad,29420.43
2025-09-09,Laptop,Delhi,19078.31
2025-02-24,Laptop,Mumbai,21836.24
2025-08-24,Tablet,Surat,6236.69
2026-02-24,Phone,Mumbai,1798.77
2025-11-23,Headphones,Bangalore,7639.31
2025-07-08,Tablet,Ahmedabad,15187.07
2025-05-18,Laptop,Ahmedabad,14516.93
2024-04-26,Headphones,Delhi,35305.73
2026-03-01,Laptop,Delhi,8442.43
2025-06-29,Laptop,Surat,38079.07
2024-12-20,Tablet,Mumbai,35599.52
2025-10-25,Laptop,Bangalore,7995.92
2024-04-10,Headphones,Ahmedabad,33202.95
2025-12-02,Phone,Mumbai,16730.27
2024-03-19,Tablet,Bangalore,5763.1
2024-03-29,Headphones,Mumbai,31335.81
2024-10-19,Tablet,Delhi,39755.36
2024-12-31,Laptop,Ahmedabad,48141.25
2025-01-31,Laptop,Bangalore,27734.1
2026-03-16,Headphones,Delhi,28539.24
2025-02-26,Headphones,Surat,23428.73
2025-10-05,Phone,Surat,15775.34
2025-10-16,Headphones,Delhi,7583.53
2025-04-07,Headphones,Bangalore,15359.32
2025-01-08,Tablet,Bangalore,17030.71
2025-03-02,Laptop,Ahmedabad,36945.16
2026-01-13,Headphones,Delhi,6871.51
2025-07-20,Phone,Surat,9745.15
2025-09-14,Headphones,Delhi,48619.74
2026-01-07,Laptop,Mumbai,4009.45
2025-12-03,Headphones,Bangalore,46501.79
2024-09-22,Tablet,Mumbai,7744.7
2025-05-03,Laptop,Surat,27061.88
2024-10-18,Headphones,Bangalore,20113.04
2025-11-14,Tablet,Surat,20307.01
2025-06-08,Laptop,Surat,35234.29
2026-02-23,Headphones,Surat,32969.39
2024-06-26,Tablet,Ahmedabad,47180.53
2024-09-20,Phone,Surat,36058.35
2025-11-01,Tablet,Surat,30548.16
2025-07-07,Phone,Mumbai,9205.84
2024-03-20,Headphones,Mumbai,24093.49
2025-02-28,Tablet,Mumbai,25109.91
2025-07-30,Phone,Bangalore,32124.05
2025-02-27,Laptop,Ahmedabad,18619.73
2025-09-23,Tablet,Bangalore,7696.35
2024-11-21,Headphones,Ahmedabad,43984.44
2024-06-15,Laptop,Ahmedabad,2104.59
2026-01-15,Phone,Delhi,7180.07
2024-10-21,Tablet,Delhi,23079.66
2024-07-26,Tablet,Delhi,44495.58
2024-10-12,Headphones,Ahmedabad,5575.34
2025-09-01,Laptop,Ahmedabad,37013.67
2025-06-26,Tablet,Bangalore,14682.75
2025-05-04,Tablet,Ahmedabad,4258.37
2025-01-12,Laptop,Surat,44800.76
2024-05-12,Tablet,Surat,48633.51
2024-06-05,Laptop,Ahmedabad,7026.31
2024-06-01,Laptop,Surat,44855.25
2024-04-06,Laptop,Ahmedabad,32581.05
2024-10-06,Headphones,Delhi,10473.1
2025-12-15,Laptop,Ahmedabad,33740.56
2024-11-28,Laptop,Delhi,40661.5
2026-02-27,Phone,Mumbai,24943.29
2024-11-02,Phone,Surat,45512.06
2025-06-18,Headphones,Mumbai,26660.88
2026-01-06,Laptop,Surat,9678.57
2025-01-07,Phone,Mumbai,35610.56
2025-12-27,Phone,Ahmedabad,34006.12
2025-01-06,Tablet,Mumbai,32201.53
2025-04-15,Laptop,Surat,44052.26
2025-09-13,Phone,Bangalore,26633.31
2024-10-02,Headphones,Surat,35359.36
2025-07-24,Tablet,Bangalore,47755.67
2024-07-17,Tablet,Ahmedabad,7319.31
2025-04-19,Laptop,Surat,19632.84
2025-09-14,Laptop,Mumbai,11329.42
2025-11-15,Tablet,Ahmedabad,16529.84
2024-03-16,Headphones,Surat,25773.75
2024-07-28,Laptop,Ahmedabad,42347.81
2025-11-06,Laptop,Bangalore,20275.77
2025-01-27,Tablet,Ahmedabad,28116.55
2025-06-16,Tablet,Mumbai,40705.77
2025-12-24,Laptop,Surat,46442.45
2024-07-27,Phone,Bangalore,17808.35
2025-11-08,Laptop,Ahmedabad,9308.8
2025-07-30,Phone,Delhi,29316.08
2026-01-29,Tablet,Bangalore,44840.95
2024-05-02,Phone,Bangalore,12799.76
2026-03-08,Headphones,Mumbai,25222.64
2024-03-18,Tablet,Mumbai,24555.36
2025-10-01,Laptop,Ahmedabad,46391.09
2024-06-02,Laptop,Delhi,23107.04
2025-09-26,Tablet,Bangalore,27044.76
2025-08-08,Tablet,Ahmedabad,7343.56
2025-04-02,Headphones,Delhi,23182.67
2025-06-16,Tablet,Ahmedabad,17418.81
2024-06-24,Laptop,Bangalore,11472.23
2024-12-24,Headphones,Ahmedabad,25679.33
2025-06-17,Laptop,Mumbai,38658.94
2024-10-26,Phone,Mumbai,9246.61
2024-11-19,Tablet,Surat,7507.72
